Cell,Group,Disease,Stage,PlotStage,Pseudotime2,MixEntropy,Batch,OXPHOS,Apoptosis
Normal_4_5_5_2_bar34,Normal,Control,Undiff.SPG-2,SPG (Stem),2.2526315789473688,0.8788487292656739,Normal_4,3.4694380472249122,0.16643488645060633
Normal_4_5_5_3_bar35,Normal,Control,P,Late SPC,6.107142857142857,0.3258655606291759,Normal_4,3.28056448548516,0.5656810194800208
Normal_4_5_5_4_bar36,Normal,Control,preP,Late SPC,5.797752808988764,0.8138917044627733,Normal_4,3.3770580402833277,0.21406412011048945
Normal_4_5_5_7_bar39,Normal,Control,Undiff.SPG-2,SPG (Stem),2.245614035087719,0.8788487292656739,Normal_4,3.752174091811959,0.07753042439502067
Normal_4_5_6_1_bar41,Normal,Control,L1/2,Early SPC,4.745945945945945,0.9289400324929343,Normal_4,2.7550613887304607,0.0
Normal_4_5_6_2_bar42,Normal,Control,L3,Early SPC,5.186046511627907,0.9768123777328184,Normal_4,2.753838625070364,0.17444189925828557
Normal_4_5_6_3_bar43,Normal,Control,L3,Early SPC,5.009302325581395,0.9513308424568567,Normal_4,3.0549593864122015,0.16810948164596443
Normal_4_5_6_4_bar44,Normal,Control,preP,Late SPC,5.7438202247191015,0.9092115787742614,Normal_4,3.158353235370436,0.25198326102953844
Normal_4_5_6_5_bar45,Normal,Control,Undiff.SPG-2,SPG (Stem),2.1894736842105265,0.9092115787742614,Normal_4,3.489935038581198,0.263350702286768
Normal_4_5_6_8_bar48,Normal,Control,preL-1,Early SPC,3.3176470588235296,0.9092115787742614,Normal_4,3.2431444429899883,0.3654125574797973
Normal_4_5_7_4_bar52,Normal,Control,D,Late SPC,6.623255813953489,0.27071808593082797,Normal_4,3.007938580366539,0.09826695033152077
Normal_4_5_8_6_bar62,Normal,Control,preL-1,Early SPC,3.2,0.9160724926555215,Normal_4,3.1623467021102547,0.13379341297558112
Normal_4_5_9_1_bar65,Normal,Control,SPC7,Late SPC,7.459829059829061,0.42329155143330927,Normal_4,3.270353620266085,0.10655869099374378
Normal_4_6_1_1_bar1,Normal,Control,ST,Round Sperm,7.879999999999999,0.42329155143330927,Normal_4,3.2326096669730324,0.0
Normal_4_6_10_1_bar73,Normal,Control,Undiff.SPG-2,SPG (Stem),2.3228070175438593,0.8705109726668042,Normal_4,3.1312923273406623,0.27173434689894665
Normal_4_6_10_5_bar77,Normal,Control,L1/2,Early SPC,4.767567567567568,0.9289400324929343,Normal_4,1.8903454347973119,0.0
Normal_4_6_10_8_bar80,Normal,Control,Undiff.SPG-1,SPG (Stem),1.9055555555555557,0.999208938861951,Normal_4,2.8777793206446134,0.5750760300812222
Normal_4_6_11_1_bar81,Normal,Control,Undiff.SPG-2,SPG (Stem),2.2035087719298247,0.8946205888882695,Normal_4,3.3211690280796855,0.7176426792811389
Normal_4_6_11_2_bar82,Normal,Control,preL-2,Early SPC,3.858064516129032,0.9349520981623263,Normal_4,2.942519581707919,0.12863227928689447
Normal_4_6_11_6_bar86,Normal,Control,Undiff.SPG-1,SPG (Stem),1.961111111111111,0.9984492478663153,Normal_4,2.9040025630986124,0.46745688457863444
Normal_4_6_11_7_bar87,Normal,Control,L3,Early SPC,5.01860465116279,0.940686389593858,Normal_4,2.92423754847949,0.0
Normal_4_6_12_3_bar91,Normal,Control,preL-2,Early SPC,3.870967741935484,0.9349520981623263,Normal_4,2.9026616245796912,0.36210790103759777
Normal_4_6_12_4_bar92,Normal,Control,L3,Early SPC,5.051162790697674,0.8946205888882695,Normal_4,2.8632044016402016,0.6969949173039856
Normal_4_6_2_3_bar11,Normal,Control,Diff.ing SPG,SPG (Stem),2.926315789473684,0.8618667612702412,Normal_4,2.865861487812596,0.4951220106409911
Normal_4_6_2_4_bar12,Normal,Control,LD,Elongated Sperm,9.1,0.6317686119223737,Normal_4,2.3641424125401427,0.0
Normal_4_6_2_5_bar13,Normal,Control,Undiff.SPG-1,SPG (Stem),2.0,0.9908375918116863,Normal_4,2.480828364623336,0.0
Normal_4_6_2_7_bar15,Normal,Control,L3,Early SPC,5.190697674418605,0.9732275455406917,Normal_4,2.4838719922882015,0.0
Normal_4_6_4_2_bar26,Normal,Control,L1/2,Early SPC,4.6702702702702705,0.9289400324929343,Normal_4,2.4463698891148296,0.30063964244997776
Normal_4_6_5_6_bar38,Normal,Control,preL-2,Early SPC,3.8064516129032255,0.9226477100637913,Normal_4,2.7000358712008716,0.2698531566609145
Normal_4_6_6_1_bar41,Normal,Control,preL-2,Early SPC,3.9225806451612906,0.9461452405600261,Normal_4,2.5413480754359403,0.0
Normal_4_6_6_5_bar45,Normal,Control,Diff.ing SPG,SPG (Stem),3.1789473684210527,0.8946205888882695,Normal_4,3.0490980845122824,0.0
Normal_4_6_7_6_bar54,Normal,Control,L3,Early SPC,5.162790697674419,0.9860029065325912,Normal_4,2.947957034699474,0.18869094202493444
Normal_4_6_7_7_bar55,Normal,Control,Z,Early SPC,5.6000000000000005,0.8618667612702412,Normal_4,2.683825408034953,0.13737105990759668
Normal_4_6_8_4_bar60,Normal,Control,L3,Early SPC,5.013953488372093,0.9461452405600261,Normal_4,3.0438489541852274,0.0
Normal_4_7_1_2_bar2,Normal,Control,Undiff.SPG-2,SPG (Stem),2.154385964912281,0.9349520981623263,Normal_4,3.228898004683834,0.1833672254355589
Normal_4_7_10_2_bar74,Normal,Control,preL-1,Early SPC,3.48235294117647,0.9020619953851936,Normal_4,2.2970611079226098,0.0
Normal_4_7_10_4_bar76,Normal,Control,S1,Round Sperm,8.098324022346368,0.400309645830661,Normal_4,2.8855151796101923,0.24078185801305446
Normal_4_7_10_8_bar80,Normal,Control,L3,Early SPC,4.930232558139535,0.992869997555188,Normal_4,3.0143870343541233,0.0
Normal_4_7_11_5_bar85,Normal,Control,preL-1,Early SPC,3.364705882352941,0.9092115787742614,Normal_4,2.825590680734102,0.25826889695873556
Normal_4_7_2_1_bar9,Normal,Control,D,Late SPC,6.401860465116279,0.20976880507769463,Normal_4,2.7899916915482295,0.6653084017936567
Normal_4_7_2_8_bar16,Normal,Control,S1,Round Sperm,8.189944134078212,0.05745902028655034,Normal_4,2.8214237497937753,0.10381419759059667
Normal_4_7_3_1_bar17,Normal,Control,preP,Late SPC,5.721348314606742,0.9226477100637913,Normal_4,3.402331720698615,0.3065680802148268
Normal_4_7_3_3_bar19,Normal,Control,Z,Early SPC,5.422222222222222,0.8618667612702412,Normal_4,3.3208506179871318,0.0
Normal_4_7_4_2_bar26,Normal,Control,P,Late SPC,6.332142857142857,0.20976880507769463,Normal_4,3.2704093288163736,0.23046786560267135
Normal_4_7_4_3_bar27,Normal,Control,Undiff.SPG-1,SPG (Stem),1.8444444444444443,0.992869997555188,Normal_4,3.2488890146315703,0.774893492255721
Normal_4_7_4_8_bar32,Normal,Control,P,Late SPC,6.396428571428572,0.20976880507769463,Normal_4,3.2444123059283454,0.3005632925626178
Normal_4_7_5_4_bar36,Normal,Control,Diff.ing SPG,SPG (Stem),2.8912280701754387,0.8705109726668042,Normal_4,3.3064375870004135,0.4932380800193557
Normal_4_7_5_5_bar37,Normal,Control,preP,Late SPC,5.937078651685393,0.7323984009446085,Normal_4,3.151340410504547,0.17743988759879745
Normal_4_7_5_7_bar39,Normal,Control,L3,Early SPC,4.944186046511628,0.994646779743541,Normal_4,2.845770611058843,0.26591267646551553
Normal_4_7_5_8_bar40,Normal,Control,D,Late SPC,6.580465116279069,0.29892393694265923,Normal_4,3.161544826535257,0.2949916487183539
Normal_4_7_6_2_bar42,Normal,Control,S2,Elongated Sperm,9.221192052980133,0.6474532485582359,Normal_4,2.730924284093703,0.06413861506590567
Normal_4_7_6_3_bar43,Normal,Control,preL-1,Early SPC,3.4352941176470586,0.9092115787742614,Normal_4,2.9950617425245607,0.6398922331800645
Normal_4_7_6_5_bar45,Normal,Control,Undiff.SPG-1,SPG (Stem),1.8611111111111112,0.9974359110054954,Normal_4,2.977397153649979,0.10381419759059667
Normal_4_7_6_8_bar48,Normal,Control,S2,Elongated Sperm,9.332450331125827,0.7192711659547665,Normal_4,2.8013227946320445,0.1664528622440119
Normal_4_7_7_2_bar50,Normal,Control,ST,Round Sperm,7.84,0.42329155143330927,Normal_4,3.0825726659957904,0.20670572167622797
Normal_4_7_8_4_bar60,Normal,Control,LD,Elongated Sperm,9.0,0.6317686119223737,Normal_4,3.021292829084243,0.5016249790412467
Normal_4_7_8_6_bar62,Normal,Control,Diff.ing SPG,SPG (Stem),2.884210526315789,0.8705109726668042,Normal_4,3.079706346678978,0.5892699069512023
Normal_4_7_9_1_bar65,Normal,Control,SPC7,Late SPC,7.254700854700854,0.05745902028655034,Normal_4,2.910298021816787,0.18131141721379224
Normal_4_7_9_5_bar69,Normal,Control,D,Late SPC,6.628837209302326,0.27071808593082797,Normal_4,2.7319655193608927,0.2012288830822311
Normal_4_7_9_7_bar71,Normal,Control,preL-2,Early SPC,3.9354838709677415,0.9513308424568567,Normal_4,2.56551742227328,0.11747521834147223
Normal_4_7_9_8_bar72,Normal,Control,S2,Elongated Sperm,9.52317880794702,0.4714480944077132,Normal_4,2.8997055916900183,0.44353477370352556
NOA1_1_1_1_bar1,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.24347826086956526,0.2351933818163561,NOA1,3.097666905793729,1.0502795167175312
NOA1_1_1_2_bar2,NOA1,NOA,preP,Late SPC,5.631460674157304,0.8618667612702412,NOA1,3.0924205138939396,0.3663681036060733
NOA1_1_1_5_bar5,NOA1,NOA,Undiff.SPG-out2,SPG (Stem),0.6666666666666666,0.8309031792360755,NOA1,3.089061184184832,0.7047838645928155
NOA1_1_1_6_bar6,NOA1,NOA,Undiff.SPG-out2,SPG (Stem),0.47619047619047616,0.7312768723629839,NOA1,2.7074744828223416,1.156087527555449
NOA1_1_1_7_bar7,NOA1,NOA,Z,Early SPC,5.2622222222222215,0.9226477100637913,NOA1,3.110462489821149,0.5676978359501601
NOA1_1_1_8_bar8,NOA1,NOA,Z,Early SPC,5.226666666666667,0.9461452405600261,NOA1,2.700012496514634,1.1368958729427812
NOA1_1_10_1_bar73,NOA1,NOA,Undiff.SPG-2,SPG (Stem),2.105263157894737,0.965268051444089,NOA1,3.1815042743348982,0.24656567313846667
NOA1_1_10_3_bar75,NOA1,NOA,Undiff.SPG-1,SPG (Stem),1.6,0.8591824494878076,NOA1,3.0884881650258444,0.8793897945898874
NOA1_1_10_7_bar79,NOA1,NOA,Undiff.SPG-2,SPG (Stem),2.0280701754385966,0.9860029065325912,NOA1,3.1567500828029287,0.42372496547753447
NOA1_1_10_8_bar80,NOA1,NOA,preP,Late SPC,5.649438202247191,0.8618667612702412,NOA1,2.97143323381526,0.4967976236121511
NOA1_1_11_1_bar81,NOA1,NOA,Undiff.SPG-1,SPG (Stem),1.7000000000000002,0.8618667612702412,NOA1,3.0725403077203888,0.9760972804038922
NOA1_1_11_2_bar82,NOA1,NOA,preP,Late SPC,5.6000000000000005,0.8618667612702412,NOA1,3.130053277289087,0.8190406941406411
NOA1_1_11_4_bar84,NOA1,NOA,Undiff.SPG-2,SPG (Stem),2.0771929824561406,0.9732275455406917,NOA1,3.2986142341577516,0.43145476716129777
NOA1_1_11_5_bar85,NOA1,NOA,preP,Late SPC,5.662921348314606,0.8618667612702412,NOA1,2.9818361888885234,0.6595173825909945
NOA1_1_12_1_bar89,NOA1,NOA,Undiff.SPG-1,SPG (Stem),1.6500000000000001,0.8436418209311076,NOA1,2.937755602566646,1.55256160228078
NOA1_1_12_2_bar90,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.09565217391304348,-1.4428232973175175e-12,NOA1,2.6389121323443154,0.7581837543235773
NOA1_1_12_3_bar91,NOA1,NOA,ST,Round Sperm,7.759999999999999,0.42329155143330927,NOA1,3.064136178705616,0.4798440062224922
NOA1_1_12_4_bar92,NOA1,NOA,Undiff.SPG-2,SPG (Stem),2.070175438596491,0.9768123777328184,NOA1,3.258909783824951,0.8219857740909033
NOA1_1_12_5_bar93,NOA1,NOA,Z,Early SPC,5.235555555555555,0.940686389593858,NOA1,3.169522774826696,0.14630278017541667
NOA1_1_12_6_bar94,NOA1,NOA,Undiff.SPG-1,SPG (Stem),1.7055555555555557,0.8705109726668042,NOA1,3.206942215544274,1.2840459039110088
NOA1_1_12_7_bar95,NOA1,NOA,L1/2,Early SPC,4.410810810810811,0.9461452405600261,NOA1,2.6171509067497665,0.4178865837084044
NOA1_1_12_8_bar96,NOA1,NOA,Undiff.SPG-2,SPG (Stem),2.126315789473684,0.9513308424568567,NOA1,2.7390270447069014,0.5550938261495596
NOA1_1_2_1_bar9,NOA1,NOA,preP,Late SPC,5.62247191011236,0.8618667612702412,NOA1,3.1639527275818664,0.16004674675075223
NOA1_1_2_2_bar10,NOA1,NOA,Undiff.SPG-out2,SPG (Stem),0.5904761904761905,0.7960391290476931,NOA1,3.011629945347866,1.0318742023433165
NOA1_1_2_4_bar12,NOA1,NOA,Undiff.SPG-1,SPG (Stem),1.6833333333333333,0.8436418209311076,NOA1,3.1943980668082763,0.6473207149836856
NOA1_1_2_5_bar13,NOA1,NOA,L3,Early SPC,4.818604651162791,0.9289400324929343,NOA1,2.853518956131448,0.42673184449133555
NOA1_1_2_6_bar14,NOA1,NOA,Undiff.SPG-1,SPG (Stem),1.7444444444444442,0.9226477100637913,NOA1,2.9371033287113226,1.0227241268470988
NOA1_1_2_7_bar15,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.26086956521739135,0.2742506410474074,NOA1,3.3342154549611016,0.5922339529197681
NOA1_1_2_8_bar16,NOA1,NOA,L3,Early SPC,4.813953488372093,0.9289400324929343,NOA1,2.599438323620472,0.9649598779168377
NOA1_1_3_1_bar17,NOA1,NOA,L1/2,Early SPC,4.421621621621622,0.9461452405600261,NOA1,2.7857816819177725,0.9512228071084365
NOA1_1_3_2_bar18,NOA1,NOA,Z,Early SPC,5.253333333333333,0.9289400324929343,NOA1,3.13573549225916,0.8515077753077258
NOA1_1_3_3_bar19,NOA1,NOA,preL,Early SPC,4.171428571428572,0.9513308424568567,NOA1,2.7908783787173936,0.6836025897525588
NOA1_1_3_4_bar20,NOA1,NOA,Undiff.SPG-2,SPG (Stem),2.0982456140350876,0.9693799181659521,NOA1,3.306767930661777,0.6399107912849544
NOA1_1_3_6_bar22,NOA1,NOA,preL,Early SPC,4.228571428571428,0.9513308424568567,NOA1,3.3542743404453277,1.5882551455052245
NOA1_1_3_8_bar24,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.29565217391304344,0.4085534883316644,NOA1,2.7982039641567766,1.3000401840092843
NOA1_1_4_6_bar30,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.13913043478260867,-1.4428232973175175e-12,NOA1,2.9298507028916974,0.8292529447436334
NOA1_1_4_7_bar31,NOA1,NOA,Undiff.SPG-out2,SPG (Stem),0.49523809523809526,0.7432709194006699,NOA1,2.7011661462837004,1.2662276562900787
NOA1_1_5_6_bar38,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.18260869565217389,-1.4428232973175175e-12,NOA1,2.7818285755446706,0.9851192003751166
NOA1_1_6_1_bar41,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.043478260869565216,-1.4428232973175175e-12,NOA1,2.6294908855180372,1.170958810192011
NOA1_1_6_2_bar42,NOA1,NOA,L1/2,Early SPC,4.4,0.9461452405600261,NOA1,2.973639385550684,0.6255056620381526
NOA1_1_6_4_bar44,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.3826086956521739,0.6303074079943048,NOA1,3.510269825217826,0.7654930527449144
NOA1_1_6_6_bar46,NOA1,NOA,Undiff.SPG-2,SPG (Stem),2.0210526315789474,0.9860029065325912,NOA1,3.2531344889049785,1.1937562271091733
NOA1_1_6_7_bar47,NOA1,NOA,Undiff.SPG-out2,SPG (Stem),0.5523809523809524,0.7762773708003143,NOA1,3.0134129545499992,1.0629413565613723
NOA1_1_7_1_bar49,NOA1,NOA,Undiff.SPG-2,SPG (Stem),2.0140350877192983,0.9860029065325912,NOA1,3.3460592318805547,0.9709071239268595
NOA1_1_7_3_bar51,NOA1,NOA,Undiff.SPG-2,SPG (Stem),2.0350877192982457,0.9831988840980919,NOA1,3.332104872566359,0.6620509169647275
NOA1_1_7_4_bar52,NOA1,NOA,L1/2,Early SPC,4.4324324324324325,0.9461452405600261,NOA1,2.6057765117792044,0.7529599997302244
NOA1_1_7_5_bar53,NOA1,NOA,preL,Early SPC,4.114285714285715,0.9513308424568567,NOA1,2.586061106438294,0.0
NOA1_1_7_7_bar55,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.02608695652173913,-1.4428232973175175e-12,NOA1,2.573185347885034,0.5524397345810811
NOA1_1_7_8_bar56,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.03478260869565217,-1.4428232973175175e-12,NOA1,2.7052155335195156,0.8646176812585278
NOA1_1_8_3_bar59,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.06956521739130433,-1.4428232973175175e-12,NOA1,2.7720821386561227,0.8119476049730944
NOA1_1_8_4_bar60,NOA1,NOA,L3,Early SPC,4.8,0.9289400324929343,NOA1,3.114497165682086,0.2022761492207089
NOA1_1_8_7_bar63,NOA1,NOA,Undiff.SPG-1,SPG (Stem),1.6388888888888888,0.8436418209311076,NOA1,2.712083589284716,1.1280852383160112
NOA1_1_8_8_bar64,NOA1,NOA,Undiff.SPG-out2,SPG (Stem),0.5333333333333333,0.7657462082822548,NOA1,2.778435049769393,1.1452331374176978
NOA1_1_9_1_bar65,NOA1,NOA,preP,Late SPC,5.6359550561797755,0.8618667612702412,NOA1,3.224472862892858,0.7522147763557927
NOA1_1_9_2_bar66,NOA1,NOA,Undiff.SPG-2,SPG (Stem),2.0,0.9885488356840307,NOA1,3.3061506049321334,0.872072601380729
NOA1_1_9_6_bar70,NOA1,NOA,Undiff.SPG-1,SPG (Stem),1.6055555555555556,0.8565683154231298,NOA1,3.3197427033513742,1.1523050243835025
NOA1_1_9_7_bar71,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.36521739130434777,0.5947936590268623,NOA1,2.8727741229166175,1.1147693660023066
NOA1_1_9_8_bar72,NOA1,NOA,Diff.ing SPG,SPG (Stem),2.8350877192982455,0.8705109726668042,NOA1,3.622251602260847,0.8686667719665111
NOA1_2_1_2_bar2,NOA1,NOA,L3,Early SPC,4.846511627906977,0.9289400324929343,NOA1,3.3593655210079705,1.1187032222080466
NOA1_2_1_3_bar3,NOA1,NOA,Undiff.SPG-2,SPG (Stem),2.049122807017544,0.9801357484574459,NOA1,3.3312112964357903,1.0401365431067844
NOA1_2_1_4_bar4,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.26956521739130435,0.3116619886201475,NOA1,3.094795272067254,1.7856296763512924
NOA1_2_1_6_bar6,NOA1,NOA,preP,Late SPC,5.617977528089887,0.8618667612702412,NOA1,2.726811915838879,0.38403071187087334
NOA1_2_1_7_bar7,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.08695652173913043,-1.4428232973175175e-12,NOA1,2.937323486941051,0.5972346298424056
NOA1_2_1_8_bar8,NOA1,NOA,Diff.ing SPG,SPG (Stem),2.814035087719298,0.8705109726668042,NOA1,3.556832375404256,1.0607247033144445
NOA1_2_10_2_bar74,NOA1,NOA,L3,Early SPC,4.823255813953488,0.9289400324929343,NOA1,3.3100094903821677,0.7702122341567422
NOA1_2_10_3_bar75,NOA1,NOA,Undiff.SPG-out2,SPG (Stem),0.8,0.8618056508198928,NOA1,3.471829680081968,0.991622754961793
NOA1_2_10_4_bar76,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.008695652173913042,-1.4428232973175175e-12,NOA1,2.703078894445455,1.072155863348339
NOA1_2_10_5_bar77,NOA1,NOA,preP,Late SPC,5.671910112359551,0.8705109726668042,NOA1,2.703101530130205,0.6623709251330834
NOA1_2_10_6_bar78,NOA1,NOA,L3,Early SPC,4.841860465116278,0.9289400324929343,NOA1,2.41664653302478,0.62727361920137
NOA1_2_10_8_bar80,NOA1,NOA,ST,Round Sperm,7.720000000000001,0.42329155143330927,NOA1,2.951453659136394,0.776644348005845
NOA1_2_11_1_bar81,NOA1,NOA,Undiff.SPG-1,SPG (Stem),1.7333333333333332,0.9092115787742614,NOA1,3.1818243678871876,1.113469345483299
NOA1_2_11_2_bar82,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.19130434782608696,0.08214305133526792,NOA1,3.248249003038455,1.111516686280548
NOA1_2_11_3_bar83,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.34782608695652173,0.5555437650207294,NOA1,3.209357875382239,0.7705213560387555
NOA1_2_11_5_bar85,NOA1,NOA,Undiff.SPG-out2,SPG (Stem),0.7238095238095238,0.8534969719880887,NOA1,2.5249986118590897,0.7043445550999634
NOA1_2_11_7_bar87,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.3739130434782609,0.6129857483143616,NOA1,3.1295009807721375,0.992769301848003
NOA1_2_12_2_bar90,NOA1,NOA,Undiff.SPG-2,SPG (Stem),2.042105263157895,0.9801357484574459,NOA1,2.940608255629958,0.4567101453871378
NOA1_2_12_5_bar93,NOA1,NOA,Undiff.SPG-out2,SPG (Stem),0.780952380952381,0.8644376509682734,NOA1,2.820431126238914,0.48723780666366223
NOA1_2_12_7_bar95,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.060869565217391314,-1.4428232973175175e-12,NOA1,2.729837342951732,0.8295352214925996
NOA1_2_12_8_bar96,NOA1,NOA,Undiff.SPG-1,SPG (Stem),1.6333333333333333,0.8436418209311076,NOA1,3.270348558391416,0.7625230352010469
NOA1_2_2_2_bar10,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.0782608695652174,-1.4428232973175175e-12,NOA1,2.994307481150081,0.8930983292633832
NOA1_2_2_3_bar11,NOA1,NOA,Undiff.SPG-out2,SPG (Stem),0.6095238095238096,0.8053103419716018,NOA1,2.8420298800823813,0.7657270400642744
NOA1_2_2_4_bar12,NOA1,NOA,Undiff.SPG-out2,SPG (Stem),0.45714285714285713,0.7187421099867184,NOA1,2.6555975879967972,0.63994482961131
NOA1_2_2_5_bar13,NOA1,NOA,Undiff.SPG-1,SPG (Stem),1.666666666666667,0.8436418209311076,NOA1,2.986386522184607,1.4142816575544432
NOA1_2_2_6_bar14,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.13043478260869568,-1.4428232973175175e-12,NOA1,2.9093455553583136,0.9739810534520744
NOA1_2_2_7_bar15,NOA1,NOA,Undiff.SPG-1,SPG (Stem),1.7166666666666668,0.8868840152588461,NOA1,2.9245070203395285,0.751306185621566
NOA1_2_3_1_bar17,NOA1,NOA,preP,Late SPC,5.640449438202247,0.8618667612702412,NOA1,3.1427716571929865,0.5419767147809912
NOA1_2_3_2_bar18,NOA1,NOA,Z,Early SPC,5.288888888888889,0.9020619953851936,NOA1,3.1752776093328734,0.760066348257722
NOA1_2_3_3_bar19,NOA1,NOA,Undiff.SPG-1,SPG (Stem),1.672222222222222,0.8436418209311076,NOA1,3.1968925627344715,1.44317895088526
NOA1_2_3_4_bar20,NOA1,NOA,Z,Early SPC,5.217777777777778,0.9513308424568567,NOA1,2.8468153311422846,0.6205764872261378
NOA1_2_3_5_bar21,NOA1,NOA,preP,Late SPC,5.626966292134831,0.8618667612702412,NOA1,3.0549058638403928,0.7863955157852822
NOA1_2_3_7_bar23,NOA1,NOA,Undiff.SPG-out2,SPG (Stem),0.4190476190476191,0.6919278850030013,NOA1,3.0037059421738244,0.33680208117896887
NOA1_2_3_8_bar24,NOA1,NOA,Undiff.SPG-1,SPG (Stem),1.627777777777778,0.8462071998928196,NOA1,3.15169656928337,0.90832816453826
NOA1_2_4_1_bar25,NOA1,NOA,L3,Early SPC,4.804651162790697,0.9289400324929343,NOA1,2.757470020382838,0.8044176894208123
NOA1_2_4_3_bar27,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.12173913043478263,-1.4428232973175175e-12,NOA1,3.1145692295389216,0.766659932934531
NOA1_2_4_4_bar28,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.25217391304347825,0.2334897104448442,NOA1,3.278278755675078,0.6000124245315267
NOA1_2_4_5_bar29,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.30434782608695654,0.4367704545742035,NOA1,3.0686880093969164,1.3628044049356733
NOA1_2_4_6_bar30,NOA1,NOA,Z,Early SPC,5.271111111111111,0.9160724926555215,NOA1,2.8359916035174413,0.48530387099479555
NOA1_2_4_7_bar31,NOA1,NOA,Undiff.SPG-out2,SPG (Stem),0.6285714285714286,0.8142000684520729,NOA1,3.0251841134077146,1.29762430750241
NOA1_2_4_8_bar32,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.10434782608695652,-1.4428232973175175e-12,NOA1,3.1166266796657376,1.2817964955902645
NOA1_2_5_2_bar34,NOA1,NOA,Undiff.SPG-out2,SPG (Stem),0.6476190476190475,0.8227255960194755,NOA1,2.700886438042841,0.40355950044260225
NOA1_2_5_3_bar35,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.33913043478260874,0.5343393668829008,NOA1,2.7984909918073813,0.9289527342030711
NOA1_2_5_4_bar36,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.28695652173913044,0.3784654279122862,NOA1,2.710404421960629,1.3038365336344555
NOA1_2_5_5_bar37,NOA1,NOA,L3,Early SPC,4.832558139534883,0.9289400324929343,NOA1,3.0946825793450286,0.8262032253347289
NOA1_2_5_7_bar39,NOA1,NOA,Undiff.SPG-out2,SPG (Stem),0.5142857142857142,0.7547520804161503,NOA1,2.3779490224811357,0.0
NOA1_2_5_8_bar40,NOA1,NOA,Undiff.SPG-1,SPG (Stem),1.6222222222222222,0.8487827323854773,NOA1,3.1152657027820565,0.9584901741694011
NOA1_2_6_1_bar41,NOA1,NOA,L3,Early SPC,4.837209302325581,0.9289400324929343,NOA1,2.7094998781172226,0.4614537384422122
NOA1_2_6_2_bar42,NOA1,NOA,Undiff.SPG-out2,SPG (Stem),0.7428571428571429,0.8604273555631015,NOA1,2.9537359934598335,0.7586048850419833
NOA1_2_6_3_bar43,NOA1,NOA,Undiff.SPG-1,SPG (Stem),1.711111111111111,0.8788487292656739,NOA1,2.9943158697155816,1.0413045962279668
NOA1_2_6_4_bar44,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.017391304347826084,-1.4428232973175175e-12,NOA1,2.6884662695192176,0.9324417483349444
NOA1_2_6_5_bar45,NOA1,NOA,preP,Late SPC,5.653932584269663,0.8618667612702412,NOA1,3.2329022118457145,0.36541255747979734
NOA1_2_6_8_bar48,NOA1,NOA,Undiff.SPG-out2,SPG (Stem),0.4380952380952381,0.7056366064572895,NOA1,2.991432923820595,0.3630329925697897
NOA1_2_7_2_bar50,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.21739130434782608,0.1403272709877079,NOA1,2.949642797983733,1.0590123244380734
NOA1_2_7_3_bar51,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.32173913043478264,0.4883302034159737,NOA1,2.7257676459363926,0.6686121791488867
NOA1_2_7_5_bar53,NOA1,NOA,Diff.ing SPG,SPG (Stem),2.8421052631578947,0.8705109726668042,NOA1,3.379945869612179,0.8917360254044157
NOA1_2_7_6_bar54,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.33043478260869563,0.5119682940411067,NOA1,2.821143746835136,0.6960749841975122
NOA1_2_7_7_bar55,NOA1,NOA,Undiff.SPG-2,SPG (Stem),2.007017543859649,0.9860029065325912,NOA1,3.1572020221550403,1.228366422191987
