gene_name,Ctrl,iNOA_B,iNOA_S,OA,AZFc_Del,KS
AL139093.1,0,0,0,0,0.000104655,0.002706621
AL139095.2,0.001747633,0,0.007421661,0.007052511,0.003083163,0.011993444
AL139095.4,0.001183564,0,0.000133845,0,0.003678768,0.011295776
AL139099.1,0,0,0,0.00697132,0.019006645,0.006669376
AL139100.1,0,0,0.001443621,0.001135441,0.004126632,0.003986715
AL139118.1,0.001671953,0,0,0.004124512,0.000572734,0.003700571
AL139120.1,0,0,0.002287479,0,0,0
AL139121.1,0.01274527,0.03843766,0.034492422,0.046280391,0.018626547,0.091234112
AL139125.1,0,0,0.000114888,0,0,0
AL139125.2,0,0,0,0,0,0
AL139147.1,0,0,0,0,0,0
AL139156.2,0.003537817,0.009143258,0.007751736,0.00249478,0.004856068,0
AL139158.2,0,0,0,0,0.001087822,0.007923322
AL139158.3,0,0,0,0,0,0
AL139161.1,0.001446087,0,0.001056226,0.005979637,0.002223058,0.002071747
AL139174.1,0.002312177,0,0.003728985,0.001050047,0.001107652,0.007012859
AL139184.1,0,0,0,0,0,0.004224372
AL139193.2,0.004605518,0,0,0.005092822,0.001883154,0.015664153
AL139220.2,0.008095548,0,0.00473325,0.002223586,0.002888617,0.002542577
AL139231.1,0,0,0,0.001254128,0.000592489,0.002447737
AL139237.1,0.001579775,0,0,0.00680946,0.000166115,0.012724178
AL139237.2,0,0,0,0.003453926,0.003700705,0.001452304
AL139240.1,0,0,0,0,0,0.002235429
AL139241.1,0,0,0.001031626,0,0,0
AL139246.3,0,0,0,0,0,0
AL139246.5,0,0,0.000183059,0.00119921,0.000271987,0.002607287
AL139254.2,0,0,0,0.0076353,0.001090397,0.007159122
AL139260.1,0.005340673,0,0.004859232,0.05152298,0.019484287,0.037097717
AL139274.2,0.0302874,0.013001755,0.030235285,0.018577041,0.022659253,0.07366879
AL139280.1,0,0,0,0,0.000139642,0
AL139286.2,0,0,0,0.003287688,0.003486158,0.00623726
AL139287.1,0.003776692,0,0.007197656,0,0.002858678,0.00388351
AL139288.1,0,0,0.000464661,0.001142219,0,0
AL139289.1,0.013125634,0.005806736,0.004551034,0.005663557,0.00185555,0.014552023
AL139289.2,0.006523157,0.01060252,0.002408861,0.005451129,0.004916215,0.002609786
AL139294.1,0.001343632,0,0,0.005042625,0.000615275,0.011145316
AL139300.2,0,0,0,0,0,0
AL139317.1,0.001870034,0,0.006216291,0,0,0
AL139317.3,0,0,0,0,0.003662797,0.003073715
AL139327.1,0.017678399,0.018704606,0.004277174,0.015451585,0.003632051,0.021554106
AL139327.2,0,0,0,0.005346356,0.000341354,0
AL139339.1,0.005277557,0,0.008935547,0.001090478,0.005018515,0.007510778
AL139339.2,0,0,0,0,0.000734547,0
AL139350.1,0,0,0,0.004500923,0.000581302,0.003789543
AL139353.1,0.019321607,0.029380914,0.029396383,0.040480829,0.031620763,0.050495958
AL139353.2,0.011150051,0.005950769,0.013074668,0.005806813,0.010094339,0.008742885
AL139354.1,0,0,0,0,0,0
AL139383.1,0.00697339,0.012082274,0.010680403,0,0.003445183,0
AL139384.1,0.006156423,0.01819471,0.022122913,0.012893864,0.025315907,0.04375229
AL139384.2,0.003374233,0,0.003659988,0.003395547,0.004800317,0.004391734
AL139385.1,0.007319489,0.010619798,0.009663921,0.007484407,0.013243829,0.028189879
AL139390.1,0,0,0,0,0,0
AL139393.1,0,0,0,0,0.000392696,0
AL139393.2,0.042877187,0.036831496,0.042523812,0.044272834,0.079869583,0.070214582
AL139398.1,0,0,0.000109488,0,0.00019686,0
AL139407.1,0,0.004291376,0.002553994,0.002296104,0.001960518,0
AL139412.1,0.001594516,0,0.00334587,0.010947134,0.005025722,0.002623193
AL139420.1,0.003564727,0,0,0.009148454,0.000735866,0.008253263
AL139423.1,0,0,0,0,0,0
AL139424.1,0.005594956,0,0.001498245,0.009905637,0.006861815,0.010523497
AL139424.2,0.015692224,0.005813728,0.012823434,0.00770973,0.015630651,0.012098025
AL139424.3,0.002604445,0,0.011909044,0,0,0
AL139805.1,0,0,0.000151389,0,0,0
AL139807.1,0,0,0,0,0.000701593,0
AL139811.1,0,0,0.002586169,0,0,0
AL139819.1,0,0,0,0.011989619,0.00166065,0.002613752
AL139824.1,0,0,0,0.00222584,0,0
AL157371.1,0.003909047,0,0,0.000899336,0.000906529,0.004119302
AL157373.1,0.009198297,0,0,0.032897861,0.007183725,0.038645164
AL157373.2,0.023949067,0.007658918,0.011045967,0.006231854,0.006200206,0.002100915
AL157392.1,0,0,0,0.006601338,0.001193062,0.004176493
AL157392.3,0.009086999,0.007176334,0.015385549,0.03037016,0.022795397,0.015498952
AL157392.4,0,0,0.000143461,0,0,0
AL157394.1,0,0,0.001362201,0,0.000451971,0
AL157395.1,0,0,0.00170788,0.001158622,0.000571426,0.005339088
AL157400.1,0,0,0,0,0.000603078,0
AL157400.2,0.001652292,0,0,0.003405476,0.003779954,0.005193893
AL157400.3,0.005534768,0.003778073,0.003487367,0.001827692,0.003621066,0.015198849
AL157400.4,0.015131859,0.01020236,0.00436002,0.002138116,0.004468479,0.001978671
AL157401.1,0.012355993,0,0,0.060464221,0.017080976,0.042435624
AL157402.2,0.002786434,0,0.000170129,0,0.000404417,0.006372805
AL157414.2,0,0,0,0,0,0
AL157702.2,0,0,0.001037416,0.00094333,0.001679123,0.001882799
AL157713.1,0.003445341,0,0.007705383,0.003773066,0.003604051,0.002860872
AL157714.2,0.012395994,0.003333434,0,0.002333733,0.001339537,0.002241716
AL157756.1,0.075302182,0,0.003577328,0.084601953,0.020871885,0.085941245
AL157762.1,0,0,0.001552748,0,0.000195462,0
AL157777.1,0.002167103,0,0.000879969,0,0,0
AL157786.1,0,0,0.002412092,0.002595561,0.002180777,0.002391667
AL157791.1,0,0,0,0,0.000760715,0
AL157813.1,0.003180434,0.020919237,0.012384876,0.025348787,0.010350839,0.013710117
AL157815.1,0,0,0.001313079,0,0,0
AL157832.1,0,0.017814038,0,0,0,0
AL157832.2,0,0,0,0.00323659,0.00116326,0.005611542
AL157832.3,0,0,0,0,0.001023914,0
AL157834.1,0.001393217,0,0.003162087,0.001533796,0.001782924,0
AL157834.2,0.001655156,0.00396576,0.004825406,0.000978392,0.000817807,0.001452304
AL157871.1,0,0,0,0,0.000568378,0.001754617
AL157871.3,0,0,0,0,0,0
AL157871.4,0,0,0,0.003632218,0.000135994,0.003003928
AL157871.5,0,0,0,0,0.000108443,0
AL157882.1,0,0,0,0.004934761,0.001902535,0.002386776
AL157893.1,0,0.014676641,0.008517079,0,0.003194436,0
AL157895.1,0,0.005476638,0.001076863,0,0.000587507,0
AL157896.1,0,0,0,0.000821384,0.000160882,0.002507268
AL157902.1,0.011124584,0,0.000158746,0.049271426,0.007003069,0.027035264
AL157904.1,0,0,0,0,0,0
AL157911.1,0.005761213,0.008696259,0.001084456,0.005202633,0.001911552,0.009217996
AL157931.1,0,0,0.000538483,0,0,0
AL157932.1,0,0,0,0,0,0
AL157935.1,0.011276858,0.022006238,0.021513736,0.005647368,0.004929066,0
AL157938.2,0.001237235,0,0.000508212,0.044448105,0.007155068,0.038177683
AL157938.3,0.002327755,0.004337064,0.000761436,0.003188188,0.000495589,0.002422875
AL157955.1,0,0,0,0.007822335,0.00282392,0.0026543
AL157955.2,0.005933394,0,0,0.006433556,0.002940659,0.004559921
AL157996.1,0,0,0.001758625,0,0,0
AL158013.1,0,0,0,0.001254022,0.001287153,0.001672368
AL158050.1,0.001758424,0,0.006331,0.00430592,0.008192667,0.013031656
AL158055.1,0.013637074,0,0.009183397,0,0.008661543,0
AL158058.1,0,0,0,0,0.000187439,0
AL158063.1,0,0,0.000667996,0,0.000465417,0
AL158064.1,0,0,0,0.001838779,0.00076202,0
AL158070.1,0.004178509,0.006238926,0,0.020502465,0.004256131,0.034744261
AL158071.2,0,0,0.007104564,0.001033828,0.003895117,0.002087495
AL158071.3,0.003336162,0,0,0,0.000144091,0.00320956
AL158071.4,0,0,0.000593145,0,0.00061916,0
AL158090.1,0.004689307,0.015046623,0.001923526,0.005257776,0.001616638,0
AL158151.1,0.004910395,0,0.003104024,0.001057113,0.002844199,0
AL158151.3,0,0,0,0,0.001008558,0.002618149
AL158151.4,0,0,0.000775084,0,0.001116467,0
AL158152.1,0,0,0.000156474,0.011200039,0.008850081,0.005767862
AL158152.2,0.001811804,0,0.004209896,0.0009809,0.001402375,0
AL158154.2,0.002414015,0.005652077,0,0.006159897,0.000550692,0
AL158156.1,0,0,0.001670852,0,0,0
AL158163.1,0.003231243,0,0.001209805,0,0,0
AL158163.2,0,0,0.000381538,0.004151851,0.002156791,0
AL158166.1,0.001376093,0,0.001331669,0.004826933,0.001929039,0.008840087
AL158166.2,0.001393696,0,0,0,0.000966639,0.005000472
AL158175.1,0.003124882,0,0,0.001247211,0.001374125,0
AL158206.1,0.009908801,0.01251845,0.013626488,0.017003054,0.024455075,0.004299598
AL158207.1,0,0,0.000394415,0,0,0
AL158211.1,0.024715663,0,0.021891995,0.005053163,0.019115139,0.014934837
AL158211.2,0,0,0,0.002959741,0.004406075,0.001822121
AL158211.3,0.007711021,0.009230534,0.004228147,0.004492912,0.000758387,0.011919692
AL158211.4,0,0,0,0,0.00110896,0.002456754
AL158211.5,0.062280446,0.09127811,0.086504239,0.036290316,0.051486141,0.054366319
AL158212.2,0,0,0,0.004334952,0.008952043,0.007028065
AL158212.3,0.037232119,0.006134931,0.036773135,0.036361792,0.053565558,0.054748118
AL158214.1,0,0,0,0.001553594,0.000109316,0
AL158801.2,0.07454453,0.011804518,0.006860076,0.020985996,0.005918818,0.010997759
AL158801.4,0.007935083,0.004792531,0.001573809,0.007467517,0.005915193,0.015228518
AL158801.5,0.001748763,0.015668407,0.014074282,0.009127787,0.005126033,0
AL158819.1,0.007583807,0,0,0.009735239,0.011252783,0.014912537
AL158823.1,0,0,0.001374268,0,0,0
AL158825.2,0.015386329,0.00353733,0.012376593,0.010058053,0.014966232,0.006426447
AL158828.1,0.00139886,0,0,0.010850895,0.00134546,0.004757669
AL158835.1,0.005290442,0,0.007746688,0.034238934,0.034342427,0.026813298
AL158835.2,0.002111428,0.012065509,0.003791755,0.042897914,0.026659713,0.054442856
AL158835.3,0.002854625,0.006913901,0.002671867,0.004280576,0.005286604,0.004777425
AL158837.1,0.00342258,0,0,0.025875089,0.00157617,0.008011836
AL158839.1,0.008967133,0.006758774,0.005479114,0.030283187,0.006590448,0.014071166
AL158840.1,0,0,0,0.001183614,0.000523603,0.008828165
AL158847.1,0.003416196,0,0.001940494,0.019141715,0.027236291,0.032693438
AL158850.1,0.00366027,0,0.004048516,0,0.00252342,0.003073715
AL159163.1,0,0,0,0,0.002127855,0
AL159169.2,0,0,0.001602115,0.001717633,0.001788872,0
AL159169.3,0,0,0,0.002345304,0,0
AL159174.1,0,0,0,0.002964764,0.0015695,0.015643656
AL159972.1,0,0,0,0,0,0
AL159987.1,0,0,0,0,0.000142791,0
AL160006.1,0.016025215,0.003287933,0.016731998,0.020385218,0.028039129,0.028192459
AL160162.1,0,0,0,0,0,0
AL160191.1,0,0.006751787,0.004353342,0.00638138,0.003605261,0
AL160191.3,0.002856374,0.003898231,0.009164123,0.01429653,0.007533356,0.007011838
AL160237.1,0.002521995,0,0,0.000867553,0.000543547,0
AL160269.1,0,0,0.002440483,0,0.003283343,0
AL160270.1,0,0,0,0,0.000407378,0
AL160271.1,0,0,0,0,0,0
AL160272.1,0.003818361,0,0.000679162,0,0.001138337,0.002314265
AL160286.1,0.001049982,0,0.001213931,0,0.000268699,0
AL160286.2,0.001376676,0,0,0,0.003732121,0
AL160287.1,0.00637691,0,0,0.0153053,0.002513543,0.006113554
AL160290.2,0.001579775,0,0,0.003511355,0.000456964,0.006708282
AL160313.1,0.004215077,0,0.004338875,0.005454332,0.008083817,0.01008028
AL160314.2,0.004838422,0,0.003283851,0.00679885,0.007567792,0.009782397
AL160408.1,0,0.020672261,0.000941424,0.006670535,0.00151421,0
AL160408.2,0,0,0,0,0.00082198,0.005689165
AL160408.3,0,0.004140632,0,0,0,0.002764082
AL160411.1,0.005194806,0,0,0.003661289,0.000145749,0.00237619
AL160412.1,0,0,0.000622821,0,0,0
AL161421.1,0.023128169,0.066039986,0.054069697,0.054036454,0.043088029,0.054104815
AL161452.1,0,0,0,0,0.000487298,0.001799842
AL161457.2,0.019350691,0.003269692,0.004729701,0.004690627,0.003114777,0
AL161629.1,0,0,0,0,0.000274086,0.00535075
AL161630.1,0.001455291,0,0.001785884,0.006814886,0.002343414,0.005607368
AL161638.2,0,0,0,0,0,0.002071484
AL161640.1,0.008288569,0,0,0.029289788,0.000836039,0.013378758
AL161645.1,0.004600756,0,0,0,0.000120074,0
AL161646.2,0,0,0,0.001129854,0.000324445,0
AL161668.1,0,0,0,0,0.001061673,0.002767593
AL161668.3,0,0,0,0,0,0
AL161669.3,0.009327774,0.003812391,0.00784889,0.004464294,0.01473868,0.011017942
AL161719.1,0,0,0.000527542,0,0,0
AL161725.1,0.005477842,0,0.001923853,0,0,0.001691148
AL161725.2,0.0047228,0,0,0.007276493,0.002878161,0.006331998
AL161729.1,0.001524154,0,0.003789992,0.000999289,0.004715963,0.011578965
AL161729.2,0,0,0,0,0.000358501,0
AL161729.4,0,0,0,0,0,0.003961661
AL161733.1,0.010538936,0,0.005126633,0,0.005781229,0.00212565
AL161751.1,0.001726996,0,0,0.001290229,0.000364435,0.004366314
AL161752.1,0.002475213,0.007549357,0.003250609,0.014437375,0.007666963,0.011663631
AL161756.1,0.003830073,0,0.002454793,0.004886805,0.000579802,0.005397375
AL161757.2,0.002429841,0,0,0.008263998,0.00177928,0.003938267
AL161772.1,0,0,0,0,0.002882133,0
AL161782.1,0,0,0,0,0,0
AL161785.1,0,0,0,0.001106731,0,0
AL161785.3,0,0,0,0,0,0
AL161787.1,0,0.004296035,0.001741126,0.001445977,0.005361884,0.008065204
AL161793.1,0,0,0,0.002826723,0.000556719,0.002088429
AL161891.1,0.005381031,0.017236886,0.008575356,0.002177995,0.008849292,0
AL161908.1,0,0,0,0,0,0
AL161909.1,0.013757055,0.012311482,0.014668202,0.003372986,0.006523088,0.002678887
AL161909.2,0,0,0.000189929,0,0,0
AL161911.1,0,0,0,0,0,0
AL161912.1,0.005400555,0,0,0.002116961,0.000916104,0.014525897
AL161912.2,0,0,0,0.008169339,0.000238272,0.00790894
AL161935.1,0,0,0,0,0.000162743,0
AL161935.3,0,0,0.000226658,0,0.001037929,0
AL161937.1,0.006626026,0,0,0.002089958,0.000639479,0
AL161937.2,0.009573721,0,0.004528877,0.018702211,0.005602622,0.002100915
AL161938.1,0.003099746,0,0.001896428,0,0.001392092,0
AL162171.1,0.003408396,0.003458713,0.006306443,0.002030336,0.004691788,0.010014893
AL162171.2,0.011371501,0,0.000361383,0.002386147,0.004834798,0.009527612
AL162171.3,0,0.019411938,0.002841753,0,0.000867636,0
AL162231.1,0.001767422,0,0.003946467,0.011735254,0.000948104,0.009467627
AL162231.2,0.04090837,0.036721989,0.056918495,0.048836859,0.038237444,0.045199123
AL162258.2,0.0030209,0,0.001475559,0.00477006,0.003298285,0.002770643
AL162274.1,0,0.003464336,0.003777579,0,0,0
AL162274.2,0.001850213,0.008968691,0.007007537,0.004394934,0.006249552,0.008534536
AL162274.3,0,0,0.000985845,0,0.000427398,0
AL162293.1,0,0,0,0,0.001134575,0.007825608
AL162311.3,0,0.004236897,0.012898011,0.004399176,0.005313145,0.007579892
AL162377.1,0.034708639,0.032850024,0.050061772,0.042493561,0.057694663,0.094092999
AL162377.3,0,0,0,0,0.004409933,0.009480631
AL162385.1,0.006526335,0,0,0.017544815,0,0
AL162385.2,0.001149782,0.012489564,0.01297372,0,0,0
AL162386.2,0.008538431,0.003212435,0.003229389,0.007342827,0.003719105,0.007616235
AL162390.1,0,0,0.000397751,0,0.001438598,0
AL162391.1,0,0,0.000574397,0,0.001457116,0
AL162394.1,0.001023051,0,0,0.02302274,0.001986022,0.007474931
AL162412.1,0,0,0.00052996,0,0.000184026,0.001822121
AL162413.1,0,0,0,0.002429655,0.000571551,0.00220407
AL162414.1,0,0,0,0,0,0
AL162426.1,0,0,0,0.001183708,0.004322153,0.00460013
AL162430.1,0,0,0.000816331,0,0,0
AL162430.2,0.002189019,0,0.000133871,0,0,0
AL162431.2,0,0,0.000244631,0,0,0
AL162457.1,0,0,0.002171512,0,0.001001151,0
AL162511.1,0.007562667,0,0,0.014777511,0.005078765,0
AL162578.1,0,0,0.001392898,0,0,0
AL162586.1,0.007022105,0.010629636,0.0037194,0,0.001877042,0.010024381
AL162591.2,0,0,0,0,0.001206147,0.001746459
AL162595.1,0.012134887,0.017530751,0.041955525,0.011668789,0.014832455,0.01363644
AL162615.1,0,0.003227783,0.001753134,0,0,0.002184183
AL162632.3,0.004561245,0,0.000634544,0.003238642,0.000389943,0
AL162718.1,0,0,0.001690513,0.003026977,0.001048904,0.002587674
AL162724.1,0.003838154,0,0,0.010281769,0.002564982,0.014258154
AL162724.2,0,0,0,0,0,0
AL162725.2,0,0,0,0.002737962,0,0
AL162726.1,0,0,0,0.002059194,0,0
AL162726.3,0.001752539,0,0,0.001581748,0.000792021,0.002391667
AL162726.4,0,0,0,0,0.000271968,0
AL162727.1,0.001336332,0,0.001667787,0,0,0
AL162727.2,0,0,0,0,0,0
AL162872.1,0.001437762,0,0,0.001132598,0.000609922,0.003299984
AL163051.1,0.039296391,0.050239881,0.036086919,0.048096731,0.029168165,0.073946452
AL163051.2,0.0227208,0.021202142,0.012055544,0.024455033,0.023478041,0.027629614
AL163195.2,0.001406495,0,0,0.008313114,0.001716512,0
AL163195.3,0.008483142,0,0,0.008886857,0.002672436,0.018606356
AL163540.1,0.003150451,0.021071683,0.009296987,0,0.005140729,0.005866045
AL163636.1,0,0,0,0,0.00231936,0.002012175
AL163973.3,0,0,0,0,0.000328043,0.003073715
AL352977.1,0,0.013265117,0,0.001139255,0.000888419,0
AL352977.2,0,0,0.000955706,0,0,0
AL353133.1,0,0,0,0,0.000188649,0
AL353135.1,0,0,0.000555825,0.001558949,0.001857869,0.001822121
AL353148.1,0,0,0,0.01565843,0.002133001,0.004595698
AL353150.1,0,0,0.000776467,0.003997154,0.001545739,0
AL353194.1,0.013280313,0.018956234,0.023557559,0.013512235,0.013438994,0.022902973
AL353572.3,0.014430555,0,0,0.041756319,0.003651829,0.020425927
AL353581.1,0.004643526,0,0,0.003418924,0.000663601,0.004391252
AL353583.1,0,0,0.002718287,0,0,0
AL353588.1,0.004139683,0,0,0.001898884,0.000392961,0
AL353593.1,0,0,0.000117281,0,0.001310201,0.002332268
AL353593.3,0,0,0,0.001283793,0,0
AL353596.1,0.00461066,0.003812391,0.010771894,0.001138646,0.007227848,0.006725191
AL353608.3,0.002607415,0,0,0.002429782,0.00114646,0.003302575
AL353611.1,0,0,0,0,0.000697078,0
AL353611.2,0.002058033,0,0,0.001109281,0.002211576,0.01147738
AL353612.1,0,0,0,0.001832233,0.000160841,0
AL353615.1,0,0,0,0.007999607,0,0
AL353616.2,0.001077796,0,0,0,0,0
AL353622.1,0.004148313,0,0.004628451,0.008405773,0.013953028,0.007036184
AL353622.2,0.00206274,0.014533492,0.003241419,0,0.00093023,0
AL353625.1,0.004598874,0.008417635,0.015479025,0.013607286,0.01099899,0.012353266
AL353626.3,0,0,0,0,0,0
AL353633.1,0,0,0,0.005484141,0.000522324,0.009154733
AL353649.1,0.004324411,0,0,0,0,0
AL353651.1,0,0,0,0,0.000480224,0
AL353651.2,0.001849159,0,0,0.010485968,0.003855469,0.011264094
AL353651.3,0,0,0,0.003424812,0.002382993,0.006617307
AL353658.1,0,0,0,0.002084811,0,0.008796903
AL353662.2,0,0,0.000544212,0,0,0
AL353678.1,0,0,0.000896964,0,0,0
AL353680.1,0.00581498,0,0,0.065606827,0.006579425,0.03485574
AL353689.2,0,0,0,0,0.001079869,0
AL353705.1,0,0,0.001100499,0,0,0
AL353706.1,0,0,0,0,0,0
AL353708.1,0.002398314,0.003841469,0.010850065,0.005928171,0.005388388,0.002776882
AL353708.2,0,0,0,0.002220473,0,0
AL353708.3,0.004577151,0,0.005660406,0.007791639,0.004779296,0.002138446
AL353719.1,0.013504539,0,0.009967155,0.001538779,0.006081703,0.009222013
AL353726.1,0,0,0.000318694,0,0.001489463,0
AL353732.1,0,0,0.00319887,0.003323347,0.009508133,0
AL353740.1,0,0,0.000763459,0.004311035,0.000627451,0.008886854
AL353743.1,0.122661535,0.114085029,0.112429727,0.055091974,0.056593409,0.067948278
AL353743.2,0.01260561,0,0.000873499,0.011004318,0.006741596,0.031103845
AL353743.4,0,0.004292041,0,0.002092112,0.000184026,0
AL353746.1,0,0.00807353,0.025233336,0,0.032262038,0
AL353747.2,0.008014663,0,0.013914603,0.023687072,0.022691579,0.02784362
AL353747.3,0.005494123,0,0.01040316,0.012431246,0.008981961,0.017611009
AL353748.2,0.002738489,0,0.002628811,0,0.001281729,0
AL353751.1,0,0,0.000601538,0,0.001649404,0
AL353753.1,0,0,0,0,0,0
AL353759.1,0.005438014,0.003388896,0.021234261,0,0.000736203,0
AL353763.1,0.001049982,0.003464336,0.010503193,0,0.005676144,0.00200268
AL353763.2,0.135490137,0.067577632,0.100456491,0.246683159,0.113425921,0.126062008
AL353764.1,0.003725515,0,0.004660032,0.003090779,0.004854024,0.018635265
AL353768.1,0,0,0,0.01009013,0.000718399,0.002365183
AL353770.4,0.006634007,0.005042933,0.00153606,0.006203058,0.002754227,0.003760119
AL353771.1,0.001820133,0,0.001490345,0,0,0
AL353780.1,0,0,0,0.000823605,0.000619393,0
AL353784.1,0,0,0,0,0.000427119,0
AL353795.1,0,0,0,0,0.00083447,0
AL353795.2,0,0,0,0,0.002887828,0.004597917
AL353795.3,0.002975432,0,0.001762215,0.003777029,0.002897031,0
AL353796.1,0.016501906,0.006990667,0.018310187,0.02254091,0.028474778,0.023441334
AL353801.1,0.003231886,0,0.000727074,0.000908698,0.000755118,0.004753828
AL353801.2,0,0,0,0.001093995,0.000375434,0
AL353801.3,0,0.004776829,0.003548487,0.008317874,0.00499332,0.006845299
AL353803.1,0,0,0.001969159,0,0,0
AL353803.2,0.004629547,0.011015584,0.015479976,0.025776937,0.007127859,0.009046698
AL353803.4,0,0,0,0,0,0
AL353804.1,0.005581165,0,0.006153764,0,0,0
AL353807.2,0.001617392,0,0.001874658,0,0.000438154,0.004025559
AL353807.3,0,0,0,0.002148168,0,0
AL353807.4,0,0,0.000393039,0,0,0
AL353811.1,0.007845202,0,0,0.024399285,0.001491673,0.00706229
AL353898.3,0,0,0.000511423,0.001625504,0,0.002954502
AL353997.2,0,0,0,0.002855438,0.000111367,0
AL354694.1,0,0,0,0,0.00089883,0
AL354696.1,0.016515378,0.032400565,0.012401732,0.01357078,0.016146257,0.016924032
AL354696.2,0.022236564,0.011439127,0.020372794,0.010551737,0.013151962,0.008945583
AL354707.1,0.076086032,0.151574524,0.101781929,0.13003548,0.064112877,0.157517211
AL354707.2,0.004406299,0,0,0.004385692,0.000845616,0.004728117
AL354707.3,0,0,0,0,0.000798153,0
AL354710.2,0.005242992,0,0.002680749,0.00102594,0.001187325,0.010361535
AL354712.1,0,0,0,0,0,0.005599681
AL354714.1,0,0.004292041,0.002244222,0.000830664,0,0
AL354714.2,0,0,0.000899334,0.001343781,0.000572688,0
AL354718.1,0.006332539,0.012413032,0.011518468,0.012914258,0.005062698,0.006402868
AL354726.1,0.011645455,0,0,0.00095786,0.001055629,0
AL354732.1,0.004110373,0.009996901,0.006532795,0.003153995,0.003489415,0.013291578
AL354733.1,0.002843843,0,0,0.006231253,0.00295785,0.006777876
AL354733.2,0,0,0,0.002233334,0,0
AL354733.3,0,0.003773955,0.003567923,0,0.002193926,0
AL354740.1,0,0,0.000952973,0.020888712,0.029319674,0.020842537
AL354751.1,0,0,0,0,0.000598082,0
AL354760.1,0,0,0.003362139,0.002481031,0.002751919,0.001746459
AL354771.1,0,0,0,0.003403464,0.000185935,0.004313941
AL354793.1,0.01907521,0.06262348,0.055547157,0.026926354,0.051266828,0.037369672
AL354794.1,0.003627451,0,0,0.009894558,0.001196098,0.014173325
AL354798.1,0,0.00370431,0.002196,0.000944763,0.000201196,0
AL354809.1,0.002593668,0,0,0,0.000342912,0
AL354810.1,0,0,0,0.007586682,0.000832043,0
AL354811.1,0,0,0,0,0,0
AL354824.1,0,0,0,0,0.000149124,0.002663168
AL354824.2,0,0,0,0.003794571,0.001180742,0
AL354836.1,0.002786434,0,0.001740661,0.000956387,0.001999392,0
AL354855.1,0.006745922,0.006589168,0.00105968,0,0,0
AL354861.2,0,0,0.000206425,0,0,0
AL354861.3,0,0,0.001024765,0,0,0.002090165
AL354872.2,0.008244711,0,0.002561938,0.001671489,0.00703104,0.008114636
AL354892.1,0,0,0,0.004422123,0.004167011,0.010079636
AL354892.2,0.022411834,0.00365061,0.012645286,0.008084023,0.006366873,0
AL354892.3,0.002593668,0.008434191,0.001646689,0.002007149,0.001124626,0
AL354919.1,0,0,0.00058638,0,0,0
AL354920.1,0.0766144,0.021972266,0.053189961,0.022187676,0.035122474,0.042708664
AL354928.1,0,0.005188393,0.005868477,0,0.001105991,0.005952487
AL354949.1,0,0,0,0.003544375,0.000911251,0.003483981
AL354956.1,0,0,0,0,0.001893165,0
AL354977.2,0,0,0.000140355,0.000943808,0.000110064,0.005121814
AL354984.1,0,0,0,0,0.000746755,0
AL354993.1,0,0,0.000365727,0,0.000280771,0
AL354993.2,0,0,0,0.001282028,0,0
AL355001.2,0.124443643,0.098184595,0.258439239,0.115630349,0.168894296,0.335560771
AL355032.1,0.00356178,0,0.003503557,0.008288437,0.004272987,0.002982544
AL355073.1,0,0.013767809,0,0,0,0
AL355075.1,0,0,0.001369517,0,0,0
AL355075.2,0.008609151,0.012777368,0.018112874,0,0,0
AL355075.4,0,0,0,0.002403074,0,0
AL355095.1,0.002790767,0,0,0,0.000617882,0.00659265
AL355297.1,0,0,0,0,0,0
AL355297.2,0,0,0,0,0,0
AL355297.3,0.002090095,0,0.001557408,0,0.00135343,0
AL355297.4,0.003567862,0.004019273,0.003927312,0.005985065,0.009999452,0.004073426
AL355304.1,0,0,0.001052929,0,0,0
AL355306.1,0,0.003119112,0.000880008,0.001167504,0.000599485,0.001753487
AL355306.2,0.013081717,0.010339061,0.015283343,0.038205095,0.01564362,0.018451252
AL355309.1,0.007823477,0.051492147,0.024981701,0.003114149,0.016818798,0.011384874
AL355312.2,0.002104183,0,0.004293724,0.003907187,0.004745474,0.008410644
AL355314.1,0,0,0,0.00099969,0,0
AL355336.1,0,0,0.002124919,0,0,0
AL355338.1,0.069585482,0.124258993,0.085053563,0.033754118,0.061472511,0.078343051
AL355339.1,0,0,0,0.002770365,0.000372523,0
AL355340.1,0.005211482,0,0,0.006266319,0.000742556,0.010967619
AL355353.1,0.025106729,0.01671828,0.038322092,0.02914937,0.036745075,0.036104072
AL355355.1,0.001536852,0.003315876,0.00597598,0,0,0
AL355355.2,0,0,0.00050945,0,0,0
AL355357.1,0.058338905,0,0,0.082970406,0.015254683,0.046858677
AL355376.1,0,0,0,0.000858817,0.000668783,0
AL355377.2,0,0,0.005347,0,0.003387942,0
AL355385.1,0,0,0,0,0.000478201,0
AL355388.1,0.003495267,0,0,0,0.001590405,0.006002206
AL355388.2,0,0,0.000428777,0,0,0
AL355432.1,0,0,0,0,0,0
AL355472.1,0.035894028,0.047552327,0.045587796,0.041693541,0.062668974,0.054260764
AL355472.2,0,0,0,0.001542834,0.003564351,0.00924497
AL355472.4,0,0,0.006602927,0,0.004160456,0.001776845
AL355480.1,0,0,0,0,0,0
AL355482.1,0.00359673,0.002840528,0,0.001778524,0.001463464,0
AL355482.2,0.001701296,0,0,0,0.000163457,0.006299709
