Gene id,CTRL,AZFC,iNOA-S,iNOA-B,OA,KS
MIR542,0,0.006460753,0.004117,0,0,0
HIST1H2BL,0,0.001298491,0.004823529,0,0,0.004502904
MYL12AP1,0,0,0.003395036,0,0,0
SSBP3-AS1,0,0,0.00391307,0.00572561,0,0
LINC02526,0,0.002431373,0.003774066,0,0,0
AP003170.4,0,0.000215412,0.004502045,0,0,0
LINC00926,0,0.007336072,0.003548369,0.006271948,0.004436029,0.006123508
LINC02574,0,0.005084117,0.003733612,0.011538668,0,0
TNFAIP8L3,0,0.0029698,0.004773627,0,0,0.011329127
LINC02458,0,0.002467299,0.005628932,0,0.005391004,0
AL121972.1,0,0.002800154,0.002754618,0,0.007411771,0.003457447
TERC,0,0,0.002775055,0,0,0
MYO15A,0,0.005539311,0.004689008,0,0.007707173,0.01513176
AC083806.1,0,0.005830747,0.003927583,0,0,0
KRT3,0,0.00298898,0.003416946,0,0,0
KLHL2P1,0,0.003558623,0.002724342,0.004517811,0.001246292,0.002982596
AP000317.1,0,0.002692509,0.004375273,0.015528137,0.003546554,0.005147417
ENDOU,0,0.002701896,0.004964729,0,0.001238978,0.005790345
TMSB10P1,0,0,0.004696244,0,0,0
ZNRF2P2,0,0.000593863,0.003475666,0,0,0.003210912
AL139407.1,0,0.002825661,0.003679938,0.0061779,0.003308781,0
AC132872.4,0,0.001686661,0.002705502,0,0,0
AL160269.1,0,0.004729103,0.003516584,0,0,0
AC093152.1,0,0,0.00402057,0,0,0
AC011504.1,0,0.001180282,0.003157128,0,0,0
RF00019-52,0,0,0.003398058,0,0,0
AL451085.2,0,0.038440491,0.003981011,0,0.026778239,0.062201858
FAM204BP,0,0.002772755,0.003378743,0.010930141,0,0
ST3GAL6-AS1,0,0.00467842,0.003684957,0.009267334,0.004817051,0.003090519
AC012464.2,0,0.004763497,0.005349769,0,0.004120969,0.002901288
RNU4-8P,0,0,0.002797177,0.004981259,0,0
AC007220.1,0,0.006264728,0.003082917,0,0,0.007202873
CADM4,0,0.015011296,0.003445965,0,0,0.011587954
AC093591.1,0,0.00695803,0.004352586,0.00406846,0.005603903,0.003130742
CYP27C1,0,0,0.004519905,0,0,0
LINC02417,0,0.000363502,0.003888327,0,0,0
AC009093.4,0,0,0.003235313,0,0,0
CASC4P1,0,0.003302542,0.003724035,0,0,0
PCDHA12,0,0.014411423,0.004396667,0.005320822,0.005542616,0
HNRNPA1P10,0,0.001082227,0.004668583,0,0,0
PCDH8,0,0.005956845,0.003447024,0.016226837,0.001972323,0.01986809
AC027698.1,0,0,0.003244222,0,0,0
HCN2,0,0.006819067,0.002431649,0.005257127,0.003175358,0.006561304
LINC01591,0,0.004937918,0.002842719,0,0,0
AC111170.3,0,0,0.002634211,0,0,0
AC005692.1,0,0.006514893,0.003945055,0,0.004495766,0
OR10G4,0,0.014163751,0.004313216,0,0,0
KDM4A-AS1,0,0.002430524,0.004360107,0,0.002051822,0
COLEC10,0,0.00242194,0.004665233,0,0,0
HSPB6,0,0.083514577,0.004199649,0,0.010125518,0.117920851
LINC01497,0,0.03821052,0.005228673,0,0,0.006563378
AL591684.2,0,0.005320791,0.003575538,0,0.003583424,0
FBXW4P1,0,0.005642947,0.003526476,0,0,0.005385552
AC022306.2,0,0.007985212,0.002956041,0,0,0.011486553
AC005972.1,0,0.004753398,0.003252919,0,0,0
AL078621.1,0,0.003376696,0.00448883,0.013697794,0.003050095,0
ZNF503-AS2,0,0.00525662,0.004343443,0,0,0.005834978
AL390961.3,0,0.003609951,0.004242464,0,0.005463477,0.00276662
AL035448.1,0,0.000822999,0.007328454,0,0,0
AC009502.1,0,0,0.005202899,0.01845679,0,0
AC016876.1,0,0.018701775,0.004207738,0.008326954,0.02657341,0.026972814
AL034428.1,0,0.000411414,0.003844151,0,0.001919918,0
ADAMTS8,0,0,0.004063721,0.030769153,0,0
BX322562.1,0,0.004911849,0.00443574,0.016992582,0.002138423,0
AC123912.3,0,0.003641175,0.003358179,0,0,0.002939821
REELD1,0,0.001618666,0.00505773,0,0,0.007870055
LINC02208,0,0.001751634,0.003207452,0.019792631,0.009599149,0.008348635
AC120057.3,0,0.013964598,0.004225575,0,0.011167477,0.018522064
TNFSF13B,0,0.009590252,0.004432731,0,0.013392815,0
AC019131.1,0,0.001733148,0.002817875,0,0.001741363,0
DENND2A,0,0.001584903,0.005240907,0,0.001916671,0.003306157
ADAMTSL3,0,0.007172862,0.007223289,0,0.00262324,0.012015739
HSPD1P11,0,0.002346253,0.004870471,0,0,0.004757829
RSF1-IT1,0,0.00130374,0.003372649,0,0,0
AC099063.4,0,0.00555051,0.004445302,0,0,0
HTR7,0,0.004871451,0.003299934,0,0.01982364,0.016187657
AC041040.1,0,0.00111765,0.003329792,0,0,0
AC017104.5,0,0.002744681,0.0058282,0.004678598,0.00139828,0.005973089
ZBP1,0,0.002351686,0.004486332,0,0,0
BCL7A,0.159396595,0.140167264,0.192997066,0.157601242,0.121311718,0.067977653
AL117332.1,0.029711051,0.047108364,0.037801027,0.035194649,0.036739925,0.06533725
FAM50A,0.269858237,0.238200431,0.280468066,0.156021896,0.186815578,0.259705279
USP15,1.167060123,1.094791905,1.245080778,1.338435099,0.879263425,0.71838304
LRRK2,0.053544624,0.044315283,0.063123045,0.049880367,0.027657302,0.016209741
DGKA,0.048326524,0.049286321,0.061799114,0.0210408,0.031647568,0.027080818
ORC5,0.255564905,0.236062461,0.274841873,0.196490819,0.237526573,0.258934241
CDK8,0.132748162,0.150035513,0.157853298,0.156120917,0.164235841,0.115671923
AC103691.1,0.003425978,0.015375607,0.005719622,0,0.01784753,0.032363315
MS4A2,0.05799355,0.062931031,0.068523863,0.048986215,0.043457225,0.040565775
LINC00623,0.005978992,0.010371651,0.009758587,0.048656073,0.013006574,0.015586983
TIGD4,0.006483847,0.005071554,0.008244048,0.007465917,0.015095778,0.022030693
SEPT7-AS1,0.035900615,0.060942725,0.057733769,0.041328084,0.044544936,0.055786941
AKR7L,0.004725077,0.006767759,0.009453431,0.005235776,0.002839063,0.00559187
SPRY4,0.003123502,0.005514242,0.007368104,0,0.006329309,0.014826911
BMS1P4-2,0.002020022,0.009076548,0.005710415,0,0.007999694,0
AC018845.3,0.002670171,0.011423283,0.007761217,0.006485701,0.011450314,0.003337046
CD226,0.0033234,0.009255636,0.008912516,0,0.010936163,0.004672483
GABARAPL1,0.58610543,0.697052733,0.640718809,0.62662616,0.532029868,0.618299775
VLDLR-AS1,0.003012222,0.016443648,0.010379166,0.017100093,0.010554284,0.01500772
FAM228A,0.003236596,0.017577199,0.007665291,0.021275641,0.040744424,0.050041668
NR5A2,0.00269568,0.013128813,0.010308497,0.014525144,0.003988169,0
TTC13,0.025034017,0.030680702,0.036035866,0.017992789,0.025357209,0.013872988
DRG1,0.753242364,0.799696628,0.869597189,0.601863972,0.961023154,0.983011845
NRIP2,0.003864038,0.003160857,0.012191224,0.006243532,0.004200651,0
AC068205.2,0.002381786,0.003423847,0.008743132,0.009408798,0.007099383,0
CD36,0.007532824,0.061084195,0.037257966,0.004872545,0.008732161,0
PRX,0.002646037,0.006105437,0.00936911,0,0.009324335,0.012697394
KIAA1549L,0.001941809,0.040945974,0.008198928,0.004605806,0.011560714,0.030189478
LINC02018,0.001863772,0.020069088,0.007470884,0.014602712,0.011553907,0.018819607
LSM7,0.891293838,0.939037156,1.043921403,0.91504887,0.829803866,1.093926523
SLC8A1,0.002770621,0.011245811,0.011622962,0.004643265,0.002529332,0.002955856
HMGN3-AS1,0.079145859,0.138364706,0.114398346,0.073612636,0.106674773,0.065046847
KIAA0513,0.03054691,0.04147977,0.049185597,0.035441058,0.039378013,0.066709322
AP002360.3,0.001891774,0.016970356,0.010562463,0,0.010390477,0
TRMT13,0.26286889,0.303709737,0.280886998,0.228915632,0.228312194,0.240887161
WFDC1,0.002584998,0.009817579,0.013524862,0,0.014291471,0.027032811
APOPT1,0.315066051,0.408799212,0.366799989,0.205347885,0.402019272,0.442816872
PRR15,0.033996687,0.013578321,0.037063925,0.014849127,0.002257467,0
COX4I2,0.001414947,0.007721193,0.013129218,0.060804349,0,0.026255265
STK38,0.090483621,0.091241668,0.10467134,0.093810539,0.034374619,0.049060845
FPR1,0.001456843,0.004236873,0.009597752,0.006167412,0.003856172,0.003134697
NSMF,0.064623496,0.087559428,0.090932693,0.037210655,0.067294253,0.089094999
ATG9B,0.001202333,0.006517534,0.008083131,0,0.034736216,0.051205729
ZDHHC6,0.443718153,0.441365305,0.469625579,0.444731868,0.420772481,0.386527346
FAM129A,0.113376459,0.079137159,0.141307919,0.138319867,0.01872503,0.040461702
TPSB2,0.028543922,0.097391424,0.031691402,0.004164704,0,0.004230572
PLK3,0.037587898,0.043387558,0.044597973,0.05227207,0.061132879,0.078683573
PCDHA6,0.010375608,0.007476029,0.010298186,0.014357549,0,0.006395357
NUDT13,0.020737681,0.024773363,0.028925716,0.025571301,0.007815258,0.016212923
GCNT1,0.040564467,0.043303099,0.044494703,0.018243785,0.030791276,0.02610332
PRADC1,0.043337945,0.055067905,0.046169479,0.021633762,0.049405119,0.159358577
AC107464.3,0.006627141,0.009570994,0.013226412,0,0.00372678,0.003029747
C2orf15,0.013809682,0.02273014,0.037217276,0.032843838,0.011400365,0.01839647
ATP10D,0.054570813,0.070147837,0.058674853,0.029279621,0.012988249,0.02907315
CDK11A,0.0172755,0.007078212,0.019358045,0.048213631,0.009760952,0.005762743
GRK3,0.062562959,0.106954778,0.081313461,0.13977663,0.079966159,0.130237366
CHL1-AS2,0.009339473,0.023183274,0.010839813,0.017144728,0.004757152,0.008483742
HIGD1A,1.029978363,1.472854382,1.120542343,0.623785902,1.345551889,1.2530697
ZSCAN29,0.03926729,0.066117675,0.063472313,0.081080106,0.057491925,0.055442693
AL645728.2,0.00660569,0.016799665,0.013883458,0,0.008778114,0.018597695
AC099850.1,0.009036717,0.014092132,0.020409767,0.021420064,0.01052446,0.020966775
MT-RNR1,7.767149447,7.508415168,7.841873982,8.425645613,8.061180745,8.123076881
AC113414.1,0.010702067,0.020083968,0.02078624,0.009877777,0.026757653,0.036596438
SLC11A2,0.690290196,0.79146612,0.692397252,0.743085607,0.910329916,0.705236262
AC022916.1,0.007334648,0.016280707,0.017523185,0.00441646,0.011300082,0.010045634
SUFU,0.135836795,0.208882057,0.184216506,0.114772603,0.180968139,0.263852007
CHMP4A,0.064165511,0.050423605,0.060638011,0.045231643,0.053828159,0.036473279
MITF,0.015738264,0.02734682,0.02564343,0.016205192,0.00471205,0.045273425
THOC7,0.592682847,0.605439681,0.701257989,0.783588471,0.494018477,0.513068863
CDH4,0.003641044,0.003262512,0.010582038,0.015464054,0.001625548,0.002886368
FAM161B,0.075571103,0.092439452,0.096095072,0.113195539,0.063817105,0.080341077
WARS,0.153721147,0.182704669,0.1522271,0.108675352,0.196788071,0.206839842
YBX1P1,0.018484015,0.014435164,0.028459822,0.015432263,0.009345769,0.007606134
OSBPL3,0.009814611,0.028720198,0.02342456,0.012777976,0.008313075,0.011675906
RIMKLB,0.750491736,0.837664788,0.776061897,0.896920594,0.717951325,0.705353526
SCAMP4,0.227112375,0.254682964,0.244141431,0.201945518,0.233136518,0.245210389
LINC00498,0.005754557,0.007308056,0.01842635,0,0.010293476,0
MPHOSPH10,0.60676595,0.596466662,0.715058516,0.658692291,0.569933107,0.510100473
EFR3B,0.003681472,0.010613028,0.012486694,0,0.0156814,0.019418167
LINC01033,0.006149809,0.01077633,0.015629006,0.015603304,0.003227402,0
SERPINE1,0.062675419,0.033228052,0.029746712,0.004361512,0,0.023177889
KIF3B,0.446876775,0.466164748,0.523778837,0.479499752,0.368229467,0.37486421
MOB3A,0.166227513,0.156638516,0.210313638,0.082473457,0.146057156,0.145677721
GATAD2A,0.737693941,0.841826875,0.822413245,0.717212673,0.791978,0.680194125
DOCK1,0.188690116,0.237731962,0.211480497,0.20749579,0.121929094,0.130996501
BX537318.1,0.047205421,0.061074037,0.066738589,0.028255877,0.040252647,0.066630242
ZDHHC18,0.041577364,0.051851543,0.055133154,0.021243966,0.06347269,0.066878472
KCNS1,0.016343522,0.033850027,0.028214057,0.081213256,0.0306963,0.026389716
ZNF843,0.015953008,0.015276614,0.032074267,0.014179108,0.014176668,0.02584735
VILL,0.02179872,0.036312884,0.029363397,0.022239612,0.0356853,0.050611447
PRPF40B,0.020277471,0.126794246,0.032334012,0.027546971,0.108616099,0.203881429
NUDCD3,0.250250335,0.313445611,0.284360727,0.297998171,0.265841987,0.299902069
NAA35,0.563380207,0.534255666,0.583932959,0.499170231,0.484419742,0.42905655
GTF2E1,0.233952346,0.308441178,0.266146172,0.243165555,0.239696358,0.175481939
IFT46,0.192748339,0.160904794,0.227958831,0.143291126,0.183535961,0.225248387
TMEM39B,0.100027761,0.098841331,0.103403918,0.173257051,0.114813751,0.100178675
FRMD6-AS1,0.04785292,0.047870632,0.062319042,0.074169422,0.061278762,0.082889406
ENTHD1,0.016339028,0.025453115,0.034506283,0.097952807,0.066240984,0.037137062
CCDC28A,0.581360489,0.702663317,0.689248589,0.642226275,0.510468334,0.568041242
MYO19,0.029523872,0.056409656,0.033239839,0.040273585,0.041222031,0.049103025
ZNF529-AS1,0.054269508,0.048148139,0.066304909,0.031985951,0.073963627,0.064829894
HDC,0.009781293,0.024734063,0.016791135,0.009108392,0.06560365,0.124287867
AURKA,0.091064599,0.089399093,0.136123692,0.220994187,0.135292739,0.170730644
SPESP1,0.239109205,0.225796857,0.263915701,0.212227999,0.398939001,0.362867025
AC024257.3,0.008917251,0.007089657,0.016761087,0.004627136,0.003587948,0.006205671
CHAF1B,0.025730845,0.032623009,0.040495856,0.023702638,0.029270574,0.025061243
FAM193A,0.271513853,0.300621128,0.318777621,0.42631019,0.268796477,0.24637102
CEP72,0.010857035,0.02407406,0.021045098,0.033502528,0.01974913,0.030983027
PLPPR2,0.020380898,0.059520761,0.037033469,0.011125341,0.017482472,0
FTH1P2,0.009356072,0.011069805,0.019062268,0.012336548,0,0.006626154
NUPL2,0.533549463,0.570095099,0.597501158,0.476881215,0.510060385,0.502666679
ERAP2,0.037468999,0.030458873,0.037634841,0.059173829,0.040856142,0.036633171
CENPB,0.186972736,0.235760016,0.2021734,0.109113436,0.195207921,0.306480189
MTM1,0.824698563,0.932068923,0.944143978,0.794331711,0.789964562,0.713413372
BLOC1S4,0.157112407,0.263689706,0.1922441,0.091716986,0.196806769,0.275119969
ACTR3,1.370850221,1.492552355,1.447328761,1.40263512,1.136623415,1.175823159
AL592293.1,0.047201792,0.056001005,0.053625782,0.017934751,0.072800182,0.013666779
EPHX2,0.147858051,0.260227252,0.168965421,0.125209258,0.147825665,0.202153966
ZBTB17,0.061777001,0.068105798,0.07883865,0.080971248,0.073777089,0.109370091
USP36,0.208989563,0.196931195,0.236167143,0.216845839,0.170353873,0.201689425
ZNF16,0.060459752,0.070169118,0.073849866,0.055400648,0.067847203,0.064899775
SEMA5A,0.057186269,0.024563071,0.063341267,0.066028218,0.008824121,0.028026784
DUSP21,0.015525234,0.032989905,0.03937785,0.021903636,0.04921606,0.054613354
MIEF2,0.034785849,0.061540048,0.051039749,0.044798405,0.038654579,0.073639505
ANKRD12,1.033952312,0.952585393,1.103780661,1.255802766,0.819566505,0.887437754
ST7,0.188581589,0.226467798,0.203007571,0.220337705,0.195802951,0.176327945
TMEM115,0.275057096,0.3287783,0.281858366,0.279013483,0.433844151,0.424499908
POLL,0.066417968,0.114780449,0.082382821,0.048392271,0.093149335,0.152254908
LRRC37A2,0.024387472,0.060268688,0.032161917,0.025138629,0.063151136,0.037742872
UBE4B,0.42088568,0.435730135,0.485838275,0.338723148,0.351449463,0.279947988
LINC00992,0.007885696,0.020193931,0.024054655,0.027029563,0.04060784,0.060772557
MYD88,0.135461032,0.144126991,0.149596193,0.105031813,0.113661069,0.103174866
ZBTB22,0.07316671,0.084935347,0.092636963,0.052053931,0.057859389,0.063103643
ZNF558,0.077839531,0.141843159,0.097901789,0.054280952,0.103176687,0.068125725
LRRC42,0.318469777,0.340258688,0.331442501,0.192038172,0.270937044,0.397944395
CSRNP2,0.252895776,0.373586238,0.285157354,0.259742893,0.282690866,0.316202505
ZNF852,0.048771883,0.061029218,0.066497138,0.074563571,0.023336252,0.04401892
ETHE1,0.050906923,0.052426048,0.057639175,0.063214039,0.037571655,0.066337817
OSBPL8,0.884681744,1.029021909,0.958792757,0.846819689,0.614090453,0.634811632
AL021068.1,0.021525519,0.013949049,0.033958039,0.012407934,0.014683267,0
ZNF821,0.033630073,0.05197668,0.032971694,0.025276343,0.045992606,0.163717096
TXNDC16,0.198407389,0.203314013,0.204620783,0.237173335,0.16025804,0.135253135
FAM86DP,0.039886213,0.038352367,0.06148256,0.043065546,0.040041527,0.109012094
AMOTL2,0.173292542,0.331514502,0.18778568,0.120839411,0.165915357,0.145781331
ENGASE,0.024458166,0.078393923,0.03144391,0,0.040385954,0.062212771
BBS4,0.18359018,0.214701996,0.230786782,0.153598079,0.19243925,0.196166201
ZNF586,0.053419096,0.072965424,0.061057468,0.025452088,0.034321562,0.053690337
ZNF799,0.023695877,0.041396627,0.033059073,0.017788654,0.033679028,0.031600132
GPR155,0.082869591,0.097810898,0.093997553,0.094102156,0.074159278,0.053915141
AC018809.2,0.023828408,0,0.037044571,0.02892708,0.001238265,0
UBL4A,0.088833216,0.114859073,0.105317349,0.076415955,0.116088212,0.196717823
HSPB8,0.376563154,0.73489798,0.39879645,0.122043104,0.431180175,0.525038418
ASTE1,0.156471894,0.147226204,0.172092579,0.117412957,0.133629871,0.142437217
C17orf67,0.014831882,0.029973577,0.027076005,0.046873023,0.018548364,0.037908467
AC018892.3,0,0.003642691,0.003831048,0,0.007668715,0.00988432
AC051619.8,0,0.002343326,0.003949109,0,0,0
CCER2,0,0.002923479,0.003191071,0.00542925,0,0.01186434
UBXN7-AS1,0,0,0.004512917,0,0.001827837,0.003905367
LINC01736,0,0.003977605,0.005669819,0,0.007637806,0
TRIM74,0,0.001391489,0.003394536,0,0,0
AP005062.1,0,0,0.003661119,0,0,0
PPIAP47,0,0.00137299,0.004475418,0,0,0
AC099343.2,0,0.000961004,0.003428818,0,0,0
SULT1C4,0,0.006596198,0.005241794,0,0.006960126,0.008483742
HCG25,0,0.007503136,0.002788735,0,0.011231373,0
YWHAQP7,0,0.001009974,0.0047114,0,0,0
KMO,0,0.003553151,0.004191185,0,0.005915279,0
LRFN2,0,0.002093413,0.004690319,0,0.001818882,0
ENTPD2,0,0.005048072,0.005003764,0,0.004265779,0.006608186
AC000123.2,0,0.00339211,0.002550561,0,0.00117214,0.007263801
CRB2,0,0.022528304,0.005031684,0,0.001765058,0.003334214
AC137723.2,0,0,0.004496379,0,0.005768597,0.009941858
AC138207.4,0,0.002121711,0.005502469,0,0.002322227,0.002530516
WAS,0,0.007064221,0.005658009,0.01938297,0.001674468,0.011028388
AP001273.1,0,0.003425395,0.003582853,0,0.004718518,0.004005911
NUTM2D,0,0.001831377,0.004737866,0,0.00288046,0
AL451064.2,0,0.001742891,0.004464752,0,0,0
THSD1,0,0.003732593,0.0043013,0.004718927,0.004448218,0.015833009
INTS6L-AS1,0,0.004990819,0.003291456,0,0.012335353,0
Z83847.1,0,0.007692547,0.003209298,0,0.041180065,0.042183039
AC104083.1,0,0.006399727,0.003976712,0,0,0.020262097
AC005776.2,0,0,0.003816645,0,0,0
RF00017-96,0,0,0.005244431,0,0,0
TSPOAP1,0,0.005127171,0.003470099,0,0.001867468,0.003716647
AL353732.1,0,0.013652534,0.004607629,0,0.004786626,0
AC069281.2,0,0,0.003049733,0,0,0.002566749
LINC00284,0,0.004159899,0.005219513,0,0.006075575,0
P2RY8,0,0.002012012,0.004354081,0,0,0.02688802
WDR97,0,0.005415741,0.003348092,0,0,0.021792382
MAN2B1,0,0.001666246,0.00454464,0,0,0.003936672
MAGOH2P,0,0.001954082,0.004150381,0,0.001524286,0.00375962
MT-TS1,0,0.148520797,0.003317896,0,0.177339872,0.074357297
MTCO1P28,0,0,0.00337112,0.007057212,0,0
MIR497HG,0,0.073709039,0.004404767,0,0.019811373,0.072194788
FAM131C,0,0.000215362,0.003835382,0,0,0
LINC00706,0,0,0.004353264,0,0,0
LINC00648,0,0.008292002,0.0046235,0,0,0
A2ML1-AS2,0,0,0.003040934,0,0,0
LIX1-AS1,0,0.000177794,0.003820462,0.005774422,0.002476037,0
HIST1H4PS1,0,0,0.003357964,0,0,0
PLBD1-AS1,0,0.018141041,0.003682796,0,0.021145905,0.026290994
FAM86B2,0,0,0.004297773,0,0,0
HIST2H3D,0,0.000225219,0.002865246,0,0,0
AC010636.1,0,0.016138992,0.004123609,0,0,0.004236655
DDX12P,0,0.003495299,0.004023377,0.004361512,0.003144935,0.003628824
TMEM238,0,0.013810313,0.004103658,0,0,0.013383116
AL137026.1,0,0.000608614,0.005608088,0,0.001758572,0
GLYATL1B,0,0,0.003045319,0,0,0
OXCT2P1,0,0.002053561,0.004006925,0,0.006451701,0.002727093
PNRC2P1,0,0,0.006026363,0.004614314,0,0
AL137845.2,0,0,0.00607331,0,0,0
EIF4A2P4,0,0.001924656,0.004006236,0,0.004719673,0
KLKB1,0,0.00160169,0.004593108,0.004872545,0.00180819,0
TAGLN2P1,0,0.001228953,0.004524566,0,0,0
CIRBP-AS1,0,0.004006147,0.004332106,0,0,0.005545833
TCTEX1D4,0,0.003401342,0.007106872,0,0.001310938,0.002719229
AC005831.1,0,0.010014045,0.006566861,0,0,0.002452459
REP15,0,0.027925154,0.002789737,0,0.009419413,0.004675263
AC244517.1,0,0.00551483,0.004913164,0,0.011374244,0.003599733
FAT3,0,0.004511168,0.00666498,0.020816492,0.005039367,0.004327256
SIX1,0,0.000787651,0.002989263,0.010248062,0.008120282,0
SKA2P1,0,0,0.004221634,0,0,0
RAB43,0,0.000245736,0.002850412,0.00441646,0,0
AL359258.3,0,0.006725827,0.004283409,0,0,0.002640198
USP8P1,0,0.000847048,0.004327137,0,0,0.003588772
ST8SIA4,0,0.006582907,0.006528339,0,0,0
MAZ,0,0.459947992,0.003018585,0,0.353595481,0.437724418
MAPRE1P1,0,0.000497691,0.005705042,0,0,0
DPY19L1P2,0,0.004401036,0.004660312,0,0,0.006456722
AC125494.2,0,0.007740131,0.00413675,0,0,0.011329766
AC119751.4,0,0,0.006669084,0,0,0
AC018644.1,0,0.001032748,0.00421218,0,0,0
AL445222.1,0,0.004343901,0.004088271,0,0,0
AC135279.3,0,0.003206478,0.004038307,0,0.005496099,0.0095632
LSP1,0,0.008857324,0.004177173,0,0.001533513,0.009666446
CTNND2,0,0.007331769,0.004418964,0.011939018,0.025873098,0.019440338
DLEU2L,0,0.005239129,0.003692947,0,0.005072627,0
ITGA4,0,0.007109969,0.004460822,0,0,0
TMC3,0,0.000695909,0.004296376,0,0.003808805,0
AC138393.2,0,0.001707461,0.003891324,0.007701888,0.004282614,0
AC092354.1,0,0.007373699,0.005711793,0,0,0
TRABD2B,0,0.005129627,0.00346483,0.006653057,0,0.020684716
HAUS6P1,0,0.000601297,0.003972688,0,0.001774806,0
VPS18,0.083972144,0.118104211,0.113787305,0.119088729,0.088013909,0.105766287
FLVCR1-AS1,0.029725781,0.035668767,0.033142471,0.01189295,0.031335906,0.056918747
IGSF6,0.007593885,0.017186997,0.013290459,0.004484353,0.001549625,0.009335423
SNORD14E,0.00262351,0.005835504,0.006445307,0.00517275,0.003993226,0.008753107
NEK4P2,0.007220141,0.000621164,0.012184246,0,0,0
TMBIM4,0.661330496,0.853946247,0.680158232,0.63022133,0.849638216,0.754212355
ASIC4,0.003600302,0.001565778,0.009761251,0,0.001607107,0.003130742
AL136295.2,0.002881049,0.010132778,0.007713259,0,0.02177961,0.009702205
AC103760.1,0.014788274,0.035804224,0.029642873,0.004492924,0.020202806,0.016481615
SUV39H2,0.089517373,0.118103024,0.11179131,0.050139006,0.152616927,0.131981681
AL121987.2,0.002784125,0.001025113,0.006836834,0,0,0.009337555
KRT8P13,0.002381786,0.000626769,0.008733021,0,0,0.00401034
YBX1P2,0.003720405,0.004922221,0.008781756,0.004605806,0.00880205,0.009525276
ZNF280C,0.207854164,0.179962363,0.227590364,0.146237795,0.144560627,0.08428963
AC108134.3,0.002435534,0.006058225,0.009416504,0.005414538,0,0.012394117
AC074044.1,0.002534641,0.009195007,0.009606493,0.005243333,0.016441869,0.005499986
ZNF20,0.002881049,0.010850771,0.009229422,0,0.032689552,0.006682571
RSAD2,0.00490057,0.01102163,0.011022242,0,0.008622332,0.002947725
DGUOK-AS1,0.009068546,0.042692862,0.016303781,0.014611702,0.002510096,0.019838591
AL122035.1,0.002435534,0.008084586,0.010499269,0.009165643,0.004324904,0
NHSL1,0.003021939,0.003385075,0.011456058,0.006747414,0,0.002719229
GPRIN1,0.00248938,0.013347513,0.009322308,0.005335028,0.016121192,0
AL158050.1,0.002534641,0.011771366,0.009104912,0,0.006198793,0.018679258
PPP1R12B,0.115232085,0.107953663,0.116826082,0.097617812,0.054367827,0.067980185
ARHGAP24,0.002637693,0.024314278,0.01042736,0,0.017491055,0.018148317
AL669831.4,0.013335401,0.016241609,0.027459098,0.03843678,0.011695846,0.040748813
AL132989.2,0.001841063,0,0.010001287,0.016865107,0,0
RAB3B,0.00248938,0.012532004,0.012921672,0.005104043,0.013823225,0.008975496
AC093827.5,0.0025476,0.007757679,0.010459109,0.011158058,0.009125786,0.007971105
AC111152.3,0.001822864,0,0.00822086,0.0043658,0,0
AL138900.3,0.024696045,0.008128964,0.036786445,0.033312056,0.009414824,0
PDCL3P4,0.002187774,0.001500822,0.008516632,0.01839227,0.004924278,0
RWDD4P2,0.014544748,0.014381125,0.022851417,0.031622057,0.010232221,0.009124886
C12orf45,0.312866325,0.38674374,0.374678546,0.37742216,0.315371308,0.288640045
TMEM88,0.008676804,0.022334928,0.014809401,0.011881451,0.00615763,0.008760024
SLC34A2,0.011324702,0.024474196,0.012316285,0.011265072,0.003756191,0
RECQL5,0.143672713,0.150067133,0.155521489,0.067447017,0.146874717,0.17771703
AC078881.1,0.019388858,0.019133364,0.037179378,0.009517842,0.023571976,0.013698731
PIGCP1,0.00666778,0,0.012685704,0,0,0
AC001226.1,0.005989924,0.006607927,0.010616367,0.004415972,0.013963459,0.015808199
TSPAN18,0.016775519,0.027493282,0.027951929,0.023426176,0.007303507,0.031521515
AC098487.1,0.014521765,0.025613415,0.026505497,0.005414538,0.021892976,0.035924887
OS9,0.338478057,0.628872083,0.306131498,0.395299173,0.583633182,0.554400438
LGSN,0.024193713,0.027562211,0.039754046,0.022280864,0.023042626,0.025726483
LSM12P1,0.01634821,0.016302364,0.036460515,0.020644166,0.004384755,0
SCO1,0.408002655,0.557410564,0.470671619,0.362395026,0.511852962,0.506145962
DAGLB,0.075651045,0.080558666,0.073581896,0.069754919,0.05640351,0.056695393
MYOCD,0.007125682,0.022169786,0.01681568,0.025377448,0.001713238,0.005356793
RRM1,0.265560196,0.256216825,0.326251969,0.320674165,0.273724676,0.186338863
PRKCI,1.083669005,1.18810361,1.161162821,1.186578587,0.969444245,0.857656841
VASH2,0.005957414,0.013276563,0.018049104,0,0.019008389,0.023203384
E4F1,0.029132989,0.106366159,0.041352516,0.021258567,0.069523628,0.14600196
AL354707.1,0.105793425,0.089651195,0.139838706,0.203607779,0.17636807,0.211033645
TSEN15,0.332097661,0.460971027,0.359846192,0.252286075,0.369732429,0.29655287
ADARB1,0.007401918,0.016902352,0.020455222,0.011066634,0.006629979,0.019992364
ESF1,0.926172211,1.014619572,1.032501437,0.955598653,0.780429653,0.853502272
MMS19,0.622949731,0.751881755,0.684782884,0.438752327,0.719888006,0.714760424
AC245595.2,0.004920324,0.007231548,0.019162166,0.01257336,0,0
NUP133,0.519069808,0.522329456,0.515108044,0.308628828,0.51517687,0.478119008
