,Ctrl,iNOA_B,iNOA_S,AZFc_Del,KS
CAMKK2,0.325195194,0.378105066,0.452010201,0.26392928,0.496802748
CAMKMT,0.055517784,0.077375926,0.057066182,0.046431025,0.042438771
CAMLG,0.993842364,1.196049392,1.426472727,1.211769343,1.33983097
CAMP,0.022234154,0.003023926,0,0.000843522,0.002037948
CAMSAP1,0.084019946,0.155603038,0.086028838,0.127641842,0.106657078
CAMSAP2,0.363203886,1.058952385,0.76386802,0.586234698,0.6730487
CAMSAP3,0,0.011746662,0.020823157,0.041905164,0.004230517
CAMTA1,1.31374628,2.82791152,1.144785438,1.895484413,1.164848817
CAMTA1-DT,0.025761113,0.024029446,0.015900959,0.007090686,0.044823387
CAMTA1-IT1,0.012923703,0.001299545,0.000971484,0.001801568,0.002453366
CAMTA2,0.041364013,0.037386056,0.049738049,0.078750998,0.142229148
CAND1,0.743319962,0.822494408,0.986697294,0.889709953,0.600312869
CAND2,0.022321656,0.043379189,0.033330998,0.221200297,0.049010043
CANT1,0.102195285,0.072127124,0.142766587,0.18178084,0.175470953
CANX,4.707842481,5.647761626,6.042278718,5.14187717,4.868027667
CAP1,0.637562816,1.424891681,0.561883818,1.406790999,1.18066779
CAP2,0.061064575,0.218032983,0.010513508,0.083490024,0.067908523
CAPG,0.347883466,0.068004477,0.355905599,0.152256827,0.226301589
CAPN1,0.133242951,0.099323724,0.20996245,0.176294426,0.445581882
CAPN10,0.012304117,0.027924551,0.022495272,0.038913141,0.067336518
CAPN10-AS1,0.00543274,0,0.006026406,0.008425708,0.004103177
CAPN11,0.007729361,0.039495785,0,0.000843522,0.001111459
CAPN12,0,0,0,0.006299013,0.00363781
CAPN15,0,0.020781961,0.025451179,0.034910423,0.071847813
CAPN2,1.163834462,0.907068242,1.689039957,1.242390266,1.454629184
CAPN5,0.178812584,0.206145025,0.361636676,0.396449761,0.289854911
CAPN6,0.018095094,1.182066116,0.330082596,0.106552886,0.160044846
CAPN7,0.557196001,1.221687609,0.625078265,0.433554002,0.539272694
CAPN8,0.008542977,0,0.024481168,0.009578888,0.018941847
CAPNS1,0.793160427,0.687344737,1.011445914,1.126153622,2.129506036
CAPRIN1,1.342875827,2.060902771,1.480701133,1.149986254,1.113592263
CAPRIN2,0.455998164,0.453632948,0.283348827,0.256961184,0.19290367
CAPS,0.03855133,0.019169058,0.025508557,0.018509293,0.04622464
CAPS2,0.086662488,0.327871793,0.170188276,0.143106949,0.138758244
CAPSL,0.007302191,0,0.001498572,0.009182851,0.00193498
CAPZA1,0.518948917,0.597952798,0.699866894,0.935674083,0.428825392
CAPZA2,1.916068177,1.775268992,1.526144477,1.970310115,0.97960082
CAPZA3,0.526489841,0,0,0.083096337,0.018247514
CAPZB,4.024750407,3.02840118,3.946625854,2.859760552,3.095875207
CARD10,0.025425107,0.005880227,0.023071371,0.045968914,0.028209447
CARD11,0,0.012824459,0.000898053,0,0.005723529
CARD16,0.094207626,0.209343567,0.249883988,0.295709328,0.141602952
CARD19,0.277901041,0.377167262,0.330987647,0.262317228,0.437722195
CARD6,0.104019445,0.032037268,0.080439042,0.099003947,0.065122572
CARD8,0.122128619,0.086686747,0.162616272,0.19058575,0.156273444
CARD8-AS1,0.012184838,0.009424381,0.020014241,0.026316661,0.026957498
CARD9,0.02057791,0.009731983,0.003647511,0,0.002399852
CARF,0.22337722,0.225638889,0.205908842,0.243558341,0.118501589
CARHSP1,0.649625208,0.154219615,0.165673269,0.453037315,0.309640027
CARM1,0,0.01885957,0.010866342,0.200936878,0.241131847
CARMIL1,0.296005047,0.373859376,0.428622544,0.636240866,0.18480435
CARMIL3,0,0,0.000809498,0.010091525,0
CARMN,0.145102364,0.558668082,0.205307599,0.305757675,0.320731378
CARNMT1,0.151295227,0.19159863,0.154202415,0.315868658,0.117697281
CARNS1,0.004406653,0,0.002119057,0,0.009930429
CARS,0.109678505,0.076517953,0.097931371,0.132320772,0.089533268
CARS2,0.257799883,0.157884906,0.228362631,0.172741881,0.239541631
CARTPT,0.010961452,0.00297534,0,0.004246392,0.003369183
CASC1,0.043475549,0.073185695,0.034716203,0.06326652,0.040581939
CASC10,0.048543503,0.018292085,0.031468637,0.012157805,0.018847386
CASC11,0,0,0.00490806,0,0.002843115
CASC15,0.012473181,0.036043371,0.006603214,0.024775457,0.009494983
CASC16,0.032498634,0,0,0.004107305,0.004194892
CASC2,0.088667218,0.074996149,0.033926997,0.065320802,0.017159992
CASC3,0.532285429,0.935095103,0.43866827,0.519666899,0.61618876
CASC4,1.672211318,2.958040252,2.444373834,2.180199712,2.319110154
CASC4P1,0,0,0.002064004,0.001470117,0
CASC9,0.003703506,0.033451722,0.003243046,0.005381661,0.003409493
CASD1,0.261195636,0.245444613,0.271730762,0.365018405,0.28934204
CASK,0.077750043,0.199383665,0.240892546,0.199234672,0.246169739
CASKIN1,0,0.001493429,0,0.010029979,0.006606303
CASKIN2,0.260489747,0.042750549,0.059170687,0.042897901,0.103744605
CASP1,0.041262075,0.067635747,0.085298922,0.114391185,0.073241788
CASP10,0.004406653,0,0.009231544,0.008281042,0.003980877
CASP12,0,0.088998026,0.0070455,0.006516016,0.00859686
CASP2,0.108742379,0.076339544,0.118350595,0.067944989,0.074293405
CASP3,0.379716489,0.257239909,0.263907382,0.261123507,0.156374729
CASP4,0.374282899,0.247699294,0.276084666,0.312694348,0.248125524
CASP6,0.179601832,0.077037619,0.180051565,0.163831315,0.12733976
CASP7,0.14181434,0.090096178,0.107663834,0.109505757,0.158605656
CASP8,0.089353764,0.094526969,0.102463306,0.109004475,0.055605916
CASP8AP2,0.598562857,0.644073192,0.516923139,0.440269617,0.388887139
CASP9,0.064923239,0.04565902,0.060742752,0.078503559,0.071028487
CASQ1,0.017426571,0.002844626,0.005545592,0.00759901,0.004929871
CASQ2,0.026063163,0,0.00298479,0.035618405,0.062881051
CASS4,0.014845938,0.006517228,0.005383968,0.006878502,0.005938294
CAST,3.208021152,4.393568921,3.277891084,3.86764852,3.228852877
CASTOR1,0.052504485,0.010730862,0.070941517,0.033811063,0.074666863
CASTOR2,0,0.033073581,0.010736411,0.005764595,0.014783444
CASTOR3,0.062136314,0.032132498,0.035913682,0.042832857,0.065714395
CASZ1,0.012473181,0.016023018,0.00439936,0.011743286,0.012365501
CAT,0.866148219,0.772827922,1.16788226,0.849090724,0.772912705
CATIP,0.015770875,0,0.01296516,0.004232302,0.01412002
CATIP-AS1,0,0,0,0.011296208,0.009620971
CATSPER2,0.018943794,0.034627422,0.009349065,0.013799511,0.011103319
CATSPER2P1,0.087591998,0.090598883,0.061200905,0.071215098,0.055315839
CATSPER3,0,0.001650786,0.001950605,0.003956754,0.007143801
CATSPER4,0.015045919,0.002138891,0,0.00057201,0.000256175
CATSPERB,0.016747388,0.044778472,0.014018779,0.010048338,0.00466622
CATSPERD,0.045569921,0,0,0.00424533,0.001612042
CATSPERE,0.036595449,0.025543827,0.006081323,0.013850523,0.005624151
CATSPERG,0.055462899,0.022169313,0.008174595,0.023478933,0.060910604
CAV1,4.064094467,4.443862822,4.906944863,3.822363764,4.021439445
CAV2,2.285444501,1.501015819,2.236896602,1.870926523,2.287865491
CAV3,0,0,0.000361747,0,0.013460353
CAVIN1,1.935682238,2.66875418,2.843654526,2.326357964,2.920109943
CAVIN2,0.940746919,0.694088353,1.345128897,0.761754317,1.233674373
CAVIN3,0.486265128,0.760364875,0.727745949,0.553306984,1.592631215
CBARP,0.009492567,0.010883012,0,0.006201987,0.004373096
CBFA2T2,0.104144936,0.150039393,0.174670927,0.115812677,0.278657991
CBFA2T3,0.014593514,0.027578188,0.013363848,0.008438219,0.014808516
CBFB,0.038732768,0.076406875,0.16930719,0.170330611,0.237053945
CBL,0.128972011,0.393822344,0.076981401,0.217634086,0.072158049
CBLB,0.171374506,0.208926553,0.17948743,0.218986101,0.11206017
CBLC,0.014311892,0.005312254,0,0.001319892,0.000559997
CBLL1,0.296239279,0.283818452,0.398590771,0.310438322,0.251767543
CBLN1,0.050207314,0.014329477,0.001074794,0.035325283,0.018541034
CBLN2,0.007798219,0,0.001785608,0.006899327,0.005896534
CBLN3,0.011150306,0.001972994,0.027497824,0.024479138,0.019895138
CBLN4,0.180387611,0.356214999,0.189856286,0.101102716,0.193882238
CBR1,1.701534076,1.095800751,2.329080129,1.509400748,2.645333034
CBR3,0,0.09961455,0.080225958,0.304604632,0.381234092
CBR3-AS1,0.019077623,0.0433447,0.027638387,0.035033448,0.099398807
CBR4,0.321427974,0.264436065,0.265154543,0.323041307,0.157739405
CBWD1,0.638838308,0.950310582,0.645799724,0.50364524,0.368609406
CBWD2,0.328268267,0.528722815,0.284479479,0.34133119,0.20373253
CBWD3,0.016598104,0.033929919,0.025741047,0.023013645,0.01947054
CBWD4P,0.005240497,0.005022915,0.009440632,0,0.009187939
CBWD5,0.195407664,0.316523947,0.092621476,0.217904909,0.100364559
CBWD6,0.05794407,0.012026033,0.032654821,0.033084655,0.022621316
CBX1,1.836211625,3.296617213,1.726862005,1.523738234,1.930717385
CBX2,0.040403934,0.035574993,0.003368687,0.014201708,0.012873629
CBX3,3.840595369,4.375419631,3.113635119,5.628684939,2.997096157
CBX3P1,0,0.002138891,0,0.009983891,0.001294782
CBX3P2,0.029729071,0.047918322,0.046274229,0.047159282,0.048088049
CBX3P5,0,0.010244397,0.007198518,0.005433483,0.000476946
CBX3P9,0.004840009,0.008131037,0.002410172,0.017941764,0.007817204
CBX4,0.018711361,0.061704746,0.062672276,0.08648019,0.137897364
CBX5,1.493314924,3.328296492,2.284479605,1.677350418,1.45963279
CBX6,0.392941673,0.722787266,0.829990643,0.61732357,1.070624527
CBX7,0.049639103,0.187063077,0.113371055,0.137930331,0.4242858
CBX8,0.017662363,0.018073265,0.013293067,0.013862307,0.0319209
CBY1,0.436817657,0.167961185,0.395026266,0.405168653,0.449396724
CC2D1A,0.039548011,0.074572912,0.094589432,0.055684414,0.111082164
CC2D1B,0.055073885,0.050774894,0.039099342,0.039970011,0.046831491
CC2D2A,0.309177902,0.34682515,0.311101515,0.298132427,0.155739589
CC2D2B,0,0.066031433,0.004429044,0.01351032,0.001681104
CCAR1,0.72386519,0.896470206,0.641354072,0.703727234,0.384419231
CCAR2,0.110740352,0.112846986,0.090574057,0.080970913,0.141360212
CCBE1,0.168641788,0.049816088,0.025411421,0.203844675,0.007476259
CCDC102A,0,0.018147354,0.042138919,0.028480709,0.092796343
CCDC102B,0.176704698,0.176266904,0.429336259,0.208256054,0.362992561
CCDC105,0.035056563,0,0,0.00203593,0.000741836
CCDC106,0.076748639,0.045149907,0.084879986,0.090973591,0.126505892
CCDC107,0.00696598,0.006897173,0.001150246,0.25274669,0.397197434
CCDC110,0.262909939,0.167577235,0.063229968,0.127361391,0.058580483
CCDC112,0.084307611,0.154725099,0.02663662,0.144916275,0.030325701
CCDC113,0.129415256,0.341899483,0.281431768,0.225679271,0.20456329
CCDC114,0,0,0.000420818,0.003145701,0.007747487
CCDC115,0.649225046,0.088336156,0.514118258,0.409641665,0.815371415
CCDC116,0.013346806,0,0,0.006069611,0.002812064
CCDC117,0.407894647,0.689890652,0.266465666,0.265426835,0.23896756
CCDC12,0.495973702,0.507262945,0.394061075,0.503324234,0.489255357
CCDC120,0.009399734,0.011912515,0.018412262,0.017179783,0.038892603
CCDC121,0.219337999,0.354783998,0.255553566,0.214487276,0.215875861
CCDC122,0.212734705,0.270088903,0.248701964,0.304375255,0.259872673
CCDC124,0.343594019,0.37941906,0.343419671,0.364367175,0.486797611
CCDC125,0.138494413,0.259462617,0.166490817,0.215015537,0.072075684
CCDC126,0.326166786,0.23437469,0.150118852,0.324468483,0.14506076
CCDC127,0.466212821,0.477210623,0.327139449,0.263674684,0.29953004
CCDC13,0.00543274,0.010559092,0.004715551,0.00458553,0.005338525
CCDC130,0.115623325,0.315739097,0.230214901,0.154422501,0.334310899
CCDC134,0.051985784,0.072909637,0.045597146,0.027941377,0.026695509
CCDC136,0.172890245,0.084125861,0.025553176,0.063509595,0.075916343
CCDC137,0.201260222,0.299381129,0.199640976,0.17194502,0.199251477
CCDC138,0.144244741,0.210567828,0.080715684,0.073546017,0.075529483
CCDC14,0.288185539,0.54334455,0.324980198,0.311940812,0.208593887
CCDC141,0.050173596,0.044263381,0.013342158,0.008748274,0.003149714
CCDC142,0.028018695,0.024542597,0.023464493,0.001340526,0.039088439
CCDC144A,0,0.002683454,0.002315815,0.003557909,0.000375408
CCDC144B,0.091699985,0.240634191,0.090866533,0.081364172,0.041506853
CCDC144CP,0.021637626,0.128701281,0.000560952,0.026987369,0.009731052
CCDC144NL,0.016573601,0.06030381,0.000164082,0.013990989,0.000406126
CCDC144NL-AS1,0.03769662,0.023854074,0.000129596,0.023763894,0.002107676
CCDC146,0.251528846,0.106279045,0.085282764,0.187965369,0.066135282
CCDC148,0.061467853,0.034630775,0.033073962,0.033326339,0.042803513
CCDC149,0.124570974,0.17782034,0.132015751,0.109912703,0.182912773
CCDC15,0.057778557,0.167849666,0.064748798,0.083080165,0.05256494
CCDC150,0.116024689,0.078876713,0.006861573,0.047348899,0.006651807
CCDC150P1,0.035724013,0.00297534,0,0.001870592,0
CCDC151,0.187215952,0.086297794,0.019166572,0.02988562,0.008839303
CCDC152,0.250730004,0.371168465,0.304058451,0.476294008,0.498985271
CCDC153,0.037263097,0.026299361,0.004037967,0.019922545,0.013485103
CCDC154,0.004926594,0,0.000498678,0.003859278,0.003514438
CCDC155,0.018396113,0.05692984,0,0.027463359,0.008443434
CCDC157,0.053963027,0.019501059,0.012107022,0.011935079,0.024703773
CCDC158,0.053985689,0.05293403,0.000576394,0.02883401,0.005307875
CCDC159,0.191314397,0.072792439,0.112924661,0.115799494,0.167203701
CCDC160,0.029702963,0.038210242,0.013981321,0.023419537,0.003839473
CCDC162P,0,0.019493146,0.001985496,0.006292641,0.007982272
CCDC163,0.027325522,0.001998977,0.006427667,0.00377789,0.01008087
CCDC167,0.469827795,0.433724362,0.225419208,0.383433434,0.16483457
CCDC168,0.074155167,0,0.002392247,0.020421684,0.001766011
CCDC169,0.117935346,0.012843731,0.040858003,0.079530508,0.014112304
CCDC17,0,0.004888733,0.027566878,0.023793801,0.061235844
CCDC170,0.022070962,0.093620154,0.033137443,0.026604086,0.033667899
CCDC171,0.133991837,0.276822765,0.192844961,0.16377503,0.112950301
CCDC172,0.164532807,0.169303644,0,0.10768164,0.009287196
CCDC173,0.158401738,0.109624407,0.004851448,0.071221242,0.027229727
CCDC174,0.672069767,0.757952076,0.852768282,0.812087363,0.638014198
CCDC175,0,0.014430087,0.00223414,0.018417707,0.002092143
CCDC178,0.033944483,0.038086189,0.010440288,0.045151555,0.015017938
CCDC179,0.021773425,0,0,0.002390834,0.002475154
CCDC18,0.150755199,0.140396283,0.045671019,0.086794906,0.053776418
CCDC18-AS1,0.154027531,0.169809309,0.274604241,0.232762017,0.217743792
CCDC180,0.01209465,0,0.000913162,0.003768125,0.000329826
CCDC181,0.17142103,0.231832951,0.050189467,0.115230109,0.040589005
CCDC182,0,0,0,0.005786358,0.001182863
CCDC183,0.016012696,0,0.009402299,0.001694186,0.009388289
CCDC184,0,0.024084384,0.008237699,0.00671346,0.022246099
CCDC186,0.736067158,0.836764029,0.782420426,0.700326533,0.546345127
CCDC188,0.039351253,0,0,0.001952561,0.000362151
CCDC189,0,0,0.000907329,0.020321289,0.039958133
CCDC190,0,0,0,0.004833767,0.00098727
CCDC191,0.212906891,0.096379486,0.118293228,0.107740909,0.080520213
CCDC192,0.039634305,0.079234391,0.029710367,0.046089635,0.002857229
CCDC196,0.281348141,0,0.000124166,0.016405551,0.003361892
CCDC22,0.021738186,0.02492082,0.031049428,0.016278651,0.102088931
CCDC24,0.039036329,0.019656376,0.036260953,0.027238261,0.086481636
CCDC25,0.785817675,1.221023985,0.954244774,0.889617729,0.50473152
CCDC27,0.010400935,0.012259527,0.005717196,0.006815391,0.001490503
CCDC28A,0.440722879,0.223817978,0.278866949,0.460946973,0.301612108
CCDC28B,0.07469615,0.130306314,0.167171147,0.344502666,0.181741263
CCDC3,0.173129126,0.885971061,0.363649781,0.752248191,0.734615225
CCDC30,0.083741711,0.085244627,0.090335715,0.09608153,0.069585744
CCDC32,0.090847426,0.18895628,0.128346993,0.240992108,0.335391011
CCDC33,0,0,0.002357056,0.000622238,0.011118963
CCDC34,0.577598284,0.689624634,0.254345258,0.318826353,0.291625755
CCDC36,0.247265556,0.253433197,0.083714161,0.051779771,0.049858553
CCDC37-AS1,0.152787182,0,0,0.018286177,0.005257926
CCDC38,0.008542977,0.032087123,0.000344346,0.014503495,0.003167539
CCDC39,0,0,0.005126606,0,0.001589602
CCDC39-2,0.028784266,0,0.004008955,0.00283368,0
CCDC40,0.032783011,0.028118701,0.018383587,0.023890183,0.011545678
CCDC42,0.012792175,0.01630151,0,0.009935437,0.004650567
CCDC43,0.21405527,0.390890535,0.282390515,0.432770867,0.197918663
CCDC47,1.504835018,1.670027587,1.684882628,1.559492142,1.44937451
CCDC50,0.831402687,1.328725072,1.044895734,0.808684529,0.985675715
CCDC51,0.223364285,0.029282392,0.138800387,0.118993293,0.12317821
CCDC54,0.242011196,0,0.018841659,0.062600145,0.008943964
CCDC57,0.142123583,0.068909612,0.065885837,0.059563198,0.102234361
CCDC58,0.200875795,0.23542672,0.23994519,0.258737389,0.135870282
CCDC59,0.792128957,1.082287808,0.93239381,0.919377894,1.081864347
CCDC6,0.611348625,0.762799189,0.522185149,0.65025441,0.416565859
CCDC60,0.057918128,0.021328357,0,0.007696354,0.003827374
CCDC61,0.023679787,0.010672606,0.016788442,0.025809764,0.06766357
CCDC62,0.140791463,0.050264427,0.005337376,0.018750424,0.01061238
CCDC63,0.007915326,0.023497047,0,0.004272232,0.001600625
CCDC65,0.08072129,0.050049251,0.006167951,0.013142352,0.008460152
CCDC66,0.376659845,0.620862176,0.359466026,0.484353434,0.36074214
CCDC68,0.034657567,0.048381581,0.085451335,0.098912113,0.008665792
CCDC69,0.946584228,0.416674982,0.224299029,1.085404871,0.104506844
CCDC7,0.29400495,0.369405957,0.101704251,0.155484899,0.075077954
CCDC70,0.118874491,0,0,0.01049193,0.008520638
CCDC71,0.18827528,0.074185182,0.157614734,0.120831386,0.190696532
CCDC71L,0.059000854,0.113418774,0.158768299,0.261239053,0.392635933
CCDC73,0.16040025,0.262549596,0.001758975,0.1049558,0.017857345
CCDC74A,0.800055199,0.428903376,0.667586143,0.496816648,0.276659634
CCDC74B,0.074064899,0.025140774,0.049146408,0.043575255,0.068139947
CCDC74BP1,0.009443191,0,0,0.00275637,0.002003974
CCDC77,0.090508835,0.108312163,0.068810475,0.071404445,0.046227771
CCDC8,0.278773224,0.420572292,0.365906147,0.260844278,0.580506977
CCDC80,1.938863178,3.400612494,3.178543942,2.327938869,2.733514181
CCDC81,0,0.03058793,0.006301191,0.011555018,0.010451693
CCDC82,0.647990823,0.969405598,0.72069983,0.696405151,0.473803426
CCDC83,0.030574796,0.01428644,0,0.008164913,0.000668957
CCDC84,0.143812425,0.114649756,0.068322775,0.063529214,0.082434113
CCDC85B,0.155919784,0.851534646,0.492461492,0.22632304,1.102320357
CCDC85C,0.003280878,0.00462963,0.005533264,0.080820611,0.02857126
CCDC86,0.023765884,0.020591215,0.027396941,0.070329294,0.117032817
CCDC87,0,0,0.003138908,0.00048614,0.002104368
CCDC88A,0.513323721,0.996872489,0.613835409,0.768506872,0.426974444
CCDC88B,0.012362969,0.021529259,0.008208976,0.017603119,0.020307055
CCDC88C,0.010502749,0.024366297,0.014754397,0.028242153,0.007550282
CCDC89,0.034108165,0.101272897,0.099193243,0.154836752,0.145794995
CCDC9,0.047797915,0.069646108,0.049282973,0.056518349,0.104025147
CCDC90B,1.409228254,1.321662949,1.032452648,1.130829974,0.745423441
CCDC91,0.976915314,0.713262478,0.603099113,0.551366215,0.3566942
CCDC92,0.25177837,0.351861668,0.198086544,0.245551257,0.333529025
CCDC92B,0.01487325,0.005904033,0,0.002238847,0
CCDC93,0.387763549,0.507189113,0.352225944,0.377055309,0.271585782
CCDC94,0.043100023,0.034613503,0.082158857,0.066778824,0.136708554
CCDC96,0,0.016598931,0.015102264,0.022977336,0.058506153
CCDC97,0.036277869,0.106366863,0.102768478,0.086021186,0.150314688
CCDC9B,0,0.018659178,0.016306979,0.015816563,0.010670809
CCER1,0.068928421,0.044408841,0,0.032202052,0.004684443
CCHCR1,0.044392517,0.053375323,0.066372712,0.057913815,0.099104437
CCIN,0.00534099,0,0,0.004697483,0.007338948
CCK,0.018985131,0,0.002460158,0.009562148,0.000204589
CCL19,0,0.141012108,0.001075645,0.080005787,0.021441796
CCL2,0.129380319,0.268888643,0.554798857,0.907882886,1.338101722
CCL20,0,0.002233838,0.003249288,0.002779646,0.000576091
CCL21,0,0.299312859,0.002840313,0.037338255,0.004680916
CCL25,0,0.002844626,0.001609522,0.005787908,0
CCL26,0.62295535,0.426602239,0.096029135,0.351913271,0.219726912
CCL28,0.304075487,0.522413408,0.399455941,0.290647418,0.130854912
CCL3,0,0,0.006179074,0.066141465,0.301946449
CCL3L1,0.00696598,0.007846829,0.045253168,0.108590949,0.42486089
CCL4,0.009640042,0.014160832,0.089578736,0.309675632,0.478892767
CCL4L2,0.040657556,0.015336498,0.066182963,0.330790701,0.565378244
CCL5,0.016367149,0.071460603,0.055921303,0.50199559,0.059953394
CCL8,0,0,0.005851425,0.005236989,0.017788302
CCM2,0.159527267,0.079251415,0.155575531,0.102363398,0.254502375
CCM2L,0.004897063,0,0.000323277,0.000622238,0.007413268
CCNA1,0.016267391,0.012146351,0.000391993,0.034261019,0.008828323
CCNA2,0.04523804,0.028901349,0.010512847,0.028563105,0.001131603
CCNB1,0.26717935,0.19600023,0.064859118,0.174682309,0.04720083
CCNB1IP1,0.30438112,0.125812354,0.390234864,0.313411345,0.653447452
CCNB2,0.13878997,0.098898004,0.002822443,0.088535717,0.007381339
CCNB3,0.071609416,0.047796371,0.003068629,0.045702611,0.002131313
CCNC,0.235349071,0.176547745,0.4157064,0.252626569,0.280549188
CCND1,0.348361826,0.329247274,0.164377964,0.132113347,0.143252879
CCND2,1.033151521,2.313389412,1.692242987,0.832205552,0.742398309
CCND2-AS1,0,0.074924819,0.025456358,0.08526519,0.048495866
CCND3,0.706398926,0.152967469,0.378093727,0.229191446,0.536956357
CCNDBP1,0.533412144,0.179313148,0.428326305,0.512770509,0.587996312
CCNE1,0,0.015441919,0.006111945,0.032367187,0.010224333
CCNE2,0.029130591,0.080311579,0.008826154,0.034223723,0.015900081
CCNF,0,0.033311474,0.028361491,0.015338216,0.012759539
CCNG1,1.052962983,0.869191416,1.299824512,0.937776046,0.919121713
CCNG2,0.182635619,0.411296509,0.301216019,0.380474361,0.390908423
CCNH,0.573037502,0.233300262,0.458255345,0.385756921,0.303217327
CCNI,3.696775419,6.405833665,6.123788066,4.56657795,6.739655715
CCNJ,0.028731936,0.059211889,0.05588752,0.05146192,0.038621184
CCNJL,0.036431854,0.090397375,0.067349507,0.105453654,0.070867912
CCNK,0.609926883,1.08730576,0.611001368,1.100168233,0.470406289
CCNL1,0.776674359,0.845993387,1.060784679,0.686583772,1.427546152
CCNL2,0.499984301,0.649916143,0.482811644,0.287071418,0.525908047
CCNO,0.036585137,0.009435192,0,0.004713374,0.009721559
CCNQ,0.080310165,0.066220396,0.157780503,0.111092664,0.257273138
CCNT1,0.271124307,0.395472568,0.403675355,0.389385636,0.338071652
CCNT2,0.395867308,0.340389555,0.453822071,0.536101644,0.29383287
CCNT2-AS1,0,0.013520268,0.00285145,0.029831214,0.010739414
CCNY,0.70475468,0.550666643,0.711063017,1.138945712,0.54477669
CCNYL1,0.109476546,0.087451139,0.039788278,0.114935496,0.065787324
CCNYL2,0.021738186,0.008044535,0,0.004450101,0.000426983
CCP110,0.327533316,0.456848375,0.329959362,0.335988942,0.307337433
CCPG1,0.219984646,0.152117567,0.198349038,0.270912893,0.245919803
CCR1,0,0,0.00421674,0.007484807,0.002718974
CCR10,0.026227722,0.01296435,0.031677505,0.028098418,0.084488519
CCR5,0,0,0.005328088,0.026578276,0.001139322
CCR7,0.011618774,0.003230725,0.002447192,0,0.001297236
CCRL2,0.006561757,0.001998977,0.001521524,0.006060534,0.005232782
CCS,0.652849571,0.301585289,0.586793391,0.444587246,1.00054888
CCSAP,0.007915326,0.068920061,0.033569433,0.046548717,0.052782389
CCSER1,0.049882414,0.005393533,0.016721631,0.043740296,0.006353357
CCSER2,1.27835567,1.001255971,0.883014338,0.828006487,0.61529597
CCT2,2.862763729,2.028058867,1.675513108,1.668538519,1.123341979
CCT3,2.257013396,1.830746728,1.51527792,1.429749607,1.230560163
CCT4,1.714912032,1.097236618,1.263868451,1.431856455,1.656689299
CCT5,1.69046075,1.759985861,1.073519914,1.549164943,1.065067672
CCT6A,1.789928846,1.428924217,1.249928111,1.3816768,0.839950305
CCT6B,0.243988972,0.303579768,0.093864192,0.173850838,0.099773097
CCT6P1,0.043538055,0.069396992,0.058045358,0.024363399,0.036505413
CCT6P2,0.003703506,0.009243982,0.000245602,0.001730679,0.002445455
CCT6P3,0.07370965,0.048819849,0.036085462,0.023162642,0.023790116
CCT7,1.332947169,0.610422542,1.298884503,0.84490475,1.462463732
CCT8,1.82966574,0.893002046,1.408019863,1.573864999,1.03853109
CCT8P1,0,0.007565508,0.006130723,0.012291574,0.00555454
CCZ1,0.134467743,0.080158378,0.046979174,0.251169182,0.300228089
CCZ1B,0.087980244,0.058041254,0.107027587,0.155256829,0.050677037
CD101,0,0.022941401,0.007365222,0,0.001966304
CD109,0.096027024,0.053813508,0.044802421,0.04697939,0.022232093
CD14,0.09294716,0.02686988,0.072457095,0.106330319,0.18728079
CD151,1.165301312,0.276876187,0.903954525,0.789030179,1.84851075
CD163,0.007118734,0,0.015498535,0.067854267,0.014808649
CD163L1,0.076618116,0.03539933,0.003168679,0.007599736,0.00851352
CD164,3.986928047,3.773963332,4.601590137,3.109703455,3.000228645
CD180,0,0,0.005257068,0,0.005338956
CD19,0,0.007527569,0.000916074,0.004036425,0.005634931
CD1C,0.015247157,0,0.001273946,0,0.010984427
CD1D,0.028762664,0.007783526,0.000282299,0.006713813,0.000601551
CD2,0.005552113,0.012639627,0.009233085,0.049596331,0.003528051
CD200,0.03220113,0,0.016706871,0.069482034,0.005771828
CD200R1,0,0,0.00048458,0.024295262,0
CD209,0,0.001621019,0.002150175,0.012650627,0.00027724
CD22,0,0.021552548,0.057972312,0.053604719,0.16239265
CD226,0.009315775,0.018144069,0.035440855,0.011605338,0.051502564
CD24,0.12630364,0.011813002,0,0,0.000370027
CD244,0.503546908,0.064955236,0.055644805,0.098041912,0.07127564
CD247,0,0,0.001445071,0,0.004048069
CD248,0.191961318,0.254190903,0.677915525,0.321450098,0.774027657
CD27,0,0,0.00024965,0.004015774,0.00564074
CD27-AS1,0.334514753,0.399963307,0.351063775,0.311574179,0.485806587
CD274,0,0.040122881,0.006786241,0.007307866,0.014137795
CD276,0.109165124,0.078544909,0.165840674,0.147429273,0.231957033
CD28,0,0,0.00616196,0.008581358,0.000946183
CD2AP,0.249986458,0.412197905,0.403196881,0.582688749,0.285837408
CD2BP2,0.391004155,0.119709036,0.325540456,0.340467681,0.424529244
CD300A,0,0,0.000914986,0.005877927,0.001547347
CD300LG,0.015745705,0.033471547,0.053550748,0.105437083,0.031629794
CD302,0.753781574,0.547560845,1.32428376,1.302330445,1.817052838
CD320,0.405142192,0.041724188,0.132829173,0.106528407,0.299373008
CD33,0,0,0.003269431,0.011317246,0.004176577
CD34,1.150711658,1.090717335,1.949641075,1.039687279,1.321825841
CD36,0.007118734,0.032469036,0.04867225,0.082453664,0.041602676
CD37,0,0,0.004584869,0.021295687,0.022495054
