,Ctrl,iNOA_B,iNOA_S,AZFc_Del,KS
AC007389.1,0.008525892,0.010590116,0.011332963,0.010914053,0.009323523
AC007389.5,0.026413649,0.018679095,0.019400151,0.02756882,0.014921518
AC007390.2,0.020428531,0.035186585,0.02074818,0.02495946,0.018368502
AC007391.1,0,0.002173025,0,0.004721528,0.003182442
AC007405.1,0.00927341,0,0.001618511,0,0.000185014
AC007405.3,0.043518506,0.027136268,0.00582751,0.038675615,0.027516851
AC007406.3,0,0,0.000721048,0,0.001259709
AC007406.5,0.008600569,0.032322389,0.034630398,0.038510468,0.049168478
AC007424.1,0,0.019805039,0.033980877,0.11242193,0
AC007448.3,0,0.014629214,0.011079123,0.012034135,0.018761849
AC007485.2,0,0.007373169,0.015229146,0.017703131,0.019036539
AC007493.1,0.016195357,0,0,0,0.000617501
AC007494.3,0.007762408,0,0.003633824,0,0
AC007495.1,0.031164031,0.045986737,0.07234203,0.029242984,0.016101847
AC007537.1,0.004406653,0.026585664,0.008227412,0.003733656,0.008715692
AC007541.1,0.052522388,0.052915748,0.081706342,0.031595042,0.080631687
AC007557.3,0.014563164,0,0,0.013454064,0.003043851
AC007563.2,0,0,0,0,0.018798641
AC007566.1,0,0.001605838,0.003272519,0.000673759,0.002798363
AC007570.1,0,0,0,0.007463678,0.001457302
AC007598.2,0.046764014,0,0,0.005066575,0.001338874
AC007611.1,0.012473181,0.008360504,0.002519572,0.000757485,0.001288672
AC007613.1,0.008729612,0.016024354,0.016192897,0.003309111,0.013301135
AC007614.1,0.033083635,0.016326417,0.001232722,0.016027048,0.00516572
AC007619.1,0,0,0.005579306,0,0
AC007622.2,0,0.00374414,0.001239318,0.001193041,0
AC007637.1,0,0,0.006148675,0.010990396,0.003255091
AC007663.3,0,0,0,0.002009469,0.004155527
AC007681.1,0,0.005645889,0.004237063,0.01016125,0.001918485
AC007683.1,0,0,0.003902275,0,0.0044639
AC007684.1,0,0,0,0.017353979,0.004877406
AC007686.3,0,0.010214635,0.009075492,0.007247019,0.016117661
AC007688.1,0,0,0.004168842,0,0.001342206
AC007728.2,0,0,0.000641694,0,0.002803601
AC007743.1,0.017384053,0,0.001050015,0,0.000400129
AC007773.1,0.028580141,0.03669026,0.005223713,0.009034729,0.010175434
AC007780.1,0,0.005228266,0.0060168,0,0.005098471
AC007786.1,0.054132657,0.014850707,0.013006469,0.027270239,0.017735821
AC007786.2,0,0,0,0,0.007139998
AC007823.1,0,0,0.004757753,0,0.002116007
AC007842.1,0,0.004199211,0.001240622,0.004323666,0
AC007846.1,0.003703506,0.009511425,0,0.000622238,0
AC007878.1,0,0,0.003160098,0.00882706,0
AC007879.2,0,0,0.002275239,0,0.006597923
AC007879.3,0,0.013686604,0.014345932,0.012500232,0.000431898
AC007881.3,0,0.020191106,0.011735159,0.003984413,0.004949064
AC007906.2,0.048649099,0,0.054354628,0.020077535,0.043015255
AC007920.2,0,0,0.026627729,0.002232352,0.010693632
AC007938.3,0.011090411,0.047276522,0.007070731,0,0.002421918
AC007950.2,0,0,0.00431829,0.001447387,0.014214239
AC007952.4,0.037112734,0.023887211,0.026478185,0.042891027,0.252919923
AC007966.1,0.005366719,0.021062693,0.003476865,0.014986067,0.006427957
AC007969.1,0.194055325,1.236747767,0.570643447,0.607244851,1.324016649
AC007993.3,0,0.005312723,0.000828549,0.002946602,0
AC007996.1,0,0.011466809,0.008545939,0.024607241,0.001858758
AC008011.2,0,0,0.004287456,0.002695037,0.001469647
AC008014.1,0.095359243,0.097745142,0.059729488,0.035277762,0.059573943
AC008026.1,0,0,0.004117766,0,0
AC008035.1,0.036548166,0.087283344,0.068762727,0.064800124,0.068731704
AC008038.1,0.129654514,0.036427874,0.10614237,0.170697492,0.460316526
AC008040.1,0.008005817,0.016565985,0.000643137,0,0.001449238
AC008040.5,0,0,0,0.003131047,0.0032049
AC008065.1,0,0,0.000342515,0,0.003475568
AC008074.1,0,0,0.002473687,0,0.003718379
AC008074.3,0.02210713,0.038843115,0.012964365,0.005189935,0.011748207
AC008079.2,0,0.011058889,0.001784624,0.002008282,0
AC008083.2,0.0250868,0.004139141,0.005800921,0.002710247,0.007883425
AC008105.2,0.030212753,0.028570222,0.010696413,0.036951051,0.012319631
AC008105.3,0,0.009932846,0.006484116,0.010422382,0.003077527
AC008109.1,0,0.006753586,0,0.007207603,0
AC008114.1,0.12607455,0,0,0.071966896,0.006277855
AC008115.3,0,0.003926743,0.003906569,0,0.001606796
AC008124.1,0.186594202,0.109107276,0.252529496,0.232937827,0.331604696
AC008132.1,0,0,0.000592466,0.002139669,0.002501294
AC008155.1,0,0.014028034,0.00464976,0,0.005017518
AC008243.1,0.054533187,0,0,0.007221581,0.002685266
AC008264.2,0,0,0,0.005600484,0.002219077
AC008267.3,0,0.014870252,0.002076087,0,0
AC008267.5,0.290823678,0.159919683,0.136925592,0.12465293,0.201996675
AC008269.1,0.004406653,0.014013334,0,0.003399253,0
AC008280.3,0.032699067,0,0.010507807,0.009275437,0.025975722
AC008393.1,0.030426593,0.042165328,0.048438574,0.031315166,0.081986253
AC008397.2,0,0,0.000766093,0,0.003097154
AC008403.2,0,0,0,0.007516824,0.005771625
AC008427.1,0.005059827,0.010715711,0.007215594,0.007426094,0.00197168
AC008429.1,0,0.032822866,0.011359656,0.028167887,0.008826983
AC008429.2,0.004840009,0,0.003098254,0,0.001768903
AC008438.1,0,0.002357245,0.002165697,0.009702489,0.006941319
AC008440.1,0,0,0.001851933,0,0.008733699
AC008440.2,0,0,0,0.004151953,0.019828818
AC008443.1,0,0,0.002604422,0.07559364,0.110269358
AC008443.5,0.048812247,0.059339063,0.009734732,0.105046345,0.226439511
AC008443.6,0.012473181,0,0,0.001059806,0.009592212
AC008448.1,0,0,0,0.017053358,0.00475588
AC008494.3,0,0.026948561,0.001659171,0.006612969,0.001777672
AC008507.1,0,0.022796945,0.008111732,0.010620239,0.016146971
AC008522.1,0,0,0,0.000526092,0.003083941
AC008537.2,0,0.015085302,0.005181069,0,0
AC008537.3,0.01325571,0,0.005001392,0.000533714,0.003177998
AC008555.1,0,0.034938047,0,0.013656152,0.000102295
AC008555.2,0.017072822,0.035053022,0.000586206,0,0.001102007
AC008555.5,0.011453641,0.017236941,0.000956047,0.002084167,0.001359101
AC008555.8,0,0.007138982,0.008205056,0.008568665,0.005621079
AC008556.1,0,0.009893572,0.02675795,0,0.02290628
AC008560.1,0.035576217,0.00397197,0.031606649,0.033197247,0.028682045
AC008592.3,0.025267839,0.008115684,0.00732516,0.009575599,0.000573046
AC008608.2,0.014563164,0.056605274,0.042374583,0.045456595,0.121441525
AC008609.1,0,0.001346605,0.002283812,0.00962752,0.000457988
AC008610.1,0,0.01135084,0.00196267,0.009980463,0.020408697
AC008619.1,0,0,0.008537531,0,0
AC008622.2,0.01626397,0,0.00276577,0.005356136,0.029988729
AC008629.1,0,0.015430501,0.004683236,0.011102429,0.006317074
AC008641.1,0,0.00543065,0.007901106,0,0
AC008669.1,0.019623541,0.017591093,0.032456735,0.014565091,0.041185728
AC008686.1,0,0,0,0.002827881,0.004096857
AC008694.1,0.060695028,0,0,0.005230687,0.000839347
AC008708.1,0,0.007728931,0.010412637,0,0.007512989
AC008725.1,0.00435111,0.018432442,0.009734884,0.004107097,0.004525408
AC008734.2,0,0.002776389,0.001393144,0.000533714,0.009548373
AC008735.2,0,0,0.005407513,0,0.007205943
AC008736.1,0.026810096,0.01468709,0.003082462,0.004015774,0.019038712
AC008738.2,0,0,0.001008314,0,0.001805036
AC008741.2,0.030341577,0,0.030041174,0.014767104,0.018968081
AC008747.1,0.049649713,0.063257824,0.005851087,0.008326634,0.007118782
AC008750.4,0,0,0,0,0.002628026
AC008752.1,0,0.00297534,0,0.00123089,0.001597013
AC008752.2,0.005552113,0,0.001527214,0,0.003004034
AC008752.3,0,0,0.001240834,0,0.002969248
AC008753.1,0.01444302,0.005149754,0.005838712,0.001006419,0.009964225
AC008758.2,0,0,0.00336269,0,0
AC008758.4,0,0.006873986,0.004364858,0,0
AC008764.10,0,0.009724267,0.001858492,0.001245008,0
AC008764.2,0,0.005878895,0.009092733,0,0
AC008764.6,0.004907851,0.003438269,0.008460002,0.003220594,0.006165457
AC008764.8,0,0.009487496,0.016014769,0.017054699,0.008275274
AC008764.9,0,0,0.002728344,0,0.004883625
AC008771.1,0.157553978,0.129602532,0.038414158,0.051130153,0.031758737
AC008840.1,0,0,9.20E-05,0,0.002516192
AC008870.2,0.01444302,0,0.001404618,0,0
AC008892.1,0.04988063,0.191323658,0.084044111,0.013314077,0.035438204
AC008894.2,0,0,0,0.002047779,0.002728661
AC008894.3,0,0,0.005990988,0.001103621,0.015552662
AC008897.2,0.012473181,0.023089294,0.007969462,0,0.005342639
AC008906.1,0,0,0.00297147,0,0
AC008915.2,0.021059429,0.023493417,0.028673809,0.023633957,0.038373565
AC008937.1,0,0.00405042,0.004537659,0,0
AC008945.1,0,0,0,0.011012737,0.007780867
AC008946.1,0.021012549,0.047902133,0.019349667,0.01186009,0.016410582
AC008966.1,0.034414401,0.075286472,0.052952541,0.071295478,0.037934255
AC008966.2,0,0,0.002062843,0,0.002676143
AC008969.1,0.030386513,0.041107876,0.041627626,0.04511739,0.048463068
AC008972.1,0,0.002418193,0.001569659,0.004821206,0
AC008972.2,0.010886195,0.013525369,0.010021975,0.012656463,0.004782379
AC008982.2,0.012473181,0.010952932,0.003759378,0.005197069,0.005193073
AC009005.1,0.01628365,0.009364357,0.002783575,0.016798356,0.011412249
AC009019.1,0.01706591,0,0,0.006273568,0.001364843
AC009022.1,0,0,0.007268856,0,0.002177726
AC009041.2,0.113037241,0.067067063,0.034954637,0.046229554,0.067321216
AC009053.1,0,0.004819518,0.01285354,0,0.007213937
AC009053.2,0.008277544,0.003170979,0.002075743,0,0.012178325
AC009054.2,0,0,0.005940698,0.012191732,0.008357323
AC009060.1,0,0,0.000366661,0,0.00257211
AC009061.2,0.005059827,0.021710511,0.00762387,0.003857919,0.01349233
AC009065.2,0,0,0,0.001934057,0.003321533
AC009065.4,0.021220953,0.02334819,0.010428858,0.01290607,0.017426047
AC009086.3,0,0.023456915,0.013770831,0,0.005132518
AC009090.1,0,0,0.008377228,0,0
AC009090.3,0.009760973,0,0.005768834,0,0
AC009093.1,0.030578832,0.007503451,0.01563554,0.005891502,0.016299924
AC009093.2,0.004262946,0.006557549,0.017649505,0,0.000715886
AC009093.4,0,0,0.002020432,0,0
AC009093.8,0,0,0,0,0.00483545
AC009108.3,0,0,0.001171037,0,0.00372633
AC009113.1,0.07067575,0.040733775,0.081420593,0.047110643,0.109726796
AC009118.2,0,0,0,0.012509418,0.007311768
AC009118.3,0.018969134,0.093091695,0.044848521,0.071385723,0.086054347
AC009120.1,0,0.002357245,0.008213033,0,0.006858498
AC009120.2,0.015980333,0,0.008219199,0.02567449,0.020231729
AC009121.2,0.009136246,0.002348874,0,0.005744373,0
AC009126.1,0.040784021,0.017092895,0.011506755,0.014110247,0.03071554
AC009133.1,0.006743653,0,0.00949571,0.022950029,0.043952579
AC009133.4,0,0,0,0,0.006878892
AC009145.1,0,0,0.004789323,0,0.000305804
AC009148.1,0,0.001211945,0.007618842,0,0.004845218
AC009159.3,0,0.012878951,0.009174197,0.016745301,0.011924101
AC009163.7,0.016666577,0.070167658,0.022808822,0.018269523,0.020843426
AC009171.2,0.012304117,0.012106377,0.005424086,0.002228631,0.002058357
AC009220.1,0.014134835,0.007262164,0.003807377,0.00191949,0.00215136
AC009226.1,0,0.010433414,0.003055116,0.008219824,0
AC009228.1,0,0.011205195,0.010151532,0.014142722,0.006856963
AC009237.14,0.009315775,0.009549965,0.009204661,0.009028089,0.019654564
AC009237.3,0,0,0.005004064,0.003551511,0.007029478
AC009244.1,0,0.00713348,0.002303045,0,0.002303338
AC009245.1,0,0,0.004363747,0,0.00336865
AC009271.1,0.004897063,0.014637541,0,0,0.002736427
AC009275.1,0.014604381,0.042230199,0.031290061,0.036873508,0.012538149
AC009283.1,0.016718831,0.01569891,0.009766994,0.020028515,0.035002822
AC009299.3,0.010400935,0.001998977,0,0.010961235,0.002593151
AC009302.1,0.01040756,0.005522195,0.001129038,0,0.001248525
AC009303.4,0.020242457,0.009749381,0.007684751,0.013897702,0.013769609
AC009309.1,0.031237272,0,0.016856799,0.030709896,0.016308567
AC009318.1,0.035037003,0.007890091,0.005421745,0.002679643,0.005065387
AC009318.2,0,0,0.005044278,0.007148803,0.02271962
AC009318.3,0,0.024520048,0.01663692,0.014719277,0.018993181
AC009318.4,0,0,0.005664676,0.001449238,0.000329121
AC009319.1,0,0,0.002862201,0,0
AC009336.2,0,0,0,0,0.002958492
AC009396.3,0.024970724,0,0,0.018067904,9.99E-05
AC009403.1,0.036503114,0.025841485,0.019315934,0.03310213,0.012648258
AC009403.2,0,0.012017069,0.000842023,0.001767247,0.000240551
AC009404.1,0,0.031264533,0.014392627,0.018502947,0.025218903
AC009414.2,0.037311872,0.068836851,0.023844202,0.039558096,0.056775761
AC009480.1,0.00696598,0,0,0.025642269,0.031592617
AC009486.1,0.008719247,0.013033793,0.010028387,0.016529292,0
AC009487.1,0,0,0,0.004625855,0.004350759
AC009487.2,0,0.004597448,0.013972138,0.007200354,0.005722078
AC009501.1,0.004897063,0.012079461,0.000713287,0,0
AC009502.1,0,0.001341727,0.006346084,0,0
AC009502.2,0,0.018840804,0.012505367,0,0.014909654
AC009506.1,0.016021244,0.020966349,0.024145436,0.021084818,0.057019835
AC009509.1,0.027834585,0.069374445,0,0,0.001756783
AC009509.3,0,0,0.005286541,0,0.006680831
AC009533.1,0,0.011035914,0.013959588,0.005276945,0.007701943
AC009542.1,0,0,0.002060031,0,0
AC009549.1,0.015585834,0,0.000440592,0,0.003895663
AC009560.1,0,0,0.001492277,0.01042194,0.003988847
AC009570.1,0,0.003186255,0.001361827,0.002250452,0.024076423
AC009623.1,0.049857233,0,0,0.004411235,0.001176184
AC009630.1,0,0.00297534,0.009511342,0.032565914,0.01953177
AC009646.2,0,0,0.003089046,0.009250776,0
AC009690.2,0,0,0,0.007743886,0.002608543
AC009716.1,0,0.002182243,0.00170976,0,0
AC009779.2,0.088796534,0.08730788,0.142683123,0.083348753,0.187185067
AC009779.3,0,0,0.002048528,0,0
AC009802.1,0.005026106,0,0.000584955,0.005783443,0.002570065
AC009812.1,0.014134835,0.08204369,0.014770992,0.056327873,0.048231209
AC009812.3,0,0,0.003426527,0,0
AC009812.4,0,0,0.003042168,0.016115355,0.009917957
AC009831.1,0.007762408,0.00882843,0.006421117,0.013921544,0.023724151
AC009902.2,0.005736642,0,0,0.008089341,0.001683778
AC009908.1,0,0,0.001495633,0,0.000534193
AC009948.1,0.085872546,0.092520706,0.147274278,0.146659168,0.099973081
AC009948.2,0,0,0.001848756,0.004631903,0.003253122
AC009948.3,0,0,0.000918088,0.004154869,0.001901024
AC009948.4,0,0,0,0.003984413,0.004605324
AC009948.5,0,0.001737197,0.004281876,0,0
AC009950.1,0,0,0.005366427,0.003393443,0.002656219
AC009951.1,0,0.012235222,0.009365445,0.004146315,0.000783546
AC009955.4,0,0.031670421,0.011167217,0.000918955,0.037660578
AC009961.1,0.043753229,0.063115479,0.026802893,0.023045233,0.02651898
AC009962.1,0.003926595,0.006975335,0.00380776,0,0.00072854
AC009971.1,0,0,0.001535215,0.011540862,0.00072529
AC009974.1,0,0,0.003564043,0,0.005264309
AC009996.1,0.016350768,0,0.001908632,0.001556924,0.004558208
AC010127.1,0,0.009108329,0.000620916,0.002202533,0.011644058
AC010136.1,0,0,0.001474282,0,0.017877158
AC010148.1,0.010052211,0.014413442,0.00148034,0.000526092,0
AC010168.2,0.00785319,0.025149502,0.019085225,0.015062338,0.017376434
AC010173.1,0.010445836,0.005504911,0.014686993,0.007395721,0.016252058
AC010177.1,0.082994543,0,0,0.001420192,0.001314538
AC010183.2,0,0,0,0.004988722,0.001284104
AC010186.1,0.064591654,0.00385401,0.000192864,0.022213392,0.003002563
AC010186.2,0,0.023110154,0.011595668,0.012118862,0.008298575
AC010186.3,0.006984384,0.005324474,0.017552948,0.012428263,0.013158216
AC010198.1,0.010119654,0,0.000654392,0,0.003572861
AC010203.2,0,0.001299545,0.001082971,0,0.003445038
AC010205.1,0,0,0,0.00048614,0.004632213
AC010210.1,0.010936994,0,0.003135656,0.009307389,0.004539605
AC010226.1,0.041260888,0.119661625,0.114180718,0.093386856,0.238567777
AC010240.3,0,0,0.000565306,0,0.003483434
AC010245.2,0,0,0.007015607,0,0.004747238
AC010255.3,0.275896239,0,0.002676299,0.042370902,0.004378035
AC010261.2,0,0,0,0.00564048,0.000151493
AC010271.1,0.009315775,0.007979984,0.004756203,0,0.004110639
AC010271.2,0,0.006205938,0,0,0.00638908
AC010273.1,0,0,0.002251861,0,0.001328723
AC010273.2,0.054600073,0.122893405,0.107869511,0.139814232,0.07048405
AC010280.2,0,0,0.001739061,0,0
AC010300.1,0.003926595,0.004664614,0.002518004,0,0
AC010320.3,0,0.006310654,0.004182341,0,0
AC010325.1,0.12357883,0.025522779,0.003540011,0.082326185,0.015834418
AC010326.3,0,0.007564755,0.003580075,0,0
AC010326.4,0,0,0.005355709,0.020900312,0.021802724
AC010327.3,0,0,0,0.006888702,0.000274535
AC010329.1,0,0.009248252,0.004542098,0.003440215,0.000589305
AC010331.1,0,0,0.000608533,0,0.010378513
AC010332.1,0,0,0.000728477,0,0.001523208
AC010336.1,0,0.006105677,0.000180563,0.006356171,0.003282526
AC010343.1,0.014134835,0.018693675,0.025901247,0.023406052,0.061225969
AC010359.1,0,0.001305961,0.00386867,0.000502738,0.014641929
AC010422.1,0.007459992,0.004055742,0.000106654,0,0.003857127
AC010457.1,0.009842637,0.006909895,0.011639705,0,0.007940134
AC010460.3,0.01626397,0,0.001270494,0,0.001839688
AC010468.1,0.019734142,0,0.002667044,0.00261442,0.004045843
AC010478.1,0.013349566,0.004346065,0,0,0.000460464
AC010491.1,0.005059827,0.020383572,0.005191674,0.008418309,0.008709083
AC010501.1,0.009303716,0.008348991,0.00562824,0.011636675,0.00867826
AC010504.1,0,0,0.001537834,0,0.003861716
AC010531.4,0,0.001900895,0,0.002708808,0
AC010531.6,0.0199065,0.021135602,0.008450888,0.025699143,0.023214687
AC010542.1,0,0,0,0,0.001086356
AC010542.2,0,0,0,0.01237572,0.009757413
AC010542.4,0.00444461,0.003984191,0.00091147,0.002207242,0.004545973
AC010542.5,0,0,0.000580547,0.009002393,0.003159561
AC010605.1,0.020921728,0,0.003711548,0,0
AC010615.1,0.014041711,0.031378749,0.031960133,0.011005999,0.024014861
AC010615.2,0.043501285,0.014739133,0.011717242,0.019999249,0
AC010616.1,0,0.003499342,9.38E-05,0.000424004,0.001291304
AC010618.3,0,0.005923885,0.01823175,0.022947312,0.017990514
AC010624.1,0,0.003186255,0,0,0.004787784
AC010632.2,0.023100661,0,0.001562918,0.001075586,0
AC010636.1,0,0,0.007466199,0.026634212,0.004015329
AC010642.2,0.055751615,0.093202715,0.022024459,0.381809612,0.321209136
AC010643.1,0.024098977,0.020549694,0.006029784,0.00858008,0.001442172
AC010649.1,0.03588335,0,0,0.002390274,0.0010721
AC010654.1,0,0.017017183,0.014143368,0.005685435,0.021538799
AC010680.2,0,0,0.003106586,0,0.004626989
AC010680.3,0,0,0,0.001430746,0.003835336
AC010680.5,0,0,0,0,0.00448189
AC010719.1,0,0,0.003961436,0.00252764,0
AC010735.2,0.007929409,0.004220264,0.001855028,0.00846385,0.004238385
AC010737.1,0.050218073,0.046205255,0.058103181,0.046850881,0.037685973
AC010761.1,0.012304117,0.01618733,0.010485627,0.022129229,0.064827684
AC010761.6,0.007762408,0.01350412,0.004905858,0,0.000617024
AC010834.2,0.014515725,0.013394789,0.002963484,0.007509776,0.00359634
AC010834.3,0,0.007437156,0.016966053,0,0
AC010864.1,0,0.008259821,0.007968441,0,0.009909421
AC010883.1,0,0.006290258,0.00550431,0.000918955,0.010760035
AC010884.1,0,0.00462963,0.00021722,0.001684815,0
AC010889.1,0,0,0.004366552,0.013941327,0.015771382
AC010890.1,0,0,0.002300071,0.002061848,0
AC010894.2,0.0547353,0.040012819,0.015170697,0.047861126,0.027373227
AC010894.3,0.014296797,0,0,0.004867548,0
AC010907.1,0,0.068447595,0.006892075,0.00188059,0.000653538
AC010913.1,0.01995581,0.02178815,0.019622348,0.020784394,0.020763218
AC010931.3,0,0,0.003593378,0.011158099,0.005882419
AC010969.2,0.012989236,0.096541222,0.067110137,0.06555984,0.045164971
AC010970.1,0.04442615,0.07297396,0.025367009,0,0
AC010973.1,0,0.022950092,0.016279423,0,0
AC010976.1,0,0.004419394,0.001276085,0,0
AC010980.1,0.048586089,0.038585528,0.063670292,0.087113957,0.048948753
AC010980.2,0,0,0.006307682,0.019528342,0.017078446
AC010997.4,0.018783925,0,0.006812618,0.010675385,0.004766126
AC010999.2,0,0,0.005017424,0.008674816,0.009327067
AC010999.3,0.027658437,0.006506859,0.033132383,0.024165794,0.036982737
AC011008.1,0.02216346,0.009656278,0.000216007,0.006350487,0.001566421
AC011195.2,0.029636399,0.004518689,0,0.008972491,0.001015775
AC011196.1,0.015600075,0,0,0.007205882,0.000937944
AC011228.1,0,0,0,0,0.001396429
AC011239.2,0,0,0.003521751,0,0.004707259
AC011247.1,0.016416481,0.009687315,0.011952577,0.024769127,0.008213466
AC011247.2,0.009312236,0.00641223,0.002310625,0,0
AC011287.1,0.012473181,0.002844626,0.010821295,0,0
AC011290.1,0.035930519,0.013243085,0,0.008296636,0
