ONTOLOGY,ID,Description,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,GeneRatio,neg_log10_pvalue
MF,GO:0046975,histone methyltransferase activity (H3-K36 specific),11/18368,0.0005392262331176,0.0149785064754911,0.0122666084609811,SETD2/SETD5/ASH1L,3,3/282,3.268228987724438
MF,GO:0031267,small GTPase binding,259/18368,0.0006943876889789,0.0181384439854196,0.0148544309691121,DIAPH2/DAAM1/PAK2/RAC1/RANBP2/ABCA1/TRIP11/PKN2/CCDC186/PFN1/DOCK7/IQGAP1,12,12/282,3.1583979875088772
MF,GO:0015631,tubulin binding,375/18368,0.0007255377594167,0.0181384439854196,0.0148544309691121,MAP1B/CRYAB/MAP4/EZR/SETD2/TAOK1/SYT11/VAPA/GABARAPL2/MACF1/MAP4K4/SMC3/CKAP5/DST/MAP7D3,15,15/282,3.139339980497667
MF,GO:0140030,modification-dependent protein binding,160/18368,0.0008351200538718,0.0198838108064721,0.0162837945341424,BPTF/DAXX/ATRX/TRIM24/BRD4/USP15/KMT2A/MPHOSPH8/CHD8,9,9/282,3.0782510874071343
MF,GO:0034236,protein kinase A catalytic subunit binding,13/18368,0.0009136124061607,0.0207639183218349,0.0170045562677763,SOX9/EZR/PJA2,3,3/282,3.039238011669865
MF,GO:0051018,protein kinase A binding,51/18368,0.0010858363888755,0.0236051388885997,0.0193313663740322,RDX/SOX9/EZR/PJA2/ARFGEF2,5,5/282,2.964235608229221
MF,GO:0019887,protein kinase regulator activity,204/18368,0.001254686106133,0.0261392938777722,0.0214067059335861,CALM1/HSPB1/DAXX/YWHAB/HSP90AB1/PAK2/TAOK1/CDKN1B/MNAT1/IQGAP1,10,10/282,2.9014649111752098
MF,GO:0019208,phosphatase regulator activity,107/18368,0.0013173585602151,0.0263471712043019,0.021576946523102,CALM1/SHOC2/PTN/PPP1R10/BOD1L1/PPP2R1A/PPP2R2A,7,7/282,2.880296002161375
MF,GO:0140658,ATP-dependent chromatin remodeler activity,32/18368,0.0013938841922182,0.0268054652349665,0.0219522652134778,HLTF/ATRX/CHD8/CHD4,4,4/282,2.8557733071346023
MF,GO:0030374,nuclear receptor coactivator activity,56/18368,0.0016591913594979,0.030725765916628,0.0251627851401438,THRAP3/NCOA2/TACC1/ACTN4/NCOA7,5,5/282,2.780103522606525
MF,GO:0005521,lamin binding,16/18368,0.0017289214778541,0.0308735978188236,0.0252838516874156,BNIP3L/SYNE1/IFI27,3,3/282,2.762224730560118
MF,GO:0015248,sterol transporter activity,36/18368,0.0021761962658511,0.0350999397717923,0.0287450033078468,ABCA1/OSBPL9/TSPO/OSBPL8,4,4/282,2.6623019392439238
MF,GO:0042605,peptide antigen binding,36/18368,0.0021761962658511,0.0350999397717923,0.0287450033078468,TAPBP/HLA-C/HLA-E/HLA-B,4,4/282,2.6623019392439238
MF,GO:0097718,disordered domain specific binding,36/18368,0.0021761962658511,0.0350999397717923,0.0287450033078468,CALM1/HSP90AA1/HSP90AB1/EZR,4,4/282,2.6623019392439238
MF,GO:0008276,protein methyltransferase activity,88/18368,0.0023494919975969,0.0355983635999539,0.0291531861902781,FAM98A/SETD2/SETD5/PCMTD1/ASH1L/KMT2A,6,6/282,2.629026029851681
MF,GO:0048306,calcium-dependent protein binding,88/18368,0.0023494919975969,0.0355983635999539,0.0291531861902781,CALM1/SEC31A/S100A11/S100A10/S100A16/VAMP2,6,6/282,2.629026029851681
MF,GO:0003713,transcription coactivator activity,262/18368,0.0025012156964993,0.036782583772049,0.0301230001838464,ARID5B/DAXX/NUCKS1/THRAP3/NCOA2/TACC1/TRIP11/ACTN4/TRIM24/BRD4/NCOA7,11,11/282,2.601848854546926
MF,GO:0004386,helicase activity,156/18368,0.0028672266902419,0.0409603812891707,0.0335443964662893,DDX24/HLTF/DHX36/ATRX/XRCC5/DDX42/CHD8/CHD4,8,8/282,2.542537969268657
MF,GO:0008017,microtubule binding,271/18368,0.0032388707741782,0.0449843163080313,0.0368397874606825,MAP1B/CRYAB/MAP4/EZR/VAPA/GABARAPL2/MACF1/MAP4K4/CKAP5/DST/MAP7D3,11,11/282,2.489606379307175
MF,GO:0019902,phosphatase binding,196/18368,0.0033656390869708,0.0454816092833893,0.0372470442341862,SHOC2/MYOZ2/JAK1/STAT3/CDKN1B/BOD1L1/PIK3R1/PPP2R2A/IQGAP1,9,9/282,2.472932457267159
MF,GO:0048487,beta-tubulin binding,41/18368,0.0035238034336967,0.0463658346539043,0.0379711782744606,TAOK1/SYT11/GABARAPL2/SMC3,4,4/282,2.4529883255840006
MF,GO:0070577,lysine-acetylated histone binding,21/18368,0.0038800109765243,0.0485001372065538,0.0397190597333672,TRIM24/BRD4/KMT2A,3,3/282,2.41116704578796
MF,GO:0140033,acetylation-dependent protein binding,21/18368,0.0038800109765243,0.0485001372065538,0.0397190597333672,TRIM24/BRD4/KMT2A,3,3/282,2.41116704578796
