ONTOLOGY,ID,Description,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,GeneRatio,neg_log10_pvalue
BP,GO:0051656,establishment of organelle localization,390/18723,0.0002877078736563,0.0106822476232028,0.0087840745251383,SYNE2/MAP1B/WASL/ARMCX3/MYH9/MAP4/EZR/YWHAZ/CDC42/SYT11/TRIP11/ACTN4/CCDC186/AP3S1/DOCK7/BLOC1S6,16,16/281,3.5410482526779994
BP,GO:0017038,protein import,206/18723,0.0002930803544483,0.0106822476232028,0.0087840745251383,LAMP2/APPL2/HSP90AA1/HSP90AB1/LMNA/STAT3/TXNIP/PTTG1IP/RANBP2/PPP1R10/PIK3R1,11,11/281,3.533013291901533
BP,GO:0000910,cytokinesis,173/18723,0.0002932609431757,0.0106822476232028,0.0087840745251383,CALM1/USP8/MYH9/SETD2/CDC42/SPTBN1/PKN2/RHOC/SVIL/STAMBP,10,10/281,3.5327457729988003
BP,GO:0043414,macromolecule methylation,316/18723,0.0003186478810741,0.0114931917105085,0.0094509185779892,LMNA/FAM98A/SETD2/RTF1/ATRX/SETD5/PCMTD1/TGS1/ASH1L/BRD4/RIF1/PARP1/KMT2A/MPHOSPH8,14,14/281,3.496688965120364
BP,GO:0051261,protein depolymerization,114/18723,0.0003247756904007,0.0116004831551875,0.0095391449587299,MAP1B/RDX/TAOK1/SPTAN1/SPTBN1/CFL2/CKAP5/SVIL,8,8/281,3.488416485342011
BP,GO:0048041,focal adhesion assembly,87/18723,0.000334109939186,0.0116765407084968,0.0096016875284243,ACTG1/SLK/RAC1/MACF1/S100A10/MAP4K4/IQGAP1,7,7/281,3.4761106046688752
BP,GO:1901879,regulation of protein depolymerization,87/18723,0.000334109939186,0.0116765407084968,0.0096016875284243,MAP1B/RDX/TAOK1/SPTAN1/SPTBN1/CFL2/SVIL,7,7/281,3.4761106046688752
BP,GO:0010634,positive regulation of epithelial cell migration,176/18723,0.0003364265602339,0.0116765407084968,0.0096016875284243,HSPB1/PIK3C2A/SOX9/EDN1/RAC1/TMSB4X/MAP4K4/RRAS/PFN1/ENPP2,10,10/281,3.4731097248013634
BP,GO:0010631,epithelial cell migration,357/18723,0.0003451335365545,0.0118667876727511,0.0097581287167527,HSPB1/PIK3C2A/MEF2C/SOX9/MYH9/PTN/EDN1/RAC1/MACF1/TMSB4X/MAP4K4/RRAS/PKN2/PFN1/ENPP2,15,15/281,3.462012838352929
BP,GO:0031062,positive regulation of histone methylation,41/18723,0.0003538752863152,0.0119197665773056,0.0098016935789691,LMNA/RTF1/BRD4/RIF1/KMT2A,5,5/281,3.4511497662455306
BP,GO:1900026,positive regulation of substrate adhesion-dependent cell spreading,41/18723,0.0003538752863152,0.0119197665773056,0.0098016935789691,ARPC2/RAC1/CDC42/NEDD9/S100A10,5,5/281,3.4511497662455306
BP,GO:0032233,positive regulation of actin filament bundle assembly,63/18723,0.0003593178763374,0.0119197665773056,0.0098016935789691,RAC1/CDC42/S100A10/MTSS1/PFN1/RHOC,6,6/281,3.44452117577736
BP,GO:0030100,regulation of endocytosis,211/18723,0.000359634164197,0.0119197665773056,0.0098016935789691,CALM1/VTN/WASL/APPL2/B2M/RAB31/RAC1/CD151/CDC42/SYT11/ZFYVE16,11,11/281,3.444139058269559
BP,GO:0051052,regulation of DNA metabolic process,359/18723,0.0003660512861593,0.0120241310873245,0.0098875131242673,SLF2/HSP90AA1/NUCKS1/HSP90AB1/SETD2/DHX36/ATRX/PPP1R10/XRCC5/RIF1/PARP1/KMT2A/PRKDC/ZNF91/MPHOSPH8,15,15/281,3.436458062868998
BP,GO:0090132,epithelium migration,360/18723,0.0003769126154855,0.0122713408174452,0.0100907951272049,HSPB1/PIK3C2A/MEF2C/SOX9/MYH9/PTN/EDN1/RAC1/MACF1/TMSB4X/MAP4K4/RRAS/PKN2/PFN1/ENPP2,15,15/281,3.4237593262170223
BP,GO:0051592,response to calcium ion,149/18723,0.000425153068182,0.0136291406538927,0.0112073218521302,CALM1/SEC31A/MEF2C/EDN1/TXNIP/SYT11/S100A16/MNAT1/IQGAP1,9,9/281,3.371454682423715
BP,GO:0030837,negative regulation of actin filament polymerization,65/18723,0.0004260264134812,0.0136291406538927,0.0112073218521302,RDX/SPTAN1/TMSB4X/SPTBN1/PFN1/SVIL,6,6/281,3.370563473964136
BP,GO:0090130,tissue migration,365/18723,0.0004354714846904,0.0138112033808276,0.0113570330943759,HSPB1/PIK3C2A/MEF2C/SOX9/MYH9/PTN/EDN1/RAC1/MACF1/TMSB4X/MAP4K4/RRAS/PKN2/PFN1/ENPP2,15,15/281,3.3610402779630064
BP,GO:0034502,protein localization to chromosome,92/18723,0.0004700884918598,0.0147724317220224,0.0121474567657379,RAD21/SLF2/NIPBL/SETD2/ATRX/SMC5/XRCC5,7,7/281,3.327820380555976
BP,GO:0008154,actin polymerization or depolymerization,218/18723,0.0004738099872787,0.0147724317220224,0.0121474567657379,RDX/WASL/ARPC2/RAC1/ARHGAP18/SPTAN1/TMSB4X/SPTBN1/CFL2/PFN1/SVIL,11,11/281,3.324395789171897
BP,GO:0031056,regulation of histone modification,152/18723,0.0004917249262121,0.0150528616110745,0.0123780558991225,LMNA/NIPBL/EID1/RTF1/ATRX/SETD5/BRD4/RIF1/KMT2A,9,9/281,3.3082777761678615
BP,GO:0060324,face development,44/18723,0.0004943774267823,0.0150528616110745,0.0123780558991225,ARID5B/NIPBL/RRAS/ZFAND5/ANKRD11,5,5/281,3.3059413673037352
BP,GO:0010632,regulation of epithelial cell migration,292/18723,0.0004950791668768,0.0150528616110745,0.0123780558991225,HSPB1/PIK3C2A/MEF2C/SOX9/PTN/EDN1/RAC1/MACF1/TMSB4X/MAP4K4/RRAS/PFN1/ENPP2,13,13/281,3.3053253485641116
BP,GO:0045793,positive regulation of cell size,11/18723,0.0005047536622188,0.0152212190434695,0.0125164971977314,TMEM123/HSP90AB1/EDN1,3,3/281,3.296920521367688
BP,GO:0071478,cellular response to radiation,186/18723,0.0005204294296951,0.0155663404215335,0.0128002925198459,TIMP1/CRYAB/PTN/NUCKS1/NIPBL/DHX36/XRCC5/PIK3R1/PARP1/USP47,10,10/281,3.2836381525547265
BP,GO:1902414,protein localization to cell junction,94/18723,0.0005354873381656,0.0158773528975795,0.0130560398928895,ACTG1/HSPB1/JAK1/PAK2/VAMP2/LSR/CGNL1,7,7/281,3.2712507937953803
BP,GO:0033044,regulation of chromosome organization,187/18723,0.0005427025469899,0.0158773528975795,0.0130560398928895,RAD21/SLF2/DHX36/ATRX/SMC5/PPP1R10/XRCC5/PARP1/MNAT1/MPHOSPH8,10,10/281,3.2654381402022388
BP,GO:0046686,response to cadmium ion,68/18723,0.0005437745216349,0.0158773528975795,0.0130560398928895,MT2A/DAXX/B2M/CDKN1B/MT1E/MT1X,6,6/281,3.2645811449879316
BP,GO:0071364,cellular response to epidermal growth factor stimulus,45/18723,0.00054942810925,0.0159161103459115,0.013087910368707,SOX9/SYAP1/ZFP36L2/IQGAP1/GSTP1,5,5/281,3.2600891254398805
BP,GO:0008064,regulation of actin polymerization or depolymerization,188/18723,0.0005657597309276,0.0161598905445109,0.0132883722478718,RDX/WASL/ARPC2/ARHGAP18/SPTAN1/TMSB4X/SPTBN1/CFL2/PFN1/SVIL,10,10/281,3.2473679675511984
BP,GO:0006606,protein import into nucleus,155/18723,0.0005666283990872,0.0161598905445109,0.0132883722478718,APPL2/HSP90AB1/LMNA/STAT3/TXNIP/PTTG1IP/RANBP2/PPP1R10/PIK3R1,9,9/281,3.246701662682187
BP,GO:0031060,regulation of histone methylation,69/18723,0.0005881744228707,0.0165589303365416,0.013616504996272,LMNA/RTF1/ATRX/BRD4/RIF1/KMT2A,6,6/281,3.230493864983036
BP,GO:0030832,regulation of actin filament length,189/18723,0.0005896221457153,0.0165589303365416,0.013616504996272,RDX/WASL/ARPC2/ARHGAP18/SPTAN1/TMSB4X/SPTBN1/CFL2/PFN1/SVIL,10,10/281,3.229426213104682
BP,GO:0031647,regulation of protein stability,298/18723,0.0005989955845774,0.0166947329974283,0.0137281763163928,CRYAB/USP8/LAMP2/HSP90AA1/HSP90AB1/LMNA/TBL1X/VPS35/TRIM24/PFN1/PIK3R1/USP47/PRKDC,13,13/281,3.22257637894748
BP,GO:0030041,actin filament polymerization,191/18723,0.000639849172286,0.0176307220972143,0.0144978456123357,RDX/WASL/ARPC2/RAC1/ARHGAP18/SPTAN1/TMSB4X/SPTBN1/PFN1/SVIL,10,10/281,3.1939223875218747
BP,GO:0050878,regulation of body fluid levels,379/18723,0.000642622792593,0.0176307220972143,0.0144978456123357,VTN/ACTG1/CLDN1/HSPB1/CLIC1/IL6ST/MYH9/EDN1/DDR1/HPS5/MYL9/CD9/LMAN1/LSR/BLOC1S6,15,15/281,3.1920438749223434
BP,GO:0014909,smooth muscle cell migration,97/18723,0.0006469550103625,0.0176307220972143,0.0144978456123357,VTN/MEF2C/S100A11/DDR1/DOCK7/IQGAP1/GSTP1,7,7/281,3.18912591937869
BP,GO:0006913,nucleocytoplasmic transport,301/18723,0.000657510688887,0.0176568016380697,0.014519290970891,APPL2/HSP90AB1/LMNA/SETD2/STAT3/TXNIP/PTTG1IP/RANBP2/FYTTD1/PPP1R10/UPF2/PIK3R1/IFI27,13,13/281,3.182097182629978
BP,GO:0051169,nuclear transport,301/18723,0.000657510688887,0.0176568016380697,0.014519290970891,APPL2/HSP90AB1/LMNA/SETD2/STAT3/TXNIP/PTTG1IP/RANBP2/FYTTD1/PPP1R10/UPF2/PIK3R1/IFI27,13,13/281,3.182097182629978
BP,GO:0051056,regulation of small GTPase mediated signal transduction,302/18723,0.0006780571125652,0.018019125352797,0.0148172318747768,SHOC2/RDX/DENND4C/RAC1/ARHGAP18/ABCA1/ADGRG1/MAP4K4/ARFGEF2/FAM13B/ARHGAP10/CGNL1/STAMBP,13,13/281,3.1687337240867994
BP,GO:0051170,import into nucleus,159/18723,0.0006807987018316,0.018019125352797,0.0148172318747768,APPL2/HSP90AB1/LMNA/STAT3/TXNIP/PTTG1IP/RANBP2/PPP1R10/PIK3R1,9,9/281,3.166981281049071
BP,GO:1901654,response to ketone,194/18723,0.0007217793508905,0.0189673302280458,0.0155969462741316,CALM1/CLDN1/USP8/PTN/EDN1/TXNIP/NCOA2/PARP1/LARP1/TSPO,10,10/281,3.1415955466635843
BP,GO:0033674,positive regulation of kinase activity,467/18723,0.0007325405316491,0.0191135930208315,0.0157172190217221,CALM1/HSP90AA1/DAXX/HSP90AB1/SYAP1/PAK2/EDN1/DDR1/CDC42/TAOK1/NEDD9/RANBP2/CDKN1B/XRCC5/MNAT1/OSBPL8/IQGAP1,17,17/281,3.1351683406877675
BP,GO:1901880,negative regulation of protein depolymerization,72/18723,0.0007384188847736,0.0191312892752262,0.0157317707549249,MAP1B/RDX/TAOK1/SPTAN1/SPTBN1/SVIL,6,6/281,3.131697204928935
BP,GO:0051894,positive regulation of focal adhesion assembly,28/18723,0.0007654476934605,0.0194212556154565,0.015970211767735,RAC1/S100A10/MAP4K4/IQGAP1,4,4/281,3.1160844812787363
BP,GO:0060325,face morphogenesis,28/18723,0.0007654476934605,0.0194212556154565,0.015970211767735,ARID5B/NIPBL/RRAS/ANKRD11,4,4/281,3.1160844812787363
BP,GO:0071280,cellular response to copper ion,28/18723,0.0007654476934605,0.0194212556154565,0.015970211767735,MT2A/DAXX/MT1E/MT1X,4,4/281,3.1160844812787363
BP,GO:0045807,positive regulation of endocytosis,100/18723,0.0007760813843375,0.0195561877601218,0.0160811672572896,VTN/WASL/APPL2/B2M/RAB31/CD151/CDC42,7,7/281,3.110092733747743
BP,GO:0070849,response to epidermal growth factor,49/18723,0.0008167090864756,0.0204399505383949,0.0168078905444406,SOX9/SYAP1/ZFP36L2/IQGAP1/GSTP1,5,5/281,3.0879326125463566
BP,GO:0007160,cell-matrix adhesion,233/18723,0.0008228229142015,0.0204538209550497,0.0168192962689555,VTN/ACTG1/SLK/DDR1/RAC1/MACF1/S100A10/MAP4K4/RRAS/PIK3R1/IQGAP1,11,11/281,3.084693622455314
BP,GO:0034112,positive regulation of homotypic cell-cell adhesion,13/18723,0.0008556430644368,0.0211269183494171,0.0173727881822076,LGALS1/IL6ST/JAK1,3,3/281,3.0677073655490728
BP,GO:0010592,positive regulation of lamellipodium assembly,29/18723,0.0008775267270628,0.0215228055257624,0.017698328516342,ARPC2/RAC1/CDC42/PIK3R1,4,4/281,3.0567396472392043
BP,GO:0045216,cell-cell junction organization,200/18723,0.0009116789512816,0.0221092278976393,0.0181805470530651,ACTG1/CLDN1/RDX/PAK2/CDC42/CD9/MTSS1/PKN2/LSR/RHOC,10,10/281,3.0401580720159904
BP,GO:0090068,positive regulation of cell cycle process,236/18723,0.0009134554608429,0.0221092278976393,0.0181805470530651,RAD21/RDX/SLF2/EDN1/CDC42/ATRX/SMC5/PPP1R10/PKN2/BRD4/SVIL,11,11/281,3.0393126235514267
BP,GO:0045787,positive regulation of cell cycle,313/18723,0.0009421704031268,0.0223504483044613,0.0183789040005213,RAD21/RDX/SLF2/EDN1/CDC42/ATRX/SMC5/CDKN1B/PPP1R10/PKN2/BRD4/MNAT1/SVIL,13,13/281,3.025870542594708
BP,GO:0031334,positive regulation of protein-containing complex assembly,237/18723,0.000945442938638,0.0223504483044613,0.0183789040005213,MAP1B/WASL/SLF2/HSP90AA1/ARPC2/RAC1/ABCA1/CDKN1B/PFN1/RHOC/CKAP5,11,11/281,3.024364677482571
BP,GO:0051054,positive regulation of DNA metabolic process,201/18723,0.000946990509895,0.0223504483044613,0.0183789040005213,SLF2/HSP90AA1/HSP90AB1/DHX36/ATRX/PPP1R10/XRCC5/RIF1/PARP1/PRKDC,10,10/281,3.0236543731835117
BP,GO:0031346,positive regulation of cell projection organization,353/18723,0.0009477221895884,0.0223504483044613,0.0183789040005213,MAP1B/ITGA6/WASL/PTN/FAM98A/ARPC2/RAC1/CDC42/DHX36/MACF1/PFN1/PIK3R1/ENPP2/IQGAP1,14,14/281,3.0233189508588008
BP,GO:0006892,post-Golgi vesicle-mediated transport,104/18723,0.0009790398566788,0.0227202031740177,0.0186829555863655,RAB31/MACF1/SPTBN1/VAMP2/AP3S1/ARFGEF2/SCFD1,7,7/281,3.0091996277235937
BP,GO:1901890,positive regulation of cell junction assembly,104/18723,0.0009790398566788,0.0227202031740177,0.0186829555863655,CLDN1/LRRN3/RAC1/FLRT3/S100A10/MAP4K4/IQGAP1,7,7/281,3.0091996277235937
BP,GO:0045785,positive regulation of cell adhesion,437/18723,0.0009819277805568,0.0227202031740177,0.0186829555863655,LGALS1/ITGA6/IL6ST/PTN/B2M/JAK1/ARPC2/RAC1/CDC42/NEDD9/S100A10/HLA-E/ADGRG1/MAP4K4/RRAS/IQGAP1,16,16/281,3.007920452802712
BP,GO:0120034,positive regulation of plasma membrane bounded cell projection assembly,105/18723,0.0010357750547414,0.0238163526649609,0.019584325706098,WASL/FAM98A/ARPC2/RAC1/CDC42/PFN1/PIK3R1,7,7/281,2.9847345525946403
BP,GO:0043624,cellular protein complex disassembly,136/18723,0.0010471229389687,0.0239277347358147,0.0196759158326008,MAP1B/RDX/TAOK1/SPTAN1/SPTBN1/CFL2/CKAP5/SVIL,8,8/281,2.980002326361913
BP,GO:0019058,viral life cycle,317/18723,0.0010574649343393,0.0240148981076191,0.0197475907816189,CLDN1/LGALS1/NUCKS1/HSP90AB1/IFITM3/NFIA/CDC42/VAPA/PKN2/LARP1/MPHOSPH8/IFI27/LY6E,13,13/281,2.975734024969883
BP,GO:0071481,cellular response to X-ray,14/18723,0.0010769581919725,0.0243075410323128,0.0199882327654445,NUCKS1/NIPBL/XRCC5,3,3/281,2.9678011558924267
BP,GO:0022411,cellular component disassembly,443/18723,0.0011318005612805,0.0253895991765306,0.0208780154885764,CALM1/MAP1B/LAMP2/RDX/DDR1/TAOK1/GABARAPL2/SPTAN1/SPTBN1/MAP4K4/CFL2/BNIP3L/PIK3R1/CKAP5/TSPO/SVIL,16,16/281,2.9462300950260985
BP,GO:0000724,double-strand break repair via homologous recombination,138/18723,0.0011506366341261,0.0254882804118092,0.0209591616439077,RAD21/SMC6/NUCKS1/NIPBL/SETD2/SMC5/RIF1/PARP1,8,8/281,2.9390618029634488
BP,GO:0032273,positive regulation of protein polymerization,138/18723,0.0011506366341261,0.0254882804118092,0.0209591616439077,MAP1B/WASL/HSP90AA1/ARPC2/RAC1/CDKN1B/PFN1/CKAP5,8,8/281,2.9390618029634488
BP,GO:0007229,integrin-mediated signaling pathway,107/18723,0.0011569836446784,0.0254882804118092,0.0209591616439077,TIMP1/ITGA6/MYH9/PTN/CDC42/NEDD9/DST,7,7/281,2.9366727802670276
BP,GO:0030833,regulation of actin filament polymerization,172/18723,0.0011881096195894,0.0260181862527942,0.0213949063076438,RDX/WASL/ARPC2/ARHGAP18/SPTAN1/TMSB4X/SPTBN1/PFN1/SVIL,9,9/281,2.9251434878173623
BP,GO:0000725,recombinational repair,140/18723,0.0012621579625075,0.026871655667587,0.0220967191853178,RAD21/SMC6/NUCKS1/NIPBL/SETD2/SMC5/RIF1/PARP1,8,8/281,2.898886288552822
BP,GO:0072659,protein localization to plasma membrane,284/18723,0.0012678404282986,0.026871655667587,0.0220967191853178,WNK3/RDX/DENND4C/TSPAN5/RAB31/EZR/MACF1/S100A10/VPS35/SPTBN1/VAMP2/PIK3R1,12,12/281,2.8969354037652937
BP,GO:0032259,methylation,364/18723,0.0012688025594709,0.026871655667587,0.0220967191853178,LMNA/FAM98A/SETD2/RTF1/ATRX/SETD5/PCMTD1/TGS1/ASH1L/BRD4/RIF1/PARP1/KMT2A/MPHOSPH8,14,14/281,2.8966059539522537
BP,GO:0030834,regulation of actin filament depolymerization,54/18723,0.0012745011142896,0.026871655667587,0.0220967191853178,RDX/SPTAN1/SPTBN1/CFL2/SVIL,5,5/281,2.8946597804931735
BP,GO:1902743,regulation of lamellipodium organization,54/18723,0.0012745011142896,0.026871655667587,0.0220967191853178,ARPC2/RAC1/CDC42/PIK3R1/ENPP2,5,5/281,2.8946597804931735
BP,GO:0051497,negative regulation of stress fiber assembly,32/18723,0.0012825489668336,0.026871655667587,0.0220967191853178,PAK2/PFN1/PIK3R1/CGNL1,4,4/281,2.8919260448362922
BP,GO:0060323,head morphogenesis,32/18723,0.0012825489668336,0.026871655667587,0.0220967191853178,ARID5B/NIPBL/RRAS/ANKRD11,4,4/281,2.8919260448362922
BP,GO:0032272,negative regulation of protein polymerization,80/18723,0.0012855154654784,0.026871655667587,0.0220967191853178,RDX/SPTAN1/TMSB4X/SPTBN1/PFN1/SVIL,6,6/281,2.8909226941813486
BP,GO:0010273,detoxification of copper ion,15/18723,0.0013313225247292,0.0275164919577469,0.0226269718277463,MT2A/MT1E/MT1X,3,3/281,2.8757167200759555
BP,GO:1990169,stress response to copper ion,15/18723,0.0013313225247292,0.0275164919577469,0.0226269718277463,MT2A/MT1E/MT1X,3,3/281,2.8757167200759555
BP,GO:0014812,muscle cell migration,110/18723,0.001359350588201,0.0279388313630817,0.0229742639840622,VTN/MEF2C/S100A11/DDR1/DOCK7/IQGAP1/GSTP1,7,7/281,2.86666852054121
BP,GO:0006457,protein folding,212/18723,0.0014149646819554,0.0289203059161902,0.0237813362335676,CRYAB/HSPB1/HSP90AA1/HSP90AB1/B2M/ATF6/LMAN1/RANBP2/FKBP2/PPIG,10,10/281,2.8492544001561617
BP,GO:0031116,positive regulation of microtubule polymerization,33/18723,0.001442404128199,0.0293182584952727,0.0241085749604193,MAP1B/RAC1/CDKN1B/CKAP5,4,4/281,2.8409130433215113
BP,GO:0043242,negative regulation of protein-containing complex disassembly,82/18723,0.0014611544873172,0.0295361942793405,0.0242877848267763,MAP1B/RDX/TAOK1/SPTAN1/SPTBN1/SVIL,6,6/281,2.835303863845032
BP,GO:0006302,double-strand break repair,251/18723,0.0014996043358657,0.0301477833423502,0.0247906980804036,RAD21/SLF2/SMC6/NUCKS1/NIPBL/SETD2/SMC5/XRCC5/RIF1/PARP1/PRKDC,11,11/281,2.8240233125557515
BP,GO:0048678,response to axon injury,83/18723,0.0015555472144502,0.0311024902280563,0.0255757591208806,MAP1B/LGALS1/PTN/TXN2/FLRT3/TSPO,6,6/281,2.8081168025147774
BP,GO:0010922,positive regulation of phosphatase activity,34/18723,0.0016156387132629,0.031880570757525,0.0262155792784443,CALM1/SLC39A10/MEF2C/HSP90AB1,4,4/281,2.791655748993619
BP,GO:0051014,actin filament severing,16/18723,0.0016204584755795,0.031880570757525,0.0262155792784443,MYH9/CFL2/SVIL,3,3/281,2.7903620933313977
BP,GO:1905153,regulation of membrane invagination,16/18723,0.0016204584755795,0.031880570757525,0.0262155792784443,APPL2/RAB31/SYT11,3,3/281,2.7903620933313977
BP,GO:0006970,response to osmotic stress,84/18723,0.0016545088918501,0.0322060222916217,0.0264831999731394,MYLK/CLDN1/WNK3/HSP90AB1/XRCC5/TSPO,6,6/281,2.781330894462995
BP,GO:0032508,DNA duplex unwinding,84/18723,0.0016545088918501,0.0322060222916217,0.0264831999731394,DHX36/ATRX/XRCC5/MNAT1/CHD8/CHD4,6,6/281,2.781330894462995
BP,GO:0032640,tumor necrosis factor production,181/18723,0.0016919704417622,0.0325903625928972,0.0267992452445563,HSPB1/STAT3/SYT11/HLA-E/PIK3R1/IFNGR1/ARFGEF2/TSPO/GSTP1,9,9/281,2.771607228230624
BP,GO:0032680,regulation of tumor necrosis factor production,181/18723,0.0016919704417622,0.0325903625928972,0.0267992452445563,HSPB1/STAT3/SYT11/HLA-E/PIK3R1/IFNGR1/ARFGEF2/TSPO/GSTP1,9,9/281,2.771607228230624
BP,GO:0045088,regulation of innate immune response,218/18723,0.0017404964570507,0.033186125293436,0.027289144388016,APPL2/HSP90AA1/HSP90AB1/PAK2/RIOK3/HLA-E/XRCC5/USP15/PRKDC/HLA-B,10,10/281,2.759326856427321
BP,GO:0001954,positive regulation of cell-matrix adhesion,58/18723,0.0017589819060125,0.033186125293436,0.027289144388016,RAC1/S100A10/MAP4K4/RRAS/IQGAP1,5,5/281,2.7547386279440986
BP,GO:0010043,response to zinc ion,58/18723,0.0017589819060125,0.033186125293436,0.027289144388016,MT2A/MT1E/PARP1/TSPO/MT1X,5,5/281,2.7547386279440986
BP,GO:0034340,response to type I interferon,58/18723,0.0017589819060125,0.033186125293436,0.027289144388016,HSP90AB1/JAK1/IFITM3/SETD2/IFI27,5,5/281,2.7547386279440986
BP,GO:0043484,regulation of RNA splicing,148/18723,0.0017972141531354,0.0336679268722452,0.0276853326363951,AHNAK/MBNL3/THRAP3/MBNL2/PTBP3/PIK3R1/CELF2/RBMXL1,8,8/281,2.745400169978632
BP,GO:0032232,negative regulation of actin filament bundle assembly,35/18723,0.0018028218520881,0.0336679268722452,0.0276853326363951,PAK2/PFN1/PIK3R1/CGNL1,4,4/281,2.7440471864654024
BP,GO:0007265,Ras protein signal transduction,337/18723,0.0018259723341573,0.0337575488309801,0.027759029295786,CTNNAL1/SHOC2/USP8/RDX/DENND4C/RAC1/CDC42/ABCA1/ADGRG1/MAP4K4/RRAS/ARFGEF2/STAMBP,13,13/281,2.7385058068750188
BP,GO:0032386,regulation of intracellular transport,337/18723,0.0018259723341573,0.0337575488309801,0.027759029295786,MAP1B/CRYAB/RDX/HSP90AB1/EZR/SETD2/CDC42/LMAN1/VAMP2/BNIP3L/PIK3R1/SCFD1/IFI27,13,13/281,2.7385058068750188
BP,GO:0030042,actin filament depolymerization,59/18723,0.0018986558567729,0.0349257744853391,0.028719668065082,RDX/SPTAN1/SPTBN1/CFL2/SVIL,5,5/281,2.7215537467158155
BP,GO:0006260,DNA replication,260/18723,0.0019794007146402,0.0362299265132415,0.0297920798841379,ZBTB38/NUCKS1/TSPYL2/S100A11/NFIA/RAC1/CDC42/ATRX/BOD1L1/PPP2R1A/SMC3,11,11/281,2.7034662772738822
BP,GO:0016050,vesicle organization,300/18723,0.0020085005333042,0.0362655137940489,0.0298213435127098,SEC31A/USP8/WASL/SYT11/VAPA/S100A10/ABCA1/VAMP2/ARFGEF2/USO1/ZFYVE16/BLOC1S6,12,12/281,2.69712804861688
BP,GO:0071706,tumor necrosis factor superfamily cytokine production,186/18723,0.0020383587506219,0.0362655137940489,0.0298213435127098,HSPB1/STAT3/SYT11/HLA-E/PIK3R1/IFNGR1/ARFGEF2/TSPO/GSTP1,9,9/281,2.690719377884065
BP,GO:0120032,regulation of plasma membrane bounded cell projection assembly,186/18723,0.0020383587506219,0.0362655137940489,0.0298213435127098,RDX/WASL/MAP4/FAM98A/ARPC2/RAC1/CDC42/PFN1/PIK3R1,9,9/281,2.690719377884065
BP,GO:1903555,regulation of tumor necrosis factor superfamily cytokine production,186/18723,0.0020383587506219,0.0362655137940489,0.0298213435127098,HSPB1/STAT3/SYT11/HLA-E/PIK3R1/IFNGR1/ARFGEF2/TSPO/GSTP1,9,9/281,2.690719377884065
BP,GO:0006893,Golgi to plasma membrane transport,60/18723,0.0020462722225412,0.0362655137940489,0.0298213435127098,RAB31/MACF1/SPTBN1/VAMP2/ARFGEF2,5,5/281,2.689036591111041
BP,GO:0061951,establishment of protein localization to plasma membrane,60/18723,0.0020462722225412,0.0362655137940489,0.0298213435127098,RAB31/MACF1/VPS35/SPTBN1/VAMP2,5,5/281,2.689036591111041
BP,GO:0050808,synapse organization,426/18723,0.0020503470696282,0.0362655137940489,0.0298213435127098,ACTG1/MAP1B/LRRN3/MEF2C/WASL/PTN/PPFIBP1/NFIA/YWHAZ/CDC42/FLRT3/DHX36/SETD5/VPS35/PFN1,15,15/281,2.688172618131415
BP,GO:0032984,protein-containing complex disassembly,224/18723,0.0021241900626082,0.0373918432551953,0.030747530797966,CALM1/MAP1B/LAMP2/RDX/TAOK1/SPTAN1/SPTBN1/CFL2/CKAP5/SVIL,10,10/281,2.6728066272096553
BP,GO:0045860,positive regulation of protein kinase activity,386/18723,0.0021878196933483,0.0382146272512435,0.0314241108768326,CALM1/HSP90AA1/DAXX/HSP90AB1/SYAP1/PAK2/EDN1/TAOK1/NEDD9/CDKN1B/XRCC5/MNAT1/OSBPL8/IQGAP1,14,14/281,2.6599884727456233
BP,GO:0060491,regulation of cell projection assembly,188/18723,0.0021918253856761,0.0382146272512435,0.0314241108768326,RDX/WASL/MAP4/FAM98A/ARPC2/RAC1/CDC42/PFN1/PIK3R1,9,9/281,2.65919404738564
BP,GO:0031112,positive regulation of microtubule polymerization or depolymerization,37/18723,0.0022212902708517,0.0382146272512435,0.0314241108768326,MAP1B/RAC1/CDKN1B/CKAP5,4,4/281,2.6533946855793773
BP,GO:0032570,response to progesterone,37/18723,0.0022212902708517,0.0382146272512435,0.0314241108768326,PTN/TXNIP/NCOA2/TSPO,4,4/281,2.6533946855793773
BP,GO:0014910,regulation of smooth muscle cell migration,89/18723,0.0022228676900696,0.0382146272512435,0.0314241108768326,VTN/MEF2C/S100A11/DOCK7/IQGAP1/GSTP1,6,6/281,2.6530863866859646
BP,GO:0046578,regulation of Ras protein signal transduction,189/18723,0.0022719355476741,0.0388765157204337,0.0319683856255351,SHOC2/RDX/DENND4C/RAC1/ABCA1/ADGRG1/MAP4K4/ARFGEF2/STAMBP,9,9/281,2.6436039932455793
BP,GO:0061687,detoxification of inorganic compound,18/18723,0.0023094405744449,0.0392158806992998,0.0322474474270146,MT2A/MT1E/MT1X,3,3/281,2.6364932083569035
BP,GO:0043244,regulation of protein-containing complex disassembly,121/18723,0.0023473734395909,0.0392158806992998,0.0322474474270146,MAP1B/RDX/TAOK1/SPTAN1/SPTBN1/CFL2/SVIL,7,7/281,2.629417813745131
