id_cp_interaction,interacting_pair,partner_a,partner_b,gene_a,gene_b,secreted,receptor_a,receptor_b,annotation_strategy,is_integrin,rank,LCs_a|LCs_a,LCs_a|LCs_b,LCs_a|LCs_c,LCs_a|STs,LCs_b|LCs_a,LCs_b|LCs_b,LCs_b|LCs_c,LCs_b|STs,LCs_c|LCs_a,LCs_c|LCs_b,LCs_c|LCs_c,LCs_c|STs,STs|LCs_a,STs|LCs_b,STs|LCs_c,STs|STs
CPI-SC09AE93F66,COL4A2_integrin_a11b1_complex,simple:P08572,complex:integrin_a11b1_complex,ENSG00000134871,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC08F17FB3E,COL4A3_integrin_a11b1_complex,simple:Q01955,complex:integrin_a11b1_complex,ENSG00000169031,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0FAC9844A,COL4A4_integrin_a11b1_complex,simple:P53420,complex:integrin_a11b1_complex,ENSG00000081052,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC044B5BE16,COL4A5_integrin_a11b1_complex,simple:P29400,complex:integrin_a11b1_complex,ENSG00000188153,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC01539071B,COL4A6_integrin_a11b1_complex,simple:Q14031,complex:integrin_a11b1_complex,ENSG00000197565,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0423059DF,COL19A1_integrin_a10b1_complex,simple:Q14993,complex:integrin_a10b1_complex,ENSG00000082293,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0F393B830,COL20A1_integrin_a10b1_complex,simple:Q9P218,complex:integrin_a10b1_complex,ENSG00000101203,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC076898564,COL21A1_integrin_a10b1_complex,simple:Q96P44,complex:integrin_a10b1_complex,ENSG00000124749,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC09E4E673B,COL24A1_integrin_a10b1_complex,simple:Q17RW2,complex:integrin_a10b1_complex,ENSG00000171502,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC090152EEE,COL27A1_integrin_a10b1_complex,simple:Q8IZC6,complex:integrin_a10b1_complex,ENSG00000196739,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0E9AA9087,COL28A1_integrin_a10b1_complex,simple:Q2UY09,complex:integrin_a10b1_complex,ENSG00000215018,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0C91660AB,FN1_integrin_a10b1_complex,simple:P02751,complex:integrin_a10b1_complex,ENSG00000115414,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0AD2341AF,COL1A1_integrin_a11b1_complex,simple:P02452,complex:integrin_a11b1_complex,ENSG00000108821,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0B991F6B1,COL11A1_integrin_a10b1_complex,simple:P12107,complex:integrin_a10b1_complex,ENSG00000060718,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC034D4CF73,COL11A2_integrin_a10b1_complex,simple:P13942,complex:integrin_a10b1_complex,ENSG00000204248,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0EC720659,COL12A1_integrin_a10b1_complex,simple:Q99715,complex:integrin_a10b1_complex,ENSG00000111799,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0B6D93CD4,COL14A1_integrin_a10b1_complex,simple:Q05707,complex:integrin_a10b1_complex,ENSG00000187955,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC01BE5E1F7,COL15A1_integrin_a10b1_complex,simple:P39059,complex:integrin_a10b1_complex,ENSG00000204291,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC027EF0F68,COL16A1_integrin_a10b1_complex,simple:Q07092,complex:integrin_a10b1_complex,ENSG00000084636,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC00942962B,COL17A1_integrin_a10b1_complex,simple:Q9UMD9,complex:integrin_a10b1_complex,ENSG00000065618,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC039737584,COL18A1_integrin_a10b1_complex,simple:P39060,complex:integrin_a10b1_complex,ENSG00000182871,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0E03C13D1,COL6A6_integrin_a10b1_complex,simple:A6NMZ7,complex:integrin_a10b1_complex,ENSG00000206384,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0B4771D76,COL7A1_integrin_a10b1_complex,simple:Q02388,complex:integrin_a10b1_complex,ENSG00000114270,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC068FFC547,COL8A1_integrin_a10b1_complex,simple:P27658,complex:integrin_a10b1_complex,ENSG00000144810,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0FCB8DFBB,COL8A2_integrin_a10b1_complex,simple:P25067,complex:integrin_a10b1_complex,ENSG00000171812,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC050CC3A3F,COL9A1_integrin_a10b1_complex,simple:P20849,complex:integrin_a10b1_complex,ENSG00000112280,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0A210DC1F,COL9A2_integrin_a10b1_complex,simple:Q14055,complex:integrin_a10b1_complex,ENSG00000049089,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0FD500AF3,COL9A3_integrin_a10b1_complex,simple:Q14050,complex:integrin_a10b1_complex,ENSG00000092758,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0B4F620A6,COL10A1_integrin_a10b1_complex,simple:Q03692,complex:integrin_a10b1_complex,ENSG00000123500,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0BB8BF2C5,COL20A1_integrin_a11b1_complex,simple:Q9P218,complex:integrin_a11b1_complex,ENSG00000101203,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0C1E494D6,COL21A1_integrin_a11b1_complex,simple:Q96P44,complex:integrin_a11b1_complex,ENSG00000124749,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0B09B811A,COL24A1_integrin_a11b1_complex,simple:Q17RW2,complex:integrin_a11b1_complex,ENSG00000171502,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0FC6454F5,COL27A1_integrin_a11b1_complex,simple:Q8IZC6,complex:integrin_a11b1_complex,ENSG00000196739,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0E40282DA,COL28A1_integrin_a11b1_complex,simple:Q2UY09,complex:integrin_a11b1_complex,ENSG00000215018,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0AE4F5BAB,FN1_integrin_a11b1_complex,simple:P02751,complex:integrin_a11b1_complex,ENSG00000115414,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC06DCE672A,COL11A2_integrin_a11b1_complex,simple:P13942,complex:integrin_a11b1_complex,ENSG00000204248,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0A3722F1F,COL12A1_integrin_a11b1_complex,simple:Q99715,complex:integrin_a11b1_complex,ENSG00000111799,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC092A2325E,COL14A1_integrin_a11b1_complex,simple:Q05707,complex:integrin_a11b1_complex,ENSG00000187955,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0BCE0B954,COL15A1_integrin_a11b1_complex,simple:P39059,complex:integrin_a11b1_complex,ENSG00000204291,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC01633DC81,COL16A1_integrin_a11b1_complex,simple:Q07092,complex:integrin_a11b1_complex,ENSG00000084636,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0D3C68BD6,COL17A1_integrin_a11b1_complex,simple:Q9UMD9,complex:integrin_a11b1_complex,ENSG00000065618,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0755F1632,COL18A1_integrin_a11b1_complex,simple:P39060,complex:integrin_a11b1_complex,ENSG00000182871,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0E09C8768,COL19A1_integrin_a11b1_complex,simple:Q14993,complex:integrin_a11b1_complex,ENSG00000082293,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC037038602,COL7A1_integrin_a11b1_complex,simple:Q02388,complex:integrin_a11b1_complex,ENSG00000114270,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC04FF0CDA1,COL8A1_integrin_a11b1_complex,simple:P27658,complex:integrin_a11b1_complex,ENSG00000144810,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0CC30CEC0,COL8A2_integrin_a11b1_complex,simple:P25067,complex:integrin_a11b1_complex,ENSG00000171812,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0E8C3A996,COL9A1_integrin_a11b1_complex,simple:P20849,complex:integrin_a11b1_complex,ENSG00000112280,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0C155763A,COL9A2_integrin_a11b1_complex,simple:Q14055,complex:integrin_a11b1_complex,ENSG00000049089,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC086D7EC73,COL9A3_integrin_a11b1_complex,simple:Q14050,complex:integrin_a11b1_complex,ENSG00000092758,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0519DE925,COL10A1_integrin_a11b1_complex,simple:Q03692,complex:integrin_a11b1_complex,ENSG00000123500,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC06F3DDF90,COL11A1_integrin_a11b1_complex,simple:P12107,complex:integrin_a11b1_complex,ENSG00000060718,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC08821B0D2,COL5A1_integrin_a11b1_complex,simple:P20908,complex:integrin_a11b1_complex,ENSG00000130635,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC075489ADB,COL5A2_integrin_a11b1_complex,simple:P05997,complex:integrin_a11b1_complex,ENSG00000204262,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0D0BFC9F7,COL5A3_integrin_a11b1_complex,simple:P25940,complex:integrin_a11b1_complex,ENSG00000080573,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0FB1817EE,COL6A1_integrin_a11b1_complex,simple:P12109,complex:integrin_a11b1_complex,ENSG00000142156,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0C5B4E222,COL6A2_integrin_a11b1_complex,simple:P12110,complex:integrin_a11b1_complex,ENSG00000142173,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC044916391,COL6A3_integrin_a11b1_complex,simple:P12111,complex:integrin_a11b1_complex,ENSG00000163359,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0E453F338,COL6A5_integrin_a11b1_complex,simple:A8TX70,complex:integrin_a11b1_complex,ENSG00000172752,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0EDDBD0FB,COL6A6_integrin_a11b1_complex,simple:A6NMZ7,complex:integrin_a11b1_complex,ENSG00000206384,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SS0E063192D,NRG2_ERBB4,simple:O14511,simple:Q15303,ENSG00000158458,ENSG00000178568,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0D5E30C6C,NRG3_ERBB4,simple:P56975,simple:Q15303,ENSG00000185737,ENSG00000178568,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0627D0E22,NRG4_ERBB4,simple:Q8WWG1,simple:Q15303,ENSG00000169752,ENSG00000178568,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS05A6C9EC5,BTC_ERBB3,simple:P35070,simple:P21860,ENSG00000174808,ENSG00000065361,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS02B906C26,NRG1_ERBB3,simple:Q02297,simple:P21860,ENSG00000157168,ENSG00000065361,TRUE,TRUE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS053613259,NRG2_ERBB3,simple:O14511,simple:P21860,ENSG00000158458,ENSG00000065361,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS019C98396,TNFSF14_TNFRSF14,simple:O43557,simple:Q92956,ENSG00000125735,ENSG00000157873,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC0A2DB962D,CDH1_integrin_a2b1_complex,simple:P12830,complex:integrin_a2b1_complex,ENSG00000039068,,FALSE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0FB40175C,BMP2_BMR1B_AVR2B,simple:P12643,complex:BMR1B_AVR2B,ENSG00000125845,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC01C6EA11C,BMP4_BMR1B_AVR2B,simple:P12644,complex:BMR1B_AVR2B,ENSG00000125378,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC05824EDF4,BMP7_BMR1B_AVR2B,simple:P18075,complex:BMR1B_AVR2B,ENSG00000101144,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC04771EF53,BMP7_ACVR1_BMPR2,simple:P18075,complex:ACVR1_BMPR2,ENSG00000101144,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0569B9B91,BMPR1B_BMPR2_BMPR1A,complex:BMPR1B_BMPR2,simple:P36894,,ENSG00000107779,FALSE,TRUE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0F0D7F25C,BTC_ERBB4,simple:P35070,simple:Q15303,ENSG00000174808,ENSG00000178568,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0BD5C2A23,NRG1_ERBB4,simple:Q02297,simple:Q15303,ENSG00000157168,ENSG00000178568,TRUE,TRUE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC052486D3E,BMP4_BMR1A_ACR2A,simple:P12644,complex:BMR1A_ACR2A,ENSG00000125378,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC0BACF0481,BMP7_BMR1A_ACR2A,simple:P18075,complex:BMR1A_ACR2A,ENSG00000101144,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC04266947A,BMP2_BMR1A_AVR2B,simple:P12643,complex:BMR1A_AVR2B,ENSG00000125845,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC01D95B14C,BMP4_BMR1A_AVR2B,simple:P12644,complex:BMR1A_AVR2B,ENSG00000125378,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC049520B40,BMP7_BMR1A_AVR2B,simple:P18075,complex:BMR1A_AVR2B,ENSG00000101144,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC05FF723A3,BMP2_BMR1B_AVR2A,simple:P12643,complex:BMR1B_AVR2A,ENSG00000125845,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC00DB2B867,BMP4_BMR1B_AVR2A,simple:P12644,complex:BMR1B_AVR2A,ENSG00000125378,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC0D389E644,BMP7_BMR1B_AVR2A,simple:P18075,complex:BMR1B_AVR2A,ENSG00000101144,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0AA76E0E4,NTF4_NGFR,simple:P34130,simple:P08138,ENSG00000225950,ENSG00000064300,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC0C403F032,BMP2_BMPR1B_BMPR2,simple:P12643,complex:BMPR1B_BMPR2,ENSG00000125845,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC07F8BC578,BMP4_BMPR1B_BMPR2,simple:P12644,complex:BMPR1B_BMPR2,ENSG00000125378,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC0DA028FF9,BMP7_BMPR1B_BMPR2,simple:P18075,complex:BMPR1B_BMPR2,ENSG00000101144,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC070B9F112,BMP2_BMPR1A_BMPR2,simple:P12643,complex:BMPR1A_BMPR2,ENSG00000125845,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC0915DDE22,BMP4_BMPR1A_BMPR2,simple:P12644,complex:BMPR1A_BMPR2,ENSG00000125378,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC0B1EBCCC6,BMP7_BMPR1A_BMPR2,simple:P18075,complex:BMPR1A_BMPR2,ENSG00000101144,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC0464F1C6E,BMP2_BMR1A_ACR2A,simple:P12643,complex:BMR1A_ACR2A,ENSG00000125845,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC06AD39F88,COL16A1_integrin_a1b1_complex,simple:Q07092,complex:integrin_a1b1_complex,ENSG00000084636,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0C841033A,COL17A1_integrin_a1b1_complex,simple:Q9UMD9,complex:integrin_a1b1_complex,ENSG00000065618,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC079D293A2,COL19A1_integrin_a1b1_complex,simple:Q14993,complex:integrin_a1b1_complex,ENSG00000082293,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0804EB2C0,COL20A1_integrin_a1b1_complex,simple:Q9P218,complex:integrin_a1b1_complex,ENSG00000101203,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC03760D980,COL8A1_integrin_a1b1_complex,simple:P27658,complex:integrin_a1b1_complex,ENSG00000144810,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0453131F6,COL8A2_integrin_a1b1_complex,simple:P25067,complex:integrin_a1b1_complex,ENSG00000171812,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC070BECDC9,COL9A1_integrin_a1b1_complex,simple:P20849,complex:integrin_a1b1_complex,ENSG00000112280,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0270AA5D9,COL9A2_integrin_a1b1_complex,simple:Q14055,complex:integrin_a1b1_complex,ENSG00000049089,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0DC74CBE5,COL9A3_integrin_a1b1_complex,simple:Q14050,complex:integrin_a1b1_complex,ENSG00000092758,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC04FA882F7,COL10A1_integrin_a1b1_complex,simple:Q03692,complex:integrin_a1b1_complex,ENSG00000123500,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0E53A238E,COL11A1_integrin_a1b1_complex,simple:P12107,complex:integrin_a1b1_complex,ENSG00000060718,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC071163509,COL11A2_integrin_a1b1_complex,simple:P13942,complex:integrin_a1b1_complex,ENSG00000204248,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC00EAD4C47,COL5A3_integrin_a1b1_complex,simple:P25940,complex:integrin_a1b1_complex,ENSG00000080573,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0C6DC4D50,COL6A5_integrin_a1b1_complex,simple:A8TX70,complex:integrin_a1b1_complex,ENSG00000172752,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0D3870098,COL6A6_integrin_a1b1_complex,simple:A6NMZ7,complex:integrin_a1b1_complex,ENSG00000206384,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0E509A5C6,COL7A1_integrin_a1b1_complex,simple:Q02388,complex:integrin_a1b1_complex,ENSG00000114270,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC03F728659,COL4A2_integrin_a1b1_complex,simple:P08572,complex:integrin_a1b1_complex,ENSG00000134871,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0886D58EF,COL4A3_integrin_a1b1_complex,simple:Q01955,complex:integrin_a1b1_complex,ENSG00000169031,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC04ABF0023,COL4A4_integrin_a1b1_complex,simple:P53420,complex:integrin_a1b1_complex,ENSG00000081052,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC042B580A3,COL4A5_integrin_a1b1_complex,simple:P29400,complex:integrin_a1b1_complex,ENSG00000188153,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0C8B6ACF5,COL4A6_integrin_a1b1_complex,simple:Q14031,complex:integrin_a1b1_complex,ENSG00000197565,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SS0D97012FB,PENK_OPRM1,simple:P01210,simple:P35372,ENSG00000181195,ENSG00000112038,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0FFD6263C,b-Endorphin_byPOMC_OPRM1,complex:b-Endorphin_byPOMC,simple:P35372,,ENSG00000112038,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0AB20B9AD,CORT_SSTR3,simple:O00230,simple:P32745,ENSG00000241563,ENSG00000278195,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0AB1F04A0,CSF1_CSF1R,simple:P09603,simple:P07333,ENSG00000184371,ENSG00000182578,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS015162AFC,IL34_CSF1R,simple:Q6ZMJ4,simple:P07333,ENSG00000157368,ENSG00000182578,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC0FA241084,CSPG4_integrin_a3b1_complex,simple:Q6UVK1,complex:integrin_a3b1_complex,ENSG00000173546,,FALSE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC08C485EAE,FN1_integrin_a3b1_complex,simple:P02751,complex:integrin_a3b1_complex,ENSG00000115414,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0E5A1BA8E,LAMA3_integrin_a3b1_complex,simple:Q16787,complex:integrin_a3b1_complex,ENSG00000053747,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SS0087B834D,PRNP_ADGRG6,simple:F7VJQ1,simple:Q86SQ4,ENSG00000171867,ENSG00000112414,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS00581282E,C5_C5AR1,simple:P01031,simple:P21730,ENSG00000106804,ENSG00000197405,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS08A803A29,POMC_OPRK1,simple:P01189,simple:P41145,ENSG00000115138,ENSG00000082556,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0AFFDEC0B,PDYN_OPRK1,simple:P01213,simple:P41145,ENSG00000101327,ENSG00000082556,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0D1EF9598,PENK_OPRK1,simple:P01210,simple:P41145,ENSG00000181195,ENSG00000082556,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS040CDD259,b-Endorphin_byPOMC_OPRK1,complex:b-Endorphin_byPOMC,simple:P41145,,ENSG00000082556,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0F1F74938,POMC_OPRM1,simple:P01189,simple:P35372,ENSG00000115138,ENSG00000112038,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0D0DC29DB,PDYN_OPRM1,simple:P01213,simple:P35372,ENSG00000101327,ENSG00000112038,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS09C0B8677,TGM2_ADGRG1,simple:P21980,simple:Q9Y653,ENSG00000198959,ENSG00000205336,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS015BF69EE,COL4A1_ADGRG6,simple:P02462,simple:Q86SQ4,ENSG00000187498,ENSG00000112414,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS01771D11B,COL4A2_ADGRG6,simple:P08572,simple:Q86SQ4,ENSG00000134871,ENSG00000112414,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
