id_cp_interaction,interacting_pair,partner_a,partner_b,gene_a,gene_b,secreted,receptor_a,receptor_b,annotation_strategy,is_integrin,rank,LCs_a|LCs_a,LCs_a|LCs_b,LCs_a|LCs_c,LCs_a|STs,LCs_b|LCs_a,LCs_b|LCs_b,LCs_b|LCs_c,LCs_b|STs,LCs_c|LCs_a,LCs_c|LCs_b,LCs_c|LCs_c,LCs_c|STs,STs|LCs_a,STs|LCs_b,STs|LCs_c,STs|STs
CPI-CS0D4790CB0,Glutamate_byGLS_and_SLC1A6_GRIA2,complex:Glutamate_byGLS_and_SLC1A6,simple:P42262,,ENSG00000120251,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS07CF0C9B9,Glutamate_byGLS2_and_SLC17A7_GRIA2,complex:Glutamate_byGLS2_and_SLC17A7,simple:P42262,,ENSG00000120251,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0C7259F7C,Glutamate_byGLS2_and_SLC17A8_GRIK2,complex:Glutamate_byGLS2_and_SLC17A8,simple:Q13002,,ENSG00000164418,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS048A34709,Glutamate_byGLS2_and_SLC1A1_GRIK2,complex:Glutamate_byGLS2_and_SLC1A1,simple:Q13002,,ENSG00000164418,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS01E5ABF3E,Glutamate_byGLS2_and_SLC1A2_GRIK2,complex:Glutamate_byGLS2_and_SLC1A2,simple:Q13002,,ENSG00000164418,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS00E19754C,Glutamate_byGLS2_and_SLC1A3_GRIK2,complex:Glutamate_byGLS2_and_SLC1A3,simple:Q13002,,ENSG00000164418,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0D9BFD8AF,Glutamate_byGLS2_and_SLC1A6_GRIK2,complex:Glutamate_byGLS2_and_SLC1A6,simple:Q13002,,ENSG00000164418,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS09A7E9FE7,Glutamate_byGLS_and_SLC17A7_GRIK3,complex:Glutamate_byGLS_and_SLC17A7,simple:Q13003,,ENSG00000163873,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0CA393163,Glutamate_byGLS_and_SLC17A8_GRIK3,complex:Glutamate_byGLS_and_SLC17A8,simple:Q13003,,ENSG00000163873,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS044A80E08,Glutamate_byGLS_and_SLC1A1_GRIK3,complex:Glutamate_byGLS_and_SLC1A1,simple:Q13003,,ENSG00000163873,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS03EEE6D2D,Glutamate_byGLS2_and_SLC1A6_GRIK1,complex:Glutamate_byGLS2_and_SLC1A6,simple:P39086,,ENSG00000171189,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS009D94220,Glutamate_byGLS_and_SLC17A7_GRIK2,complex:Glutamate_byGLS_and_SLC17A7,simple:Q13002,,ENSG00000164418,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0F1EA3405,Glutamate_byGLS_and_SLC17A8_GRIK2,complex:Glutamate_byGLS_and_SLC17A8,simple:Q13002,,ENSG00000164418,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS07D0E4897,Glutamate_byGLS_and_SLC1A1_GRIK2,complex:Glutamate_byGLS_and_SLC1A1,simple:Q13002,,ENSG00000164418,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0B15FCB8B,Glutamate_byGLS_and_SLC1A2_GRIK2,complex:Glutamate_byGLS_and_SLC1A2,simple:Q13002,,ENSG00000164418,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS037F4EF32,Glutamate_byGLS_and_SLC1A3_GRIK2,complex:Glutamate_byGLS_and_SLC1A3,simple:Q13002,,ENSG00000164418,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0792FFF91,Glutamate_byGLS_and_SLC1A6_GRIK2,complex:Glutamate_byGLS_and_SLC1A6,simple:Q13002,,ENSG00000164418,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0940331BF,Glutamate_byGLS2_and_SLC17A7_GRIK2,complex:Glutamate_byGLS2_and_SLC17A7,simple:Q13002,,ENSG00000164418,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS034026D0F,Glutamate_byGLS_and_SLC1A2_GRIK1,complex:Glutamate_byGLS_and_SLC1A2,simple:P39086,,ENSG00000171189,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS04473CE2B,Glutamate_byGLS_and_SLC1A3_GRIK1,complex:Glutamate_byGLS_and_SLC1A3,simple:P39086,,ENSG00000171189,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0603C3490,Glutamate_byGLS_and_SLC1A6_GRIK1,complex:Glutamate_byGLS_and_SLC1A6,simple:P39086,,ENSG00000171189,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0AB98CF4B,Glutamate_byGLS2_and_SLC17A7_GRIK1,complex:Glutamate_byGLS2_and_SLC17A7,simple:P39086,,ENSG00000171189,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS00271E4F9,Glutamate_byGLS2_and_SLC17A8_GRIK1,complex:Glutamate_byGLS2_and_SLC17A8,simple:P39086,,ENSG00000171189,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0DD8D3E0E,Glutamate_byGLS2_and_SLC1A1_GRIK1,complex:Glutamate_byGLS2_and_SLC1A1,simple:P39086,,ENSG00000171189,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS04F05F7CF,Glutamate_byGLS2_and_SLC1A2_GRIK1,complex:Glutamate_byGLS2_and_SLC1A2,simple:P39086,,ENSG00000171189,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0484FC19B,Glutamate_byGLS2_and_SLC1A3_GRIK1,complex:Glutamate_byGLS2_and_SLC1A3,simple:P39086,,ENSG00000171189,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS07CDBB858,Glutamate_byGLS2_and_SLC17A8_GRIA4,complex:Glutamate_byGLS2_and_SLC17A8,simple:P48058,,ENSG00000152578,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS06451E34A,Glutamate_byGLS2_and_SLC1A1_GRIA4,complex:Glutamate_byGLS2_and_SLC1A1,simple:P48058,,ENSG00000152578,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0CC3AA145,Glutamate_byGLS2_and_SLC1A2_GRIA4,complex:Glutamate_byGLS2_and_SLC1A2,simple:P48058,,ENSG00000152578,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0B4B01B4B,Glutamate_byGLS2_and_SLC1A3_GRIA4,complex:Glutamate_byGLS2_and_SLC1A3,simple:P48058,,ENSG00000152578,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS013047C58,Glutamate_byGLS2_and_SLC1A6_GRIA4,complex:Glutamate_byGLS2_and_SLC1A6,simple:P48058,,ENSG00000152578,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0F73C1DA9,Glutamate_byGLS_and_SLC17A7_GRIK1,complex:Glutamate_byGLS_and_SLC17A7,simple:P39086,,ENSG00000171189,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0EE79A115,Glutamate_byGLS_and_SLC17A8_GRIK1,complex:Glutamate_byGLS_and_SLC17A8,simple:P39086,,ENSG00000171189,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS070ACE5CB,Glutamate_byGLS_and_SLC1A1_GRIK1,complex:Glutamate_byGLS_and_SLC1A1,simple:P39086,,ENSG00000171189,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS08C7956BD,Glutamate_byGLS_and_SLC1A2_GRM2,complex:Glutamate_byGLS_and_SLC1A2,simple:Q14416,,ENSG00000164082,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS077A43ACD,Glutamate_byGLS_and_SLC1A3_GRM2,complex:Glutamate_byGLS_and_SLC1A3,simple:Q14416,,ENSG00000164082,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0CD4875F8,Glutamate_byGLS_and_SLC1A6_GRM2,complex:Glutamate_byGLS_and_SLC1A6,simple:Q14416,,ENSG00000164082,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0EC77FC9C,Glutamate_byGLS2_and_SLC17A7_GRM2,complex:Glutamate_byGLS2_and_SLC17A7,simple:Q14416,,ENSG00000164082,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS090CDDA91,Glutamate_byGLS2_and_SLC17A8_GRM2,complex:Glutamate_byGLS2_and_SLC17A8,simple:Q14416,,ENSG00000164082,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0286AF8D6,Glutamate_byGLS2_and_SLC1A1_GRM2,complex:Glutamate_byGLS2_and_SLC1A1,simple:Q14416,,ENSG00000164082,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0916EF39D,Glutamate_byGLS2_and_SLC1A2_GRM2,complex:Glutamate_byGLS2_and_SLC1A2,simple:Q14416,,ENSG00000164082,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS07C63C8BC,Glutamate_byGLS2_and_SLC1A3_GRM2,complex:Glutamate_byGLS2_and_SLC1A3,simple:Q14416,,ENSG00000164082,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0416CB0F5,Glutamate_byGLS2_and_SLC17A8_GRM1,complex:Glutamate_byGLS2_and_SLC17A8,simple:Q13255,,ENSG00000152822,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS089C871BA,Glutamate_byGLS2_and_SLC1A1_GRM1,complex:Glutamate_byGLS2_and_SLC1A1,simple:Q13255,,ENSG00000152822,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS070B19B57,Glutamate_byGLS2_and_SLC1A2_GRM1,complex:Glutamate_byGLS2_and_SLC1A2,simple:Q13255,,ENSG00000152822,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS09CF4D275,Glutamate_byGLS2_and_SLC1A3_GRM1,complex:Glutamate_byGLS2_and_SLC1A3,simple:Q13255,,ENSG00000152822,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0C7C7DD02,Glutamate_byGLS2_and_SLC1A6_GRM1,complex:Glutamate_byGLS2_and_SLC1A6,simple:Q13255,,ENSG00000152822,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS046DB98C7,Glutamate_byGLS_and_SLC17A7_GRM2,complex:Glutamate_byGLS_and_SLC17A7,simple:Q14416,,ENSG00000164082,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS00F7ADF6B,Glutamate_byGLS_and_SLC17A8_GRM2,complex:Glutamate_byGLS_and_SLC17A8,simple:Q14416,,ENSG00000164082,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS099892F99,Glutamate_byGLS_and_SLC1A1_GRM2,complex:Glutamate_byGLS_and_SLC1A1,simple:Q14416,,ENSG00000164082,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0A195F101,Glutamate_byGLS2_and_SLC1A6_GRIK3,complex:Glutamate_byGLS2_and_SLC1A6,simple:Q13003,,ENSG00000163873,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0C3432D7F,Glutamate_byGLS_and_SLC17A7_GRM1,complex:Glutamate_byGLS_and_SLC17A7,simple:Q13255,,ENSG00000152822,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0A5982069,Glutamate_byGLS_and_SLC17A8_GRM1,complex:Glutamate_byGLS_and_SLC17A8,simple:Q13255,,ENSG00000152822,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS059E38F49,Glutamate_byGLS_and_SLC1A1_GRM1,complex:Glutamate_byGLS_and_SLC1A1,simple:Q13255,,ENSG00000152822,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS03F7F264A,Glutamate_byGLS_and_SLC1A2_GRM1,complex:Glutamate_byGLS_and_SLC1A2,simple:Q13255,,ENSG00000152822,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS06BDC8BFA,Glutamate_byGLS_and_SLC1A3_GRM1,complex:Glutamate_byGLS_and_SLC1A3,simple:Q13255,,ENSG00000152822,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS052714C89,Glutamate_byGLS_and_SLC1A6_GRM1,complex:Glutamate_byGLS_and_SLC1A6,simple:Q13255,,ENSG00000152822,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS059F4ED23,Glutamate_byGLS2_and_SLC17A7_GRM1,complex:Glutamate_byGLS2_and_SLC17A7,simple:Q13255,,ENSG00000152822,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0A00FD94B,Glutamate_byGLS_and_SLC1A2_GRIK3,complex:Glutamate_byGLS_and_SLC1A2,simple:Q13003,,ENSG00000163873,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0EB60A2B2,Glutamate_byGLS_and_SLC1A3_GRIK3,complex:Glutamate_byGLS_and_SLC1A3,simple:Q13003,,ENSG00000163873,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0827BB954,Glutamate_byGLS_and_SLC1A6_GRIK3,complex:Glutamate_byGLS_and_SLC1A6,simple:Q13003,,ENSG00000163873,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0D1DC5DFD,Glutamate_byGLS2_and_SLC17A7_GRIK3,complex:Glutamate_byGLS2_and_SLC17A7,simple:Q13003,,ENSG00000163873,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0AB128395,Glutamate_byGLS2_and_SLC17A8_GRIK3,complex:Glutamate_byGLS2_and_SLC17A8,simple:Q13003,,ENSG00000163873,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS01D65FEFD,Glutamate_byGLS2_and_SLC1A1_GRIK3,complex:Glutamate_byGLS2_and_SLC1A1,simple:Q13003,,ENSG00000163873,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS053847508,Glutamate_byGLS2_and_SLC1A2_GRIK3,complex:Glutamate_byGLS2_and_SLC1A2,simple:Q13003,,ENSG00000163873,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS06F474F5A,Glutamate_byGLS2_and_SLC1A3_GRIK3,complex:Glutamate_byGLS2_and_SLC1A3,simple:Q13003,,ENSG00000163873,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0DB067721,Glutamate_byGLS2_and_SLC1A6_GRM4,complex:Glutamate_byGLS2_and_SLC1A6,simple:Q14833,,ENSG00000124493,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS065936301,Glutamate_byGLS_and_SLC17A7_GRM5,complex:Glutamate_byGLS_and_SLC17A7,simple:P41594,,ENSG00000168959,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS094459C68,Glutamate_byGLS_and_SLC17A8_GRM5,complex:Glutamate_byGLS_and_SLC17A8,simple:P41594,,ENSG00000168959,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0EECB890E,Glutamate_byGLS_and_SLC1A1_GRM5,complex:Glutamate_byGLS_and_SLC1A1,simple:P41594,,ENSG00000168959,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS04A0AEE4C,Glutamate_byGLS_and_SLC1A2_GRM5,complex:Glutamate_byGLS_and_SLC1A2,simple:P41594,,ENSG00000168959,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0305D24F6,Glutamate_byGLS_and_SLC1A3_GRM5,complex:Glutamate_byGLS_and_SLC1A3,simple:P41594,,ENSG00000168959,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0A5376E7A,Glutamate_byGLS_and_SLC1A6_GRM5,complex:Glutamate_byGLS_and_SLC1A6,simple:P41594,,ENSG00000168959,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0BA5C6CCB,Glutamate_byGLS2_and_SLC17A7_GRM5,complex:Glutamate_byGLS2_and_SLC17A7,simple:P41594,,ENSG00000168959,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0FA9C25E9,Glutamate_byGLS_and_SLC1A2_GRM4,complex:Glutamate_byGLS_and_SLC1A2,simple:Q14833,,ENSG00000124493,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS071698505,Glutamate_byGLS_and_SLC1A3_GRM4,complex:Glutamate_byGLS_and_SLC1A3,simple:Q14833,,ENSG00000124493,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS07AF8702D,Glutamate_byGLS_and_SLC1A6_GRM4,complex:Glutamate_byGLS_and_SLC1A6,simple:Q14833,,ENSG00000124493,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS09CFDCF78,Glutamate_byGLS2_and_SLC17A7_GRM4,complex:Glutamate_byGLS2_and_SLC17A7,simple:Q14833,,ENSG00000124493,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS00323BD9A,Glutamate_byGLS2_and_SLC17A8_GRM4,complex:Glutamate_byGLS2_and_SLC17A8,simple:Q14833,,ENSG00000124493,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0041BE443,Glutamate_byGLS2_and_SLC1A1_GRM4,complex:Glutamate_byGLS2_and_SLC1A1,simple:Q14833,,ENSG00000124493,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0D7A1419D,Glutamate_byGLS2_and_SLC1A2_GRM4,complex:Glutamate_byGLS2_and_SLC1A2,simple:Q14833,,ENSG00000124493,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0591372DE,Glutamate_byGLS2_and_SLC1A3_GRM4,complex:Glutamate_byGLS2_and_SLC1A3,simple:Q14833,,ENSG00000124493,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0A5B00FEC,Glutamate_byGLS2_and_SLC17A8_GRM3,complex:Glutamate_byGLS2_and_SLC17A8,simple:Q14832,,ENSG00000198822,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS081D8412E,Glutamate_byGLS2_and_SLC1A1_GRM3,complex:Glutamate_byGLS2_and_SLC1A1,simple:Q14832,,ENSG00000198822,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS01E5D0183,Glutamate_byGLS2_and_SLC1A2_GRM3,complex:Glutamate_byGLS2_and_SLC1A2,simple:Q14832,,ENSG00000198822,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS05D1E58B4,Glutamate_byGLS2_and_SLC1A3_GRM3,complex:Glutamate_byGLS2_and_SLC1A3,simple:Q14832,,ENSG00000198822,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0554D19E3,Glutamate_byGLS2_and_SLC1A6_GRM3,complex:Glutamate_byGLS2_and_SLC1A6,simple:Q14832,,ENSG00000198822,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS092F9D032,Glutamate_byGLS_and_SLC17A7_GRM4,complex:Glutamate_byGLS_and_SLC17A7,simple:Q14833,,ENSG00000124493,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS03479D25E,Glutamate_byGLS_and_SLC17A8_GRM4,complex:Glutamate_byGLS_and_SLC17A8,simple:Q14833,,ENSG00000124493,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS08648BDFD,Glutamate_byGLS_and_SLC1A1_GRM4,complex:Glutamate_byGLS_and_SLC1A1,simple:Q14833,,ENSG00000124493,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0BC3D8A73,Glutamate_byGLS2_and_SLC1A6_GRM2,complex:Glutamate_byGLS2_and_SLC1A6,simple:Q14416,,ENSG00000164082,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS013ADF74E,Glutamate_byGLS_and_SLC17A7_GRM3,complex:Glutamate_byGLS_and_SLC17A7,simple:Q14832,,ENSG00000198822,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS01EA6FC47,Glutamate_byGLS_and_SLC17A8_GRM3,complex:Glutamate_byGLS_and_SLC17A8,simple:Q14832,,ENSG00000198822,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS035E3DC49,Glutamate_byGLS_and_SLC1A1_GRM3,complex:Glutamate_byGLS_and_SLC1A1,simple:Q14832,,ENSG00000198822,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0444827FD,Glutamate_byGLS_and_SLC1A2_GRM3,complex:Glutamate_byGLS_and_SLC1A2,simple:Q14832,,ENSG00000198822,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0D33309E7,Glutamate_byGLS_and_SLC1A3_GRM3,complex:Glutamate_byGLS_and_SLC1A3,simple:Q14832,,ENSG00000198822,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0C43745D6,Glutamate_byGLS_and_SLC1A6_GRM3,complex:Glutamate_byGLS_and_SLC1A6,simple:Q14832,,ENSG00000198822,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0AE7F1FB9,Glutamate_byGLS2_and_SLC17A7_GRM3,complex:Glutamate_byGLS2_and_SLC17A7,simple:Q14832,,ENSG00000198822,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS01BC2C4FF,Glutamate_byGLS2_and_SLC17A8_GRM8,complex:Glutamate_byGLS2_and_SLC17A8,simple:O00222,,ENSG00000179603,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0A14FBC54,Glutamate_byGLS2_and_SLC1A1_GRM8,complex:Glutamate_byGLS2_and_SLC1A1,simple:O00222,,ENSG00000179603,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0A2EDD507,Glutamate_byGLS2_and_SLC1A2_GRM8,complex:Glutamate_byGLS2_and_SLC1A2,simple:O00222,,ENSG00000179603,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0947C60AA,Glutamate_byGLS2_and_SLC1A3_GRM8,complex:Glutamate_byGLS2_and_SLC1A3,simple:O00222,,ENSG00000179603,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0270ABC42,Glutamate_byGLS2_and_SLC1A6_GRM8,complex:Glutamate_byGLS2_and_SLC1A6,simple:O00222,,ENSG00000179603,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC0ACAF2735,Glutamate_byGLS_and_SLC17A7_Glutamate_Kainate_1_5_complex,complex:Glutamate_byGLS_and_SLC17A7,complex:Glutamate_Kainate_1_5_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC0CF47E58F,Glutamate_byGLS_and_SLC17A8_Glutamate_Kainate_1_5_complex,complex:Glutamate_byGLS_and_SLC17A8,complex:Glutamate_Kainate_1_5_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC00F486A57,Glutamate_byGLS_and_SLC1A1_Glutamate_Kainate_1_5_complex,complex:Glutamate_byGLS_and_SLC1A1,complex:Glutamate_Kainate_1_5_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS09E87611A,Glutamate_byGLS2_and_SLC1A6_GRM7,complex:Glutamate_byGLS2_and_SLC1A6,simple:Q14831,,ENSG00000196277,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS007F02C96,Glutamate_byGLS_and_SLC17A7_GRM8,complex:Glutamate_byGLS_and_SLC17A7,simple:O00222,,ENSG00000179603,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS008F12179,Glutamate_byGLS_and_SLC17A8_GRM8,complex:Glutamate_byGLS_and_SLC17A8,simple:O00222,,ENSG00000179603,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0BEF05FE2,Glutamate_byGLS_and_SLC1A1_GRM8,complex:Glutamate_byGLS_and_SLC1A1,simple:O00222,,ENSG00000179603,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0B9E5E3DB,Glutamate_byGLS_and_SLC1A2_GRM8,complex:Glutamate_byGLS_and_SLC1A2,simple:O00222,,ENSG00000179603,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
