names	scores	logfoldchanges	pvals	pvals_adj	pct_nz_group	pct_nz_reference	mean
MYH11	3.180445432662964	2.007272481918335	0.0014704880168795369	0.06240452623513027	0.5593705293276109	0.07692307692307693	2.4673346053391843
UBC	3.164356231689453	1.094061255455017	0.001554264322091533	0.06532443853655434	0.9015736766809728	0.7692307692307693	3.6083050896195434
ADIRF	3.163909435272217	3.7345781326293945	0.0015566526966676812	0.06532443853655434	0.4669527896995708	0.0	3.7345781996388747
SQSTM1	3.112159013748169	1.728522777557373	0.001857243793712924	0.07575198364177328	0.6	0.15384615384615385	2.3888636813207023
RBM3	3.0984134674072266	1.4328922033309937	0.0019455971927157495	0.0787199781719417	0.6371959942775394	0.23076923076923078	2.160014595458213
HSPA1B	3.0810556411743164	1.8563315868377686	0.002062680359352274	0.08286322859981546	0.4509298998569385	0.0	1.8563316132920349
IER2	3.058924674987793	2.516080379486084	0.0022213302105726514	0.08829396507763865	0.4466380543633762	0.0	2.5160804124723817
GAPDH	3.033629894256592	2.1635725498199463	0.0024163066662438734	0.09503999234109395	0.6123032904148784	0.23076923076923078	3.0165168895799814
ZFP36L2	3.019864797592163	1.5978164672851562	0.002528876331692654	0.09912229329969627	0.5995708154506437	0.15384615384615385	2.2785239461324127
INHBA	2.980184555053711	1.9928464889526367	0.002880748568462971	0.11137049855069966	0.4313304721030043	0.0	1.992846483293486
C11orf96	2.922959089279175	2.327848434448242	0.0034672214386804114	0.1306835699851213	0.42017167381974246	0.0	2.3278483720310623
