subtype,gene_id,avg_logFC,p_val,p_val_adj,Ctrl,OA,pct.1,pct.2
Round_Spermatids,MTAP,-0.67521816,6.447386046191082e-06,5.841556775684954e-05,0.14361991,0.44291204,0.1649484536082474,0.3656220322886989
Round_Spermatids,MTCH2,-0.44495487,1.0528135197017465e-07,1.2237975064368902e-06,1.4273871,1.8129399,0.845360824742268,0.9493510604621715
Round_Spermatids,MTG2,-0.29227847,0.0011255733458436,0.0068174511321571,0.05028513,0.1799178,0.0515463917525773,0.1798037353592909
Round_Spermatids,MTHFD2L,-0.4123664,0.00411413331773,0.0215464620085041,0.21062566,0.3921162,0.2371134020618556,0.3518518518518518
Round_Spermatids,MTIF3,-0.2956703,0.0008742889868819,0.0053933242898693,1.2071446,1.4508832,0.8041237113402062,0.869420702754036
Round_Spermatids,MYCNOS,-0.37174487,0.0029746752817012,0.0160349367059609,0.13783537,0.3004835,0.1443298969072164,0.2736625514403292
Round_Spermatids,MYEOV,-0.32151365,0.0012388276875938,0.007429373901033,0.021956503,0.15024075,0.0309278350515463,0.1445077556188667
Round_Spermatids,MYL6B,-0.3917601,0.0013228723074707,0.0078646525874965,0.45884833,0.67569816,0.4432989690721649,0.5596707818930041
Round_Spermatids,MYLK-AS1,-0.28430626,0.0068722459082292,0.0334904404624345,0.08414871,0.2058554,0.0927835051546391,0.1999050332383665
Round_Spermatids,MYO3B,-0.38811067,9.953639707733337e-05,0.0007549135995013,0.020652073,0.18318959,0.0309278350515463,0.180278569167458
Round_Spermatids,MZT2B,-0.27789742,0.0103888689386901,0.0484429446844272,0.5512415,0.7290471,0.4845360824742268,0.581829692940804
Round_Spermatids,NAA20,-0.538168,1.8463975209539713e-09,2.6385274665834222e-08,1.2343421,1.752016,0.7525773195876289,0.9308325419436532
Round_Spermatids,NACA2,-0.97325444,2.9725279372307125e-19,1.0065399626584759e-17,0.8251553,1.617284,0.5876288659793815,0.9127888572333016
Round_Spermatids,NAPRT,-0.31228718,7.324150629564687e-05,0.0005688733076771,0.0,0.13401575,0.0,0.1407090851535296
Round_Spermatids,NCAM2,-0.2741901,0.004151007476863,0.0217304456669331,0.08055429,0.20555812,0.0824742268041237,0.1970560303893637
Round_Spermatids,NDC80,-0.35775605,0.0039082890352404,0.0205461354246087,0.1927038,0.36177042,0.1958762886597938,0.3249446027223805
Round_Spermatids,NDRG3,-0.41506383,0.0060739793265544,0.0300308913059892,1.1550943,1.3941684,0.6804123711340206,0.7269705603038936
Round_Spermatids,NDUFA2,-0.6857838,1.4132713644206072e-10,2.236762210674664e-09,0.8520667,1.347018,0.6597938144329897,0.8376068376068376
Round_Spermatids,NDUFA3,-0.52390563,1.0374112846272636e-08,1.389023855774391e-07,1.3957593,1.808843,0.8556701030927835,0.9433364988920544
Round_Spermatids,NDUFA6,-0.26207003,0.0030289330324296,0.0163062505114226,0.94388264,1.1808966,0.6597938144329897,0.7856916745805634
Round_Spermatids,NDUFA8,-0.5864453,7.976473014980306e-10,1.1771989369088386e-08,1.177289,1.6385427,0.8041237113402062,0.9172206394428616
Round_Spermatids,NDUFAF1,-0.36384192,0.0003653991484546,0.0024536943356707,0.28954414,0.50516665,0.2783505154639175,0.4503007280785058
Round_Spermatids,NDUFAF7,-0.8306202,3.965606474105953e-13,7.416021351751018e-12,0.4454271,0.998108,0.3917525773195876,0.7162076606521051
Round_Spermatids,NDUFB3,-0.6875199,1.3546196712983814e-09,1.9597425376218028e-08,0.83470386,1.3551853,0.5979381443298969,0.8327002215891105
Round_Spermatids,NDUFB4,-0.6309446,1.1245112857160586e-17,3.571589243323995e-16,2.2064414,2.692106,0.979381443298969,0.9965178854067744
Round_Spermatids,NDUFB5,-0.32163587,0.0017291605979107,0.0100234471440063,0.84752023,1.1237081,0.5979381443298969,0.7799936688825577
Round_Spermatids,NDUFC1,-0.87975675,4.5637800297429034e-20,1.632610419635205e-18,1.5320212,2.296707,0.865979381443299,0.9819563152896488
Round_Spermatids,NDUFS6,-0.43712303,0.0010298362228052,0.0062772489021898,0.67011863,0.925502,0.5463917525773195,0.6574865463754352
Round_Spermatids,NDUFS7,-1.5680417,1.4702690249702025e-29,7.687142232232318e-28,0.15374742,1.0738171,0.1649484536082474,0.7432731877176322
Round_Spermatids,NEBL,-0.60635453,0.0002632981784783,0.0018116563663949,0.43947074,0.7461585,0.3711340206185567,0.5098132320354543
Round_Spermatids,NEDD1,-0.76259774,4.22366380725796e-08,5.18362521689837e-07,0.4136581,0.84501195,0.3814432989690721,0.600664767331434
Round_Spermatids,NEK2,-0.315516,0.002575322282488,0.0141163156724707,0.708459,0.9671868,0.4845360824742268,0.6440329218106996
Round_Spermatids,NELFE,-0.38888448,1.1372387999271972e-05,9.982014101356753e-05,0.9656274,1.2503468,0.7422680412371134,0.8281101614434948
Round_Spermatids,NELL1,-0.3524556,0.0009286099190182,0.0057086374942705,0.10264314,0.26472443,0.1134020618556701,0.2562519784742006
Round_Spermatids,NFXL1,-0.4628691,7.656770617719513e-05,0.0005933521061405,0.13216265,0.3480523,0.1546391752577319,0.3282684393795504
Round_Spermatids,NHP2,-0.9732444,9.567078760893725e-13,1.755749167002897e-11,0.035463486,0.4872361,0.0515463917525773,0.4086736308958531
Round_Spermatids,NKAPL,-0.44528487,8.232561087795561e-06,7.364389354990703e-05,1.1300312,1.4680303,0.7628865979381443,0.8767014878125989
Round_Spermatids,NKIRAS1,-0.3708113,0.0010506913677426,0.0063918625549753,0.29926974,0.50520825,0.2886597938144329,0.4377967711301044
Round_Spermatids,NLRP1,-0.45147094,0.0007829649448499,0.004900314504156,0.6041181,0.857645,0.5051546391752577,0.6133270022158911
Round_Spermatids,NME5,-0.6899746,4.371204002423238e-17,1.3493701009297105e-15,1.8064997,2.4191902,0.9175257731958762,0.99224438113327
Round_Spermatids,NME7,-0.9345672,3.4931878152894265e-13,6.555514061193003e-12,0.117694266,0.5954149,0.134020618556701,0.5018993352326686
