Gene id,Average expression (normalized),Log2FC,Pct1,Z score,P_val,Adjusted p value,Pct2
CHRNB4,0.0359011797852154,0.0124176545068621,0.0178512396694214,0.5436543226242065,0.5866793663400589,0.6883341269819928,0.0154264972776769
FNBP4,0.7840978701673575,0.0290182586759328,0.376198347107438,0.542168915271759,0.5877021376792525,0.6894742625583904,0.3620689655172414
ZNF337-AS1,0.1130360546518045,-0.0022398438304662,0.0641322314049586,0.542011022567749,0.5878109008556016,0.6895719321685516,0.0589836660617059
YARS,1.1235924543164677,0.0330617204308509,0.5421487603305785,0.5419037342071533,0.5878848209435267,0.6896287199984581,0.5317604355716878
HTR1E,0.0130513040052042,0.0067393733188509,0.0059504132231404,0.5417441129684448,0.5879947772733052,0.6897277740181701,0.0045372050816696
F13B,0.0138967029525996,0.0054181776940822,0.0059504132231404,0.5415151119232178,0.5881525777967368,0.689823071567822,0.0045372050816696
SFXN2,0.0130295785285754,0.0060519529506564,0.0059504132231404,0.5415151119232178,0.5881525777967368,0.689823071567822,0.0045372050816696
CYP20A1,0.4949463889755621,0.0208955220878124,0.2297520661157024,0.5413498878479004,0.588266429105753,0.6899266680474492,0.220508166969147
KIF24,0.5346276672715002,0.0061704465188086,0.3001652892561983,0.5409591794013977,0.5885357395422064,0.6902125721534722,0.279491833030853
ZNF610,0.206347925769623,-0.013374944217503,0.12,0.5403080582618713,0.5889846128798017,0.6907090269307559,0.1116152450090744
TRIP6,0.0689375160032329,-0.0189508199691772,0.0423140495867768,0.5397993326187134,0.5893354461650963,0.6910831027634889,0.0381125226860254
EIF3FP3,0.0114930243883893,0.0039396355859935,0.0059504132231404,0.5396829843521118,0.5894156860551583,0.6910946217470714,0.0045372050816696
SNED1,0.010419057992,0.0031918839085847,0.0059504132231404,0.5396829843521118,0.5894156860551583,0.6910946217470714,0.0045372050816696
LINC01858,0.0114545947906446,0.0048360424116253,0.0059504132231404,0.53945392370224,0.5895736625084165,0.6911906779679958,0.0045372050816696
PLPBP,0.1791182408366385,-0.0117915840819478,0.0958677685950413,0.5391994118690491,0.5897492525823609,0.6913657752863993,0.0889292196007259
